Postaja,Leto,Mesec,NOX
ng grcna,2022,Okt,47.0
zagorje,2022,Okt,34.0
koper,2022,Okt,19.0
novo mesto,2022,Okt,15.0
sostanj,2022,Okt,16.0
zavodnje,2022,Okt,4.0
skale,2022,Okt,7.0
mobilna tes,2022,Okt,27.0
sv. mohor,2022,Okt,7.0
lj center,2022,Okt,109.0
zadobrova,2022,Okt,31.0
ce gaji,2022,Okt,29.0
mb tezno,2022,Okt,32.0
lj bezigrad,2022,Nov,47.0
lj celovska,2022,Nov,78.0
mb titova,2022,Nov,63.0
mb vrbanski,2022,Nov,16.0
ce bolnica,2022,Nov,49.0
ms rakican,2022,Nov,23.0
ng grcna,2022,Nov,62.0
zagorje,2022,Nov,40.0
koper,2022,Nov,19.0
novo mesto,2022,Nov,23.0
sostanj,2022,Nov,17.0
zavodnje,2022,Nov,7.0
skale,2022,Nov,9.0
mobilna tes,2022,Nov,20.0
sv. mohor,2022,Nov,8.0
lj center,2022,Nov,105.0
zadobrova,2022,Nov,40.0
ce gaji,2022,Nov,34.0
mb tezno,2022,Nov,53.0
lj bezigrad,2022,Dec,50.0
lj celovska,2022,Dec,90.0
mb titova,2022,Dec,74.0
mb vrbanski,2022,Dec,19.0
ce bolnica,2022,Dec,57.0
ms rakican,2022,Dec,26.0
ng grcna,2022,Dec,76.0
zagorje,2022,Dec,45.0
koper,2022,Dec,29.0
novo mesto,2022,Dec,25.0
sostanj,2022,Dec,21.0
zavodnje,2022,Dec,10.0
skale,2022,Dec,15.0
mobilna tes,2022,Dec,25.0
sv. mohor,2022,Dec,11.0
lj center,2022,Dec,119.0
zadobrova,2022,Dec,47.0
ce gaji,2022,Dec,41.0
mb tezno,2022,Dec,
ce bolnica,2023,Jan,67.0
koper,2023,Jan,23.0
lj bezigrad,2023,Jan,62.0
lj celovska,2023,Jan,96.0
mb titova,2023,Jan,66.0
mb vrbanski,2023,Jan,17.0
ms rakican,2023,Jan,22.0
ng grcna,2023,Jan,57.0
novo mesto,2023,Jan,25.0
zagorje,2023,Jan,50.0
lj center,2023,Jan,127.0
zadobrova,2023,Jan,61.0
ce gaji,2023,Jan,48.0
sv. mohor,2023,Jan,6.0
mb tezno,2023,Jan,46.0
skale,2023,Jan,11.0
sostanj,2023,Jan,20.0
zavodnje,2023,Jan,8.0
mobilna tes,2023,Jan,28.0
ce bolnica,2023,Feb,67.0
koper,2023,Feb,26.0
lj bezigrad,2023,Feb,55.0
lj celovska,2023,Feb,83.0
mb titova,2023,Feb,64.0
mb vrbanski,2023,Feb,13.0
ms rakican,2023,Feb,23.0
ng grcna,2023,Feb,58.0
novo mesto,2023,Feb,24.0
zagorje,2023,Feb,50.0
lj center,2023,Feb,115.0
zadobrova,2023,Feb,58.0
ce gaji,2023,Feb,45.0
sv. mohor,2023,Feb,8.0
mb tezno,2023,Feb,54.0
skale,2023,Feb,13.0
sostanj,2023,Feb,20.0
zavodnje,2023,Feb,9.0
mobilna tes,2023,Feb,34.0
ce bolnica,2023,Mar,44.0
koper,2023,Mar,17.0
lj bezigrad,2023,Mar,34.0
lj celovska,2023,Mar,63.0
mb titova,2023,Mar,52.0
mb vrbanski,2023,Mar,11.0
ms rakican,2023,Mar,15.0
ng grcna,2023,Mar,43.0
novo mesto,2023,Mar,17.0
zagorje,2023,Mar,35.0
lj center,2023,Mar,88.0
zadobrova,2023,Mar,36.0
ce gaji,2023,Mar,32.0
sv. mohor,2023,Mar,6.0
mb tezno,2023,Mar,31.0
skale,2023,Mar,8.0
sostanj,2023,Mar,12.0
zavodnje,2023,Mar,5.0
mobilna tes,2023,Mar,21.0
ce bolnica,2023,Apr,28.0
koper,2023,Apr,18.0
lj bezigrad,2023,Apr,22.0
lj celovska,2023,Apr,44.0
mb titova,2023,Apr,37.0
mb vrbanski,2023,Apr,6.0
ms rakican,2023,Apr,10.0
ng grcna,2023,Apr,26.0
novo mesto,2023,Apr,11.0
zagorje,2023,Apr,25.0
lj center,2023,Apr,69.0
zadobrova,2023,Apr,17.0
ce gaji,2023,Apr,20.0
sv. mohor,2023,Apr,4.0
mb tezno,2023,Apr,16.0
skale,2023,Apr,6.0
sostanj,2023,Apr,7.0
zavodnje,2023,Apr,3.0
mobilna tes,2023,Apr,17.0
ce bolnica,2023,Maj,21.0
koper,2023,Maj,15.0
lj bezigrad,2023,Maj,18.0
lj celovska,2023,Maj,40.0
mb titova,2023,Maj,38.0
mb vrbanski,2023,Maj,5.0
ms rakican,2023,Maj,7.0
ng grcna,2023,Maj,18.0
novo mesto,2023,Maj,6.0
zagorje,2023,Maj,21.0
lj center,2023,Maj,60.0
zadobrova,2023,Maj,11.0
ce gaji,2023,Maj,18.0
sv. mohor,2023,Maj,4.0
mb tezno,2023,Maj,10.0
skale,2023,Maj,6.0
sostanj,2023,Maj,7.0
zavodnje,2023,Maj,4.0
mobilna tes,2023,Maj,13.0
ce bolnica,2023,Jun,18.0
koper,2023,Jun,15.0
lj bezigrad,2023,Jun,16.0
lj celovska,2023,Jun,34.0
mb titova,2023,Jun,35.0
mb vrbanski,2023,Jun,9.0
ms rakican,2023,Jun,7.0
ng grcna,2023,Jun,18.0
novo mesto,2023,Jun,5.0
zagorje,2023,Jun,21.0
lj center,2023,Jun,54.0
zadobrova,2023,Jun,12.0
ce gaji,2023,Jun,14.0
sv. mohor,2023,Jun,3.0
mb tezno,2023,Jun,12.0
skale,2023,Jun,5.0
sostanj,2023,Jun,6.0
zavodnje,2023,Jun,6.0
mobilna tes,2023,Jun,10.0
ce bolnica,2023,Jul,13.0
koper,2023,Jul,12.0
lj bezigrad,2023,Jul,14.0
lj celovska,2023,Jul,29.0
mb titova,2023,Jul,27.0
mb vrbanski,2023,Jul,9.0
ms rakican,2023,Jul,6.0
ng grcna,2023,Jul,16.0
novo mesto,2023,Jul,4.0
zagorje,2023,Jul,18.0
lj center,2023,Jul,42.0
zadobrova,2023,Jul,12.0
ce gaji,2023,Jul,12.0
sv. mohor,2023,Jul,3.0
mb tezno,2023,Jul,12.0
skale,2023,Jul,4.0
sostanj,2023,Jul,8.0
zavodnje,2023,Jul,7.0
mobilna tes,2023,Jul,8.0
ce bolnica,2023,Avg,15.0
koper,2023,Avg,13.0
lj bezigrad,2023,Avg,17.0
lj celovska,2023,Avg,32.0
mb titova,2023,Avg,27.0
mb vrbanski,2023,Avg,6.0
ms rakican,2023,Avg,5.0
ng grcna,2023,Avg,20.0
novo mesto,2023,Avg,4.0
zagorje,2023,Avg,18.0
lj center,2023,Avg,51.0
zadobrova,2023,Avg,12.0
ce gaji,2023,Avg,13.0
sv. mohor,2023,Avg,3.0
mb tezno,2023,Avg,17.0
skale,2023,Avg,2.0
sostanj,2023,Avg,11.0
zavodnje,2023,Avg,5.0
mobilna tes,2023,Avg,8.0
ce bolnica,2023,Sep,26.0
koper,2023,Sep,12.0
lj bezigrad,2023,Sep,26.0
lj celovska,2023,Sep,43.0
mb titova,2023,Sep,35.0
mb vrbanski,2023,Sep,5.0
ms rakican,2023,Sep,11.0
ng grcna,2023,Sep,32.0
novo mesto,2023,Sep,8.0
zagorje,2023,Sep,24.0
lj center,2023,Sep,73.0
zadobrova,2023,Sep,14.0
ce gaji,2023,Sep,19.0
sv. mohor,2023,Sep,4.0
mb tezno,2023,Sep,29.0
skale,2023,Sep,7.0
sostanj,2023,Sep,13.0
zavodnje,2023,Sep,4.0
mobilna tes,2023,Sep,14.0
ce bolnica,2023,Okt,29.0
koper,2023,Okt,13.0
lj bezigrad,2023,Okt,35.0
lj celovska,2023,Okt,61.0
mb titova,2023,Okt,46.0
mb vrbanski,2023,Okt,8.0
ms rakican,2023,Okt,14.0
ng grcna,2023,Okt,40.0
novo mesto,2023,Okt,11.0
zagorje,2023,Okt,32.0
lj center,2023,Okt,79.0
zadobrova,2023,Okt,21.0
ce gaji,2023,Okt,21.0
sv. mohor,2023,Okt,5.0
mb tezno,2023,Okt,48.0
skale,2023,Okt,7.0
sostanj,2023,Okt,12.0
zavodnje,2023,Okt,5.0
mobilna tes,2023,Okt,15.0
ce bolnica,2023,Nov,55.0
koper,2023,Nov,19.0
lj bezigrad,2023,Nov,63.0
lj celovska,2023,Nov,100.0
mb titova,2023,Nov,64.0
mb vrbanski,2023,Nov,13.0
ms rakican,2023,Nov,22.0
ng grcna,2023,Nov,62.0
novo mesto,2023,Nov,22.0
zagorje,2023,Nov,53.0
lj center,2023,Nov,118.0
zadobrova,2023,Nov,47.0
ce gaji,2023,Nov,41.0
sv. mohor,2023,Nov,6.0
mb tezno,2023,Nov,82.0
skale,2023,Nov,9.0
sostanj,2023,Nov,18.0
zavodnje,2023,Nov,5.0
mobilna tes,2023,Nov,20.0
ce bolnica,2023,Dec,79.0
koper,2023,Dec,32.0
lj bezigrad,2023,Dec,82.0
lj celovska,2023,Dec,132.0
mb titova,2023,Dec,72.0
mb vrbanski,2023,Dec,15.0
ms rakican,2023,Dec,39.0
ng grcna,2023,Dec,95.0
novo mesto,2023,Dec,25.0
zagorje,2023,Dec,63.0
lj center,2023,Dec,147.0
zadobrova,2023,Dec,67.0
ce gaji,2023,Dec,55.0
sv. mohor,2023,Dec,11.0
mb tezno,2023,Dec,
skale,2023,Dec,12.0
sostanj,2023,Dec,24.0
zavodnje,2023,Dec,7.0
mobilna tes,2023,Dec,27.0
