Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
ljubljana bež.,58,39,26,26,25,15,19,20,27,29,33,34
ljubljana bf,60,38,22,23,19,13,16,19,25,21,29,31
ljubljana center,79,55,44,45,50,35,36,42,46,37,46,50
maribor center,70,36,32,32,24,17,18,20,28,25,32,31
celje,62,40,31,30,23,16,18,20,27,29,36,39
trbovlje,61,48,37,34,25,18,19,23,31,33,32,40
zagorje,74,55,44,31,26,22,21,23,25,30,39,41
murska s.-rakičan,56,29,23,32,22,18,21,22,28,26,33,38
nova gorica,35,33,28,25,28,18,20,24,34,23,37,27
koper,25,26,27,25,27,18,21,21,27,22,24,23
iskrba,32,16,13,20,16,11,14,12,17,13,11,12
morsko,27,30,21,20,20,13,14,13,16,16,30,21
gorenje polje,26,39,30,24,23,14,16,15,20,17,31,20
mo maribor,53,33,27,35,29,22,23,24,32,26,32,29
vnajnarje,31,63,19,28,32,21,21,20,24,17,15,16
pesje,41,22,22,24,22,12,15,20,27,21,22,18
škale,48,23,18,27,25,13,19,20,27,20,22,19
prapretno,55,30,27,33,34,25,26,30,32,26,26,27
