Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
ljubljana f.,19,23,27,19,23,4,5,6,6,10,18,21.0
ljubljana b.,28,25,22,16,28,8,4,4,5,9,13,18.0
maribor,32,32,23,14,8,5,6,5,8,12,23,38.0
celje,44,33,16,12,10,5,7,7,8,11,32,39.0
trbovlje,53,47,27,20,16,11,9,11,8,16,29,33.0
hrastnik,48,26,20,18,13,5,6,12,12,22,31,35.0
zagorje,37,31,30,18,23,4,4,24,16,13,24,33.0
šoštanj,36,53,73,84,42,32,29,29,32,28,17,50.0
topolšica,31,35,25,13,21,8,10,9,8,10,11,29.0
veliki vrh,179,101,72,72,41,31,56,32,48,33,100,109.0
zavodnje,94,56,39,20,46,13,16,14,24,29,56,91.0
velenje,32,15,14,6,7,3,2,2,3,5,10,17.0
graška gora,38,53,67,54,24,7,9,14,18,16,14,98.0
škale,35,25,39,18,8,4,4,6,6,9,9,34.0
kovk,137,132,70,91,51,6,7,11,41,27,58,67.0
dobovec,134,39,19,52,30,3,4,16,29,44,59,59.0
kum,12,29,12,23,9,13,14,4,14,15,16,9.0
ravenska vas,76,34,73,59,78,31,34,69,56,55,63,54.0
vnajnarje,19,14,28,19,22,3,3,7,7,9,16,17.0
eis celje,52,45,23,17,11,4,5,7,11,26,39,
eis krško,28,48,28,43,36,36,42,29,7,38,22,38.0
