Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,7.0,5.0,2.0,3.0,5.0,3,3.0,3,5.0,3,4,4.0
Celje,4.0,3.0,6.0,3.0,5.0,3,5.0,5,4.0,2,3,3.0
Trbovlje,5.0,5.0,5.0,5.0,6.0,4,3.0,3,4.0,4,4,4.0
Zagorje,3.0,3.0,3.0,4.0,3.0,3,1.0,1,1.0,2,3,3.0
Hrastnik*,2.0,2.0,1.0,1.0,1.0,1,1.0,2,3.0,/,/,
Iskrba,0.6,0.8,0.6,0.6,0.5,1,0.7,1,0.7,0.7,0.7,0.6
Šoštanj,2.0,3.0,2.0,3.0,3.0,2,3.0,3,2.0,3,3,2.0
Topolšica,4.0,6.0,4.0,3.0,4.0,3,4.0,2,2.0,2,3,2.0
Zavodnje,4.0,4.0,4.0,4.0,2.0,5,5.0,5,4.0,3,1,3.0
Veliki vrh,4.0,4.0,3.0,2.0,2.0,2,3.0,4,3.0,2,1,2.0
Graška gora,4.0,4.0,4.0,4.0,4.0,5,6.0,2,3.0,4,4,4.0
Velenje,3.0,3.0,3.0,5.0,2.0,1,4.0,4,1.0,3,4,3.0
Pesje,2.0,3.0,3.0,4.0,6.0,3,5.0,7,3.0,3,3,3.0
Škale,6.0,5.0,5.0,6.0,5.0,6,5.0,7,5.0,5,2,3.0
Sv. Mohor,5.0,6.0,6.0,6.0,7.0,8,7.0,6,4.0,4,4,4.0
LJ Center,9.0,4.0,3.0,4.0,3.0,3,6.0,7,5.0,4,4,4.0
CE Gaji,8.0,6.0,5.0,10.0,11.0,9,5.0,4,6.0,13,12,9.0
