Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
ljubljana f.,29,57,42,21,12,9,8,10,6,15,29,26.0
ljubljana b.,35,72,49,16,10,10,12,12,10,20,43,40.0
maribor,26,27,21,17,12,7,6,8,8,15,22,41.0
celje,37,53,25,17,9,8,8,11,10,14,29,57.0
trbovlje,49,72,39,21,17,12,23,18,18,17,40,60.0
hrastnik,24,36,24,33,17,11,24,15,17,23,41,57.0
zagorje,36,44,32,14,24,7,18,37,18,13,36,39.0
šoštanj,33,42,25,119,38,71,31,17,53,28,43,29.0
topolšica,19,35,28,12,16,17,31,15,14,9,13,35.0
veliki vrh,112,101,62,30,34,57,36,35,35,41,89,124.0
zavodnje,56,66,46,28,26,31,27,30,24,46,32,103.0
velenje,14,19,15,7,5,7,6,4,5,6,10,23.0
graška gora,41,42,46,52,22,19,25,12,28,53,21,25.0
škale,21,31,40,28,11,21,10,4,10,15,12,25.0
kovk,91,86,63,106,38,33,63,25,42,34,24,57.0
dobovec,79,61,43,27,39,15,67,57,37,65,64,94.0
kum,15,22,22,16,19,11,13,9,13,14,21,18.0
ravenska vas,68,87,78,52,102,47,93,124,72,57,122,81.0
vnajnarje,26,36,24,17,12,4,6,10,6,12,35,26.0
eis celje,47,68,32,24,15,10,8,4,12,27,57,
eis krško,72,148,30,31,59,25,36,22,14,13,16,38.0
škale,38,53,34,18,10,8,6,7,6,13,31,40.0
