Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,19.0,20.0,14.0,7.0,6.0,9,8,7,8,13,10.0,9.0
Maribor,12.0,11.0,11.0,7.0,6.0,8,6,5,10,9,9.0,15.0
Celje,25.0,19.0,13.0,6.0,5.0,6,5,4,7,11,10.0,15.0
Trbovlje,21.0,21.0,14.0,8.0,19.0,22,21,8,21,10,11.0,18.0
Hrastnik,12.0,13.0,16.0,7.0,7.0,3,10,3,10,8,8.0,8.0
Zagorje,23.0,42.0,32.0,11.0,13.0,24,19,5,28,17,12.0,22.0
Nova Gorica,7.0,7.0,7.0,4.0,7.0,8,6,10,8,5,6.0,7.0
Murska S.-Rakičan,7.0,8.0,6.0,5.0,6.0,5,4,6,4,5,5.0,6.0
Šoštanj,11.0,20.0,25.0,17.0,37.0,28,35,30,22,33,19.0,16.0
Topolšica,9.0,17.0,21.0,10.0,17.0,19,24,29,18,5,14.0,10.0
Veliki Vrh,78.0,64.0,47.0,28.0,33.0,36,45,59,41,22,36.0,51.0
Zavodnje,11.0,17.0,31.0,7.0,14.0,13,16,16,13,10,15.0,19.0
Velenje,11.0,12.0,15.0,7.0,11.0,14,9,3,2,4,2.0,5.0
Graška Gora,5.0,10.0,9.0,10.0,12.0,11,18,15,8,9,8.0,8.0
Pesje,22.0,27.0,26.0,6.0,15.0,12,16,18,10,7,10.0,16.0
Škale,10.0,13.0,13.0,15.0,15.0,18,17,9,7,6,11.0,14.0
Kovk,44.0,45.0,78.0,26.0,59.0,69,36,3,43,73,72.0,85.0
Dobovec,43.0,48.0,23.0,13.0,42.0,32,56,3,41,12,9.0,21.0
Kum,,,,,,26,6,12,13,13,6.0,
Ravenska vas,50.0,82.0,73.0,45.0,73.0,82,57,14,59,55,56.0,77.0
Vnajnarje,14.0,21.0,13.0,8.0,6.0,9,8,3,7,13,12.0,10.0
EIS Celje,13.0,9.0,5.0,3.0,2.0,2,3,2,3,6,,
EIS Krško,42.0,17.0,75.0,36.0,90.0,55,56,97,54,27,57.0,53.0
