Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,57,50,39,26,25,21,20,25,33,29,30,37
Maribor,50,52,47,34,36,36,29,28,32,34,36,36
Celje,44,48,33,22,19,18,16,20,26,23,24,32
Trbovlje,38,44,39,34,33,29,29,32,31,27,23,31
Nova Gorica,34,32,34,26,24,20,17,19,26,29,30,36
Murska S.-Rakičan,27,24,18,11,12,12,12,13,13,11,11,13
Zavodnje,3,7,12,3,7,7,4,4,6,3,4,6
Škale,17,13,12,8,5,4,4,5,5,7,10,13
Kovk,3,3,3,/,/,2,2,/,2,4,5,8
Vnajnarje,10,6,6,5,4,4,3,3,4,5,6,9
