Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana F.,35,42,87,54,90,9,17,11,14,25,46,39
Ljubljana B.,68,76,71,57,94,19,9,11,10,21,31,47
Maribor,61,62,70,37,15,9,13,11,14,29,48,82
Celje,103,57,32,23,32,14,15,15,22,31,72,106
Trbovlje,342,75,85,49,83,29,20,55,23,49,112,53
Hrastnik,383,45,77,121,57,11,15,57,41,74,126,97
Zagorje,398,90,135,55,118,10,14,126,56,49,86,62
Šoštanj,192,252,408,453,267,163,340,155,224,216,86,303
Topolšica,163,184,143,77,74,23,32,31,25,50,40,178
Veliki Vrh,556,226,273,301,184,122,228,74,220,171,390,266
Zavodnje,352,250,218,96,197,45,86,51,93,133,271,1046
Velenje,212,49,51,24,27,8,5,14,9,20,38,70
Graška Gora,190,152,292,174,118,28,30,84,88,90,69,300
Škale,293,126,192,66,39,14,15,47,21,56,32,202
Kovk,816,320,264,329,244,18,14,97,165,181,317,328
Dobovec,998,224,116,343,200,10,21,91,176,188,300,582
Kum,36,89,40,193,42,57,72,13,56,79,100,67
Ravenska vas,960,112,354,171,220,82,66,251,177,172,168,369
Vnajnarje,66,33,99,63,71,12,15,41,25,64,41,46
EIS Celje,116,70,42,34,31,/,10,15,18,28,73,121
EIS Krško,109,257,42,142,105,92,105,81,137,119,91,142
