Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana F.,44.0,62.0,61,31,,28,32,32.0,35.0,44,47,60.0
Maribor,43.0,49.0,45,50,36.0,33,32,26.0,36.0,36,36,45.0
Celje,,,37,26,22.0,18,22,,20.0,23,32,58.0
Trbovlje,32.0,41.0,33,29,30.0,22,23,23.0,23.0,24,29,39.0
Zavodnje,9.0,8.0,6,5,5.0,5,5,5.0,5.0,7,7,13.0
Škale,10.0,10.0,10,9,6.0,7,5,4.0,6.0,8,9,15.0
Kovk,9.0,9.0,8,7,3.0,8,5,4.0,5.0,5,7,10.0
Vnajnarje,1.0,1.0,1,0,0.0,2,2,1.0,4.0,5,5,10.0
EIS Celje,,65.0,55,45,42.0,37,38,,,48,54,
škale,51.0,77.0,48,47,43.0,39,26,26.0,60.0,40,46,102.0
