Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana F.,556,768,645,419,213,98,71,79,61,573,354,133
Ljubljana B.,545,936,540,924,243,66,63,70,73,432,454,190
Maribor,120,104,80,81,110,52,42,34,38,85,81,161
Celje,392,623,149,147,129,126,87,11,184,209,283,200
Trbovlje,236,438,452,330,354,478,526,693,463,515,412,288
Hrastnik,363,508,207,601,393,285,379,315,387,978,401,523
Zagorje,930,586,1092,205,344,144,437,626,328,328,439,341
Šoštanj,851,1239,1183,1458,992,1378,532,448,1495,807,1167,755
Topolšica,585,545,1245,714,406,523,1175,365,792,304,547,936
Veliki Vrh,1236,1530,1242,643,772,739,568,572,803,725,765,1325
Zavodnje,1037,907,818,1249,301,546,450,860,381,1086,1075,2255
Velenje,520,369,1316,179,55,192,401,156,124,2132,265,380
Graška Gora,610,820,758,825,846,340,711,320,466,1076,495,790
Škale,387,624,811,553,299,387,329,172,340,409,442,568
Kovk,1314,1667,1916,727,866,604,1124,505,861,571,404,959
Dobovec,3781,2273,2312,851,2161,947,2689,1912,1616,2279,2461,4548
Kum,228,901,201,519,706,83,1344,574,268,144,525,683
Ravenska vas,1388,1846,1063,672,1147,1059,1192,1619,775,1288,1220,800
Vnajnarje,341,890,377,442,318,89,79,119,99,237,364,279
EIS Celje,472,603,205,131,234,157,98,103,/,116,211,247
EIS Krško,772,1012,808,718,854,956,466,362,243,365,192,363
Škale,545,851,517,372,58,29,46,59,57,374,408,185
