Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana F.,100,94,482,367,520,30,42,35,45,162,122,106
Ljubljana B.,115,151,446,559,786,53,86,36,26,133,81,120
Maribor,134,157,147,108,36,29,25,75,38,55,99,139
Celje,227,152,128,116,159,83,58,78,137,105,184,228
Trbovlje,624,260,849,193,644,135,100,473,153,648,292,434
Hrastnik,942,188,448,415,505,81,98,449,263,551,371,963
Zagorje,898,625,698,348,632,74,90,952,518,393,376,352
Šoštanj,766,1285,1288,2466,1082,1019,1236,919,1398,980,727,923
Topolšica,561,1345,1252,727,720,186,289,231,181,334,359,468
Veliki Vrh,2257,882,888,1219,1033,631,815,973,1613,1266,1180,1223
Zavodnje,1093,852,980,752,775,271,470,213,458,710,1546,1963
Velenje,709,327,459,128,234,36,43,78,90,190,208,391
Graška Gora,1844,1298,823,755,516,275,404,252,701,316,1068,864
Škale,1184,742,539,339,356,172,156,150,133,267,295,491
Kovk,2167,865,845,1077,1177,157,109,468,542,956,901,798
Dobovec,3761,1426,732,2235,1609,88,89,976,2142,1919,1861,2039
Kum,307,405,187,2020,371,272,85,86,564,472,1203,396
Ravenska vas,2147,509,1501,749,725,478,377,1354,1274,682,405,1021
Vnajnarje,146,93,525,413,611,33,52,127,77,483,202,208
EIS Celje,262,243,167,339,167,/,50,53,157,113,170,252
EIS Krško,394,661,396,451,732,394,637,364,692,647,378,420
