Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana F.,128,78,45,69,80,65,49,31,45,76,43,92
Ljubljana B.,132,98,92,60,92,43,52,54,64,184,37,96
Maribor,117,105,92,41,73,36,25,38,37,42,32,32
Celje,379,231,166,117,112,140,301,150,90,108,107,232
Trbovlje,412,542,393,246,579,634,266,263,225,275,102,184
Hrastnik,260,612,569,429,267,720,362,241,402,220,309,260
Zagorje,577,498,512,622,315,653,178,100,218,100,51,211
Šoštanj,771,1501,2855,1034,1611,1925,1515,1272,800,760,1327,752
Topolšica,757,415,987,615,700,773,227,465,209,135,112,313
Veliki Vrh,1400,1039,1196,1033,915,1687,779,1090,906,701,983,685
Zavodnje,1187,666,1198,561,533,693,378,590,229,116,343,314
Velenje,310,223,425,61,181,563,278,91,35,77,66,57
Graška Gora,1505,922,1454,724,923,1043,551,911,599,214,315,130
Škale,488,426,682,446,637,755,432,613,140,140,115,271
Kovk,617,632,856,1237,780,753,732,218,533,494,984,1126
Dobovec,4073,2278,943,915,2238,990,387,365,556,630,2400,1902
Kum,428,1131,580,632,229,220,189,251,503,870,423,161
Ravenska vas,691,1153,536,956,868,1471,471,835,715,480,241,737
Vnajnarje,243,91,117,214,134,131,115,29,284,62,144,130
EIS Celje,356,284,146,106,227,235,297,102,112,137,/,/
EIS Krško,483,1085,628,617,644,754,582,693,644,655,415,436
