Postaja,Regija,Leto,Mesec,Snov,Vrednost
pesje,Posavska,2007,Jan,SO2,4.0
skale,Savinjska,2007,Jan,SO2,6.0
kovk,Zasavska,2007,Jan,SO2,14.0
dobovec,Zasavska,2007,Jan,SO2,6.0
kum,Zasavska,2007,Jan,SO2,4.0
ravenska vas,Zasavska,2007,Jan,SO2,12.0
eis teb (sv.mohor),Savinjska,2007,Jan,SO2,13.0
ljubljana bezigrad,Osrednjeslovenska,2007,Jan,NO2,34.0
maribor,Podravska,2007,Jan,NO2,46.0
celje,Savinjska,2007,Jan,NO2,29.0
trbovlje,Zasavska,2007,Jan,NO2,20.0
murska s.-rakican,Pomurska,2007,Jan,NO2,25.0
nova gorica,Goriška,2007,Jan,NO2,32.0
vnajnarje,Osrednjeslovenska,2007,Jan,NO2,9.0
zavodnje,Savinjska,2007,Jan,NO2,4.0
skale,Savinjska,2007,Jan,NO2,18.0
kovk,Zasavska,2007,Jan,NO2,20.0
eis teb (sv.mohor),Savinjska,2007,Jan,NO2,7.0
ljubljana bezigrad,Osrednjeslovenska,2007,Jan,NOX,63.0
maribor,Podravska,2007,Jan,NOX,116.0
celje,Savinjska,2007,Jan,NOX,68.0
trbovlje,Zasavska,2007,Jan,NOX,40.0
murska s.-rakican,Pomurska,2007,Jan,NOX,47.0
nova gorica,Goriška,2007,Jan,NOX,73.0
vnajnarje,Osrednjeslovenska,2007,Jan,NOX,10.0
eis-celje,Savinjska,2007,Jan,NOX,
zavodnje,Savinjska,2007,Jan,NOX,14.0
skale,Savinjska,2007,Jan,NOX,37.0
kovk,Zasavska,2007,Jan,NOX,15.0
eis teb (sv.mohor),Savinjska,2007,Jan,NOX,9.0
ljubljana bez.,Osrednjeslovenska,2007,Feb,PM10,39.0
maribor,Podravska,2007,Feb,PM10,47.0
celje,Savinjska,2007,Feb,PM10,38.0
trbovlje,Zasavska,2007,Feb,PM10,47.0
zagorje,Zasavska,2007,Feb,PM10,58.0
murska s.-rakican,Pomurska,2007,Feb,PM10,32.0
nova gorica,Goriška,2007,Feb,PM10,36.0
koper,Obalno-kraška,2007,Feb,PM10,28.0
iskrba,Jugovzhodna Slovenija,2007,Feb,PM10,14.0
morsko,Goriška,2007,Feb,PM10,
gorenje polje,Goriška,2007,Feb,PM10,35.0
vnajnarje,Osrednjeslovenska,2007,Feb,PM10,20.0
pesje,Posavska,2007,Feb,PM10,24.0
skale,Savinjska,2007,Feb,PM10,31.0
prapretno,Zasavska,2007,Feb,PM10,39.0
ljubljana b.,Osrednjeslovenska,2007,Feb,SO2,6.0
maribor,Podravska,2007,Feb,SO2,4.0
celje,Savinjska,2007,Feb,SO2,7.0
trbovlje,Zasavska,2007,Feb,SO2,5.0
hrastnik,Zasavska,2007,Feb,SO2,6.0
zagorje,Zasavska,2007,Feb,SO2,6.0
murska s.-rakican,Pomurska,2007,Feb,SO2,5.0
nova gorica,Goriška,2007,Feb,SO2,5.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Feb,SO2,7.0
eis celje,Savinjska,2007,Feb,SO2,
sostanj,Savinjska,2007,Feb,SO2,11.0
topolsica,Savinjska,2007,Feb,SO2,3.0
veliki vrh,Savinjska,2007,Feb,SO2,17.0
zavodnje,Savinjska,2007,Feb,SO2,6.0
velenje,Savinjska,2007,Feb,SO2,4.0
graska gora,Koroška,2007,Feb,SO2,7.0
pesje,Posavska,2007,Feb,SO2,4.0
skale,Savinjska,2007,Feb,SO2,5.0
kovk,Zasavska,2007,Feb,SO2,14.0
dobovec,Zasavska,2007,Feb,SO2,6.0
kum,Zasavska,2007,Feb,SO2,5.0
ravenska vas,Zasavska,2007,Feb,SO2,15.0
eis teb (sv.mohor),Savinjska,2007,Feb,SO2,24.0
ljubljana bezigrad,Osrednjeslovenska,2007,Feb,NO2,38.0
maribor,Podravska,2007,Feb,NO2,44.0
celje,Savinjska,2007,Feb,NO2,28.0
trbovlje,Zasavska,2007,Feb,NO2,22.0
murska s.-rakican,Pomurska,2007,Feb,NO2,20.0
nova gorica,Goriška,2007,Feb,NO2,29.0
vnajnarje,Osrednjeslovenska,2007,Feb,NO2,9.0
zavodnje,Savinjska,2007,Feb,NO2,7.0
skale,Savinjska,2007,Feb,NO2,18.0
kovk,Zasavska,2007,Feb,NO2,17.0
eis teb (sv.mohor),Savinjska,2007,Feb,NO2,3.0
ljubljana bezigrad,Osrednjeslovenska,2007,Feb,NOX,67.0
maribor,Podravska,2007,Feb,NOX,94.0
celje,Savinjska,2007,Feb,NOX,56.0
trbovlje,Zasavska,2007,Feb,NOX,45.0
murska s.-rakican,Pomurska,2007,Feb,NOX,28.0
nova gorica,Goriška,2007,Feb,NOX,57.0
vnajnarje,Osrednjeslovenska,2007,Feb,NOX,5.0
eis-celje,Savinjska,2007,Feb,NOX,
zavodnje,Savinjska,2007,Feb,NOX,13.0
skale,Savinjska,2007,Feb,NOX,13.0
kovk,Zasavska,2007,Feb,NOX,12.0
eis teb (sv.mohor),Savinjska,2007,Feb,NOX,8.0
ljubljana bez.,Osrednjeslovenska,2007,Mar,PM10,33.0
maribor,Podravska,2007,Mar,PM10,55.0
celje,Savinjska,2007,Mar,PM10,37.0
trbovlje,Zasavska,2007,Mar,PM10,48.0
zagorje,Zasavska,2007,Mar,PM10,53.0
murska s.-rakican,Pomurska,2007,Mar,PM10,31.0
nova gorica,Goriška,2007,Mar,PM10,34.0
koper,Obalno-kraška,2007,Mar,PM10,29.0
iskrba,Jugovzhodna Slovenija,2007,Mar,PM10,16.0
morsko,Goriška,2007,Mar,PM10,28.0
gorenje polje,Goriška,2007,Mar,PM10,24.0
vnajnarje,Osrednjeslovenska,2007,Mar,PM10,15.0
pesje,Posavska,2007,Mar,PM10,25.0
skale,Savinjska,2007,Mar,PM10,37.0
prapretno,Zasavska,2007,Mar,PM10,33.0
ljubljana b.,Osrednjeslovenska,2007,Mar,SO2,5.0
maribor,Podravska,2007,Mar,SO2,3.0
celje,Savinjska,2007,Mar,SO2,5.0
trbovlje,Zasavska,2007,Mar,SO2,7.0
hrastnik,Zasavska,2007,Mar,SO2,7.0
zagorje,Zasavska,2007,Mar,SO2,6.0
murska s.-rakican,Pomurska,2007,Mar,SO2,5.0
nova gorica,Goriška,2007,Mar,SO2,5.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Mar,SO2,5.0
eis celje,Savinjska,2007,Mar,SO2,
sostanj,Savinjska,2007,Mar,SO2,7.0
topolsica,Savinjska,2007,Mar,SO2,3.0
veliki vrh,Savinjska,2007,Mar,SO2,12.0
zavodnje,Savinjska,2007,Mar,SO2,3.0
velenje,Savinjska,2007,Mar,SO2,2.0
graska gora,Koroška,2007,Mar,SO2,4.0
pesje,Posavska,2007,Mar,SO2,4.0
skale,Savinjska,2007,Mar,SO2,4.0
kovk,Zasavska,2007,Mar,SO2,10.0
dobovec,Zasavska,2007,Mar,SO2,5.0
kum,Zasavska,2007,Mar,SO2,4.0
ravenska vas,Zasavska,2007,Mar,SO2,27.0
eis teb (sv.mohor),Savinjska,2007,Mar,SO2,26.0
ljubljana bezigrad,Osrednjeslovenska,2007,Mar,NO2,32.0
maribor,Podravska,2007,Mar,NO2,42.0
celje,Savinjska,2007,Mar,NO2,27.0
trbovlje,Zasavska,2007,Mar,NO2,28.0
murska s.-rakican,Pomurska,2007,Mar,NO2,17.0
nova gorica,Goriška,2007,Mar,NO2,23.0
vnajnarje,Osrednjeslovenska,2007,Mar,NO2,6.0
zavodnje,Savinjska,2007,Mar,NO2,2.0
skale,Savinjska,2007,Mar,NO2,11.0
kovk,Zasavska,2007,Mar,NO2,12.0
eis teb (sv.mohor),Savinjska,2007,Mar,NO2,2.0
ljubljana bezigrad,Osrednjeslovenska,2007,Mar,NOX,43.0
maribor,Podravska,2007,Mar,NOX,68.0
celje,Savinjska,2007,Mar,NOX,45.0
trbovlje,Zasavska,2007,Mar,NOX,50.0
murska s.-rakican,Pomurska,2007,Mar,NOX,21.0
nova gorica,Goriška,2007,Mar,NOX,36.0
vnajnarje,Osrednjeslovenska,2007,Mar,NOX,3.0
eis-celje,Savinjska,2007,Mar,NOX,
zavodnje,Savinjska,2007,Mar,NOX,8.0
skale,Savinjska,2007,Mar,NOX,9.0
kovk,Zasavska,2007,Mar,NOX,11.0
eis teb (sv.mohor),Savinjska,2007,Mar,NOX,12.0
ljubljana bez.,Osrednjeslovenska,2007,Apr,PM10,33.0
maribor,Podravska,2007,Apr,PM10,42.0
celje,Savinjska,2007,Apr,PM10,35.0
trbovlje,Zasavska,2007,Apr,PM10,43.0
zagorje,Zasavska,2007,Apr,PM10,35.0
murska s.-rakican,Pomurska,2007,Apr,PM10,35.0
nova gorica,Goriška,2007,Apr,PM10,40.0
koper,Obalno-kraška,2007,Apr,PM10,42.0
iskrba,Jugovzhodna Slovenija,2007,Apr,PM10,22.0
morsko,Goriška,2007,Apr,PM10,27.0
gorenje polje,Goriška,2007,Apr,PM10,27.0
vnajnarje,Osrednjeslovenska,2007,Apr,PM10,27.0
pesje,Posavska,2007,Apr,PM10,30.0
skale,Savinjska,2007,Apr,PM10,40.0
prapretno,Zasavska,2007,Apr,PM10,33.0
ljubljana b.,Osrednjeslovenska,2007,Apr,SO2,3.0
maribor,Podravska,2007,Apr,SO2,3.0
celje,Savinjska,2007,Apr,SO2,3.0
trbovlje,Zasavska,2007,Apr,SO2,5.0
hrastnik,Zasavska,2007,Apr,SO2,5.0
zagorje,Zasavska,2007,Apr,SO2,5.0
murska s.-rakican,Pomurska,2007,Apr,SO2,7.0
nova gorica,Goriška,2007,Apr,SO2,8.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Apr,SO2,3.0
eis celje,Savinjska,2007,Apr,SO2,
sostanj,Savinjska,2007,Apr,SO2,7.0
topolsica,Savinjska,2007,Apr,SO2,6.0
veliki vrh,Savinjska,2007,Apr,SO2,15.0
zavodnje,Savinjska,2007,Apr,SO2,7.0
velenje,Savinjska,2007,Apr,SO2,1.0
graska gora,Koroška,2007,Apr,SO2,4.0
pesje,Posavska,2007,Apr,SO2,6.0
skale,Savinjska,2007,Apr,SO2,5.0
kovk,Zasavska,2007,Apr,SO2,3.0
dobovec,Zasavska,2007,Apr,SO2,3.0
kum,Zasavska,2007,Apr,SO2,5.0
ravenska vas,Zasavska,2007,Apr,SO2,15.0
eis teb (sv.mohor),Savinjska,2007,Apr,SO2,18.0
ljubljana bezigrad,Osrednjeslovenska,2007,Apr,NO2,26.0
maribor,Podravska,2007,Apr,NO2,36.0
celje,Savinjska,2007,Apr,NO2,20.0
trbovlje,Zasavska,2007,Apr,NO2,25.0
murska s.-rakican,Pomurska,2007,Apr,NO2,16.0
nova gorica,Goriška,2007,Apr,NO2,20.0
vnajnarje,Osrednjeslovenska,2007,Apr,NO2,3.0
zavodnje,Savinjska,2007,Apr,NO2,0.0
skale,Savinjska,2007,Apr,NO2,6.0
kovk,Zasavska,2007,Apr,NO2,11.0
eis teb (sv.mohor),Savinjska,2007,Apr,NO2,1.0
ljubljana bezigrad,Osrednjeslovenska,2007,Apr,NOX,32.0
maribor,Podravska,2007,Apr,NOX,52.0
celje,Savinjska,2007,Apr,NOX,28.0
trbovlje,Zasavska,2007,Apr,NOX,35.0
murska s.-rakican,Pomurska,2007,Apr,NOX,20.0
nova gorica,Goriška,2007,Apr,NOX,30.0
vnajnarje,Osrednjeslovenska,2007,Apr,NOX,2.0
eis-celje,Savinjska,2007,Apr,NOX,
zavodnje,Savinjska,2007,Apr,NOX,13.0
skale,Savinjska,2007,Apr,NOX,8.0
kovk,Zasavska,2007,Apr,NOX,5.0
eis teb (sv.mohor),Savinjska,2007,Apr,NOX,6.0
ljubljana bez.,Osrednjeslovenska,2007,Maj,PM10,23.0
maribor,Podravska,2007,Maj,PM10,31.0
celje,Savinjska,2007,Maj,PM10,24.0
trbovlje,Zasavska,2007,Maj,PM10,25.0
zagorje,Zasavska,2007,Maj,PM10,27.0
murska s.-rakican,Pomurska,2007,Maj,PM10,25.0
nova gorica,Goriška,2007,Maj,PM10,26.0
koper,Obalno-kraška,2007,Maj,PM10,28.0
iskrba,Jugovzhodna Slovenija,2007,Maj,PM10,16.0
morsko,Goriška,2007,Maj,PM10,18.0
gorenje polje,Goriška,2007,Maj,PM10,18.0
vnajnarje,Osrednjeslovenska,2007,Maj,PM10,18.0
pesje,Posavska,2007,Maj,PM10,22.0
skale,Savinjska,2007,Maj,PM10,29.0
prapretno,Zasavska,2007,Maj,PM10,23.0
ljubljana b.,Osrednjeslovenska,2007,Maj,SO2,1.0
maribor,Podravska,2007,Maj,SO2,2.0
celje,Savinjska,2007,Maj,SO2,1.0
trbovlje,Zasavska,2007,Maj,SO2,2.0
hrastnik,Zasavska,2007,Maj,SO2,3.0
zagorje,Zasavska,2007,Maj,SO2,5.0
murska s.-rakican,Pomurska,2007,Maj,SO2,3.0
nova gorica,Goriška,2007,Maj,SO2,8.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Maj,SO2,3.0
eis celje,Savinjska,2007,Maj,SO2,
sostanj,Savinjska,2007,Maj,SO2,14.0
topolsica,Savinjska,2007,Maj,SO2,4.0
veliki vrh,Savinjska,2007,Maj,SO2,13.0
zavodnje,Savinjska,2007,Maj,SO2,5.0
velenje,Savinjska,2007,Maj,SO2,2.0
graska gora,Koroška,2007,Maj,SO2,4.0
pesje,Posavska,2007,Maj,SO2,4.0
skale,Savinjska,2007,Maj,SO2,3.0
kovk,Zasavska,2007,Maj,SO2,3.0
dobovec,Zasavska,2007,Maj,SO2,0.0
kum,Zasavska,2007,Maj,SO2,5.0
ravenska vas,Zasavska,2007,Maj,SO2,13.0
eis teb (sv.mohor),Savinjska,2007,Maj,SO2,9.0
ljubljana bezigrad,Osrednjeslovenska,2007,Maj,NO2,19.0
maribor,Podravska,2007,Maj,NO2,33.0
celje,Savinjska,2007,Maj,NO2,15.0
trbovlje,Zasavska,2007,Maj,NO2,16.0
murska s.-rakican,Pomurska,2007,Maj,NO2,12.0
nova gorica,Goriška,2007,Maj,NO2,19.0
vnajnarje,Osrednjeslovenska,2007,Maj,NO2,3.0
zavodnje,Savinjska,2007,Maj,NO2,1.0
skale,Savinjska,2007,Maj,NO2,6.0
kovk,Zasavska,2007,Maj,NO2,10.0
eis teb (sv.mohor),Savinjska,2007,Maj,NO2,1.0
ljubljana bezigrad,Osrednjeslovenska,2007,Maj,NOX,22.0
maribor,Podravska,2007,Maj,NOX,49.0
celje,Savinjska,2007,Maj,NOX,19.0
trbovlje,Zasavska,2007,Maj,NOX,24.0
murska s.-rakican,Pomurska,2007,Maj,NOX,14.0
nova gorica,Goriška,2007,Maj,NOX,24.0
vnajnarje,Osrednjeslovenska,2007,Maj,NOX,2.0
eis-celje,Savinjska,2007,Maj,NOX,
zavodnje,Savinjska,2007,Maj,NOX,5.0
skale,Savinjska,2007,Maj,NOX,7.0
kovk,Zasavska,2007,Maj,NOX,8.0
eis teb (sv.mohor),Savinjska,2007,Maj,NOX,6.0
ljubljana bez.,Osrednjeslovenska,2007,Jun,PM10,25.0
maribor,Podravska,2007,Jun,PM10,30.0
celje,Savinjska,2007,Jun,PM10,23.0
trbovlje,Zasavska,2007,Jun,PM10,26.0
zagorje,Zasavska,2007,Jun,PM10,27.0
murska s.-rakican,Pomurska,2007,Jun,PM10,24.0
nova gorica,Goriška,2007,Jun,PM10,28.0
koper,Obalno-kraška,2007,Jun,PM10,29.0
iskrba,Jugovzhodna Slovenija,2007,Jun,PM10,17.0
morsko,Goriška,2007,Jun,PM10,19.0
gorenje polje,Goriška,2007,Jun,PM10,18.0
vnajnarje,Osrednjeslovenska,2007,Jun,PM10,17.0
pesje,Posavska,2007,Jun,PM10,22.0
skale,Savinjska,2007,Jun,PM10,33.0
prapretno,Zasavska,2007,Jun,PM10,25.0
ljubljana b.,Osrednjeslovenska,2007,Jun,SO2,2.0
maribor,Podravska,2007,Jun,SO2,2.0
celje,Savinjska,2007,Jun,SO2,6.0
trbovlje,Zasavska,2007,Jun,SO2,2.0
hrastnik,Zasavska,2007,Jun,SO2,4.0
zagorje,Zasavska,2007,Jun,SO2,2.0
murska s.-rakican,Pomurska,2007,Jun,SO2,4.0
nova gorica,Goriška,2007,Jun,SO2,5.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Jun,SO2,3.0
eis celje,Savinjska,2007,Jun,SO2,
sostanj,Savinjska,2007,Jun,SO2,21.0
topolsica,Savinjska,2007,Jun,SO2,4.0
veliki vrh,Savinjska,2007,Jun,SO2,13.0
zavodnje,Savinjska,2007,Jun,SO2,6.0
velenje,Savinjska,2007,Jun,SO2,2.0
graska gora,Koroška,2007,Jun,SO2,4.0
pesje,Posavska,2007,Jun,SO2,5.0
skale,Savinjska,2007,Jun,SO2,3.0
kovk,Zasavska,2007,Jun,SO2,8.0
dobovec,Zasavska,2007,Jun,SO2,9.0
kum,Zasavska,2007,Jun,SO2,5.0
ravenska vas,Zasavska,2007,Jun,SO2,13.0
eis teb (sv.mohor),Savinjska,2007,Jun,SO2,8.0
ljubljana bezigrad,Osrednjeslovenska,2007,Jun,NO2,18.0
maribor,Podravska,2007,Jun,NO2,30.0
celje,Savinjska,2007,Jun,NO2,17.0
trbovlje,Zasavska,2007,Jun,NO2,19.0
murska s.-rakican,Pomurska,2007,Jun,NO2,11.0
nova gorica,Goriška,2007,Jun,NO2,19.0
vnajnarje,Osrednjeslovenska,2007,Jun,NO2,2.0
zavodnje,Savinjska,2007,Jun,NO2,2.0
skale,Savinjska,2007,Jun,NO2,5.0
kovk,Zasavska,2007,Jun,NO2,7.0
eis teb (sv.mohor),Savinjska,2007,Jun,NO2,3.0
ljubljana bezigrad,Osrednjeslovenska,2007,Jun,NOX,21.0
maribor,Podravska,2007,Jun,NOX,43.0
celje,Savinjska,2007,Jun,NOX,20.0
trbovlje,Zasavska,2007,Jun,NOX,24.0
murska s.-rakican,Pomurska,2007,Jun,NOX,13.0
nova gorica,Goriška,2007,Jun,NOX,25.0
vnajnarje,Osrednjeslovenska,2007,Jun,NOX,2.0
eis-celje,Savinjska,2007,Jun,NOX,
zavodnje,Savinjska,2007,Jun,NOX,3.0
skale,Savinjska,2007,Jun,NOX,6.0
kovk,Zasavska,2007,Jun,NOX,23.0
eis teb (sv.mohor),Savinjska,2007,Jun,NOX,6.0
ljubljana bez.,Osrednjeslovenska,2007,Jul,PM10,24.0
maribor,Podravska,2007,Jul,PM10,31.0
celje,Savinjska,2007,Jul,PM10,23.0
trbovlje,Zasavska,2007,Jul,PM10,28.0
zagorje,Zasavska,2007,Jul,PM10,26.0
murska s.-rakican,Pomurska,2007,Jul,PM10,25.0
nova gorica,Goriška,2007,Jul,PM10,28.0
koper,Obalno-kraška,2007,Jul,PM10,25.0
iskrba,Jugovzhodna Slovenija,2007,Jul,PM10,14.0
morsko,Goriška,2007,Jul,PM10,17.0
gorenje polje,Goriška,2007,Jul,PM10,17.0
vnajnarje,Osrednjeslovenska,2007,Jul,PM10,19.0
pesje,Posavska,2007,Jul,PM10,19.0
skale,Savinjska,2007,Jul,PM10,34.0
prapretno,Zasavska,2007,Jul,PM10,24.0
ljubljana b.,Osrednjeslovenska,2007,Jul,SO2,2.0
maribor,Podravska,2007,Jul,SO2,2.0
celje,Savinjska,2007,Jul,SO2,6.0
trbovlje,Zasavska,2007,Jul,SO2,2.0
hrastnik,Zasavska,2007,Jul,SO2,6.0
zagorje,Zasavska,2007,Jul,SO2,3.0
murska s.-rakican,Pomurska,2007,Jul,SO2,4.0
nova gorica,Goriška,2007,Jul,SO2,7.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Jul,SO2,3.0
eis celje,Savinjska,2007,Jul,SO2,
sostanj,Savinjska,2007,Jul,SO2,22.0
topolsica,Savinjska,2007,Jul,SO2,4.0
veliki vrh,Savinjska,2007,Jul,SO2,16.0
zavodnje,Savinjska,2007,Jul,SO2,9.0
velenje,Savinjska,2007,Jul,SO2,2.0
graska gora,Koroška,2007,Jul,SO2,5.0
pesje,Posavska,2007,Jul,SO2,6.0
skale,Savinjska,2007,Jul,SO2,3.0
kovk,Zasavska,2007,Jul,SO2,10.0
dobovec,Zasavska,2007,Jul,SO2,5.0
kum,Zasavska,2007,Jul,SO2,8.0
ravenska vas,Zasavska,2007,Jul,SO2,13.0
eis teb (sv.mohor),Savinjska,2007,Jul,SO2,14.0
ljubljana bezigrad,Osrednjeslovenska,2007,Jul,NO2,19.0
maribor,Podravska,2007,Jul,NO2,31.0
celje,Savinjska,2007,Jul,NO2,19.0
trbovlje,Zasavska,2007,Jul,NO2,21.0
murska s.-rakican,Pomurska,2007,Jul,NO2,13.0
nova gorica,Goriška,2007,Jul,NO2,19.0
vnajnarje,Osrednjeslovenska,2007,Jul,NO2,1.0
zavodnje,Savinjska,2007,Jul,NO2,4.0
skale,Savinjska,2007,Jul,NO2,5.0
kovk,Zasavska,2007,Jul,NO2,10.0
eis teb (sv.mohor),Savinjska,2007,Jul,NO2,7.0
ljubljana bezigrad,Osrednjeslovenska,2007,Jul,NOX,22.0
maribor,Podravska,2007,Jul,NOX,42.0
celje,Savinjska,2007,Jul,NOX,22.0
trbovlje,Zasavska,2007,Jul,NOX,26.0
murska s.-rakican,Pomurska,2007,Jul,NOX,15.0
nova gorica,Goriška,2007,Jul,NOX,27.0
vnajnarje,Osrednjeslovenska,2007,Jul,NOX,2.0
eis-celje,Savinjska,2007,Jul,NOX,
zavodnje,Savinjska,2007,Jul,NOX,5.0
skale,Savinjska,2007,Jul,NOX,7.0
kovk,Zasavska,2007,Jul,NOX,13.0
eis teb (sv.mohor),Savinjska,2007,Jul,NOX,7.0
ljubljana bez.,Osrednjeslovenska,2007,Avg,PM10,21.0
maribor,Podravska,2007,Avg,PM10,28.0
celje,Savinjska,2007,Avg,PM10,20.0
trbovlje,Zasavska,2007,Avg,PM10,22.0
zagorje,Zasavska,2007,Avg,PM10,25.0
murska s.-rakican,Pomurska,2007,Avg,PM10,21.0
nova gorica,Goriška,2007,Avg,PM10,25.0
koper,Obalno-kraška,2007,Avg,PM10,25.0
iskrba,Jugovzhodna Slovenija,2007,Avg,PM10,16.0
morsko,Goriška,2007,Avg,PM10,15.0
gorenje polje,Goriška,2007,Avg,PM10,15.0
vnajnarje,Osrednjeslovenska,2007,Avg,PM10,16.0
pesje,Posavska,2007,Avg,PM10,19.0
skale,Savinjska,2007,Avg,PM10,31.0
prapretno,Zasavska,2007,Avg,PM10,21.0
ljubljana b.,Osrednjeslovenska,2007,Avg,SO2,1.0
maribor,Podravska,2007,Avg,SO2,3.0
celje,Savinjska,2007,Avg,SO2,5.0
trbovlje,Zasavska,2007,Avg,SO2,1.0
hrastnik,Zasavska,2007,Avg,SO2,5.0
zagorje,Zasavska,2007,Avg,SO2,3.0
murska s.-rakican,Pomurska,2007,Avg,SO2,7.0
nova gorica,Goriška,2007,Avg,SO2,6.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Avg,SO2,2.0
eis celje,Savinjska,2007,Avg,SO2,
sostanj,Savinjska,2007,Avg,SO2,7.0
topolsica,Savinjska,2007,Avg,SO2,2.0
veliki vrh,Savinjska,2007,Avg,SO2,12.0
zavodnje,Savinjska,2007,Avg,SO2,3.0
velenje,Savinjska,2007,Avg,SO2,1.0
graska gora,Koroška,2007,Avg,SO2,3.0
pesje,Posavska,2007,Avg,SO2,4.0
skale,Savinjska,2007,Avg,SO2,0.0
kovk,Zasavska,2007,Avg,SO2,8.0
dobovec,Zasavska,2007,Avg,SO2,9.0
kum,Zasavska,2007,Avg,SO2,8.0
ravenska vas,Zasavska,2007,Avg,SO2,8.0
eis teb (sv.mohor),Savinjska,2007,Avg,SO2,17.0
ljubljana bezigrad,Osrednjeslovenska,2007,Avg,NO2,19.0
maribor,Podravska,2007,Avg,NO2,29.0
celje,Savinjska,2007,Avg,NO2,17.0
trbovlje,Zasavska,2007,Avg,NO2,17.0
murska s.-rakican,Pomurska,2007,Avg,NO2,13.0
nova gorica,Goriška,2007,Avg,NO2,18.0
vnajnarje,Osrednjeslovenska,2007,Avg,NO2,3.0
zavodnje,Savinjska,2007,Avg,NO2,1.0
skale,Savinjska,2007,Avg,NO2,4.0
kovk,Zasavska,2007,Avg,NO2,11.0
eis teb (sv.mohor),Savinjska,2007,Avg,NO2,7.0
ljubljana bezigrad,Osrednjeslovenska,2007,Avg,NOX,23.0
maribor,Podravska,2007,Avg,NOX,41.0
celje,Savinjska,2007,Avg,NOX,20.0
trbovlje,Zasavska,2007,Avg,NOX,23.0
murska s.-rakican,Pomurska,2007,Avg,NOX,15.0
nova gorica,Goriška,2007,Avg,NOX,26.0
vnajnarje,Osrednjeslovenska,2007,Avg,NOX,2.0
eis-celje,Savinjska,2007,Avg,NOX,
zavodnje,Savinjska,2007,Avg,NOX,10.0
skale,Savinjska,2007,Avg,NOX,9.0
kovk,Zasavska,2007,Avg,NOX,13.0
eis teb (sv.mohor),Savinjska,2007,Avg,NOX,4.0
ljubljana bez.,Osrednjeslovenska,2007,Sep,PM10,21.0
maribor,Podravska,2007,Sep,PM10,34.0
celje,Savinjska,2007,Sep,PM10,21.0
trbovlje,Zasavska,2007,Sep,PM10,22.0
zagorje,Zasavska,2007,Sep,PM10,23.0
murska s.-rakican,Pomurska,2007,Sep,PM10,22.0
nova gorica,Goriška,2007,Sep,PM10,33.0
koper,Obalno-kraška,2007,Sep,PM10,20.0
iskrba,Jugovzhodna Slovenija,2007,Sep,PM10,13.0
morsko,Goriška,2007,Sep,PM10,12.0
gorenje polje,Goriška,2007,Sep,PM10,
vnajnarje,Osrednjeslovenska,2007,Sep,PM10,16.0
pesje,Posavska,2007,Sep,PM10,19.0
skale,Savinjska,2007,Sep,PM10,27.0
prapretno,Zasavska,2007,Sep,PM10,21.0
ljubljana b.,Osrednjeslovenska,2007,Sep,SO2,3.0
maribor,Podravska,2007,Sep,SO2,3.0
celje,Savinjska,2007,Sep,SO2,5.0
trbovlje,Zasavska,2007,Sep,SO2,2.0
hrastnik,Zasavska,2007,Sep,SO2,5.0
zagorje,Zasavska,2007,Sep,SO2,5.0
murska s.-rakican,Pomurska,2007,Sep,SO2,4.0
nova gorica,Goriška,2007,Sep,SO2,6.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Sep,SO2,4.0
eis celje,Savinjska,2007,Sep,SO2,
sostanj,Savinjska,2007,Sep,SO2,5.0
topolsica,Savinjska,2007,Sep,SO2,1.0
veliki vrh,Savinjska,2007,Sep,SO2,6.0
zavodnje,Savinjska,2007,Sep,SO2,4.0
velenje,Savinjska,2007,Sep,SO2,1.0
graska gora,Koroška,2007,Sep,SO2,3.0
pesje,Posavska,2007,Sep,SO2,5.0
skale,Savinjska,2007,Sep,SO2,1.0
kovk,Zasavska,2007,Sep,SO2,10.0
dobovec,Zasavska,2007,Sep,SO2,9.0
kum,Zasavska,2007,Sep,SO2,3.0
ravenska vas,Zasavska,2007,Sep,SO2,9.0
eis teb (sv.mohor),Savinjska,2007,Sep,SO2,5.0
ljubljana bezigrad,Osrednjeslovenska,2007,Sep,NO2,26.0
maribor,Podravska,2007,Sep,NO2,33.0
celje,Savinjska,2007,Sep,NO2,22.0
trbovlje,Zasavska,2007,Sep,NO2,20.0
murska s.-rakican,Pomurska,2007,Sep,NO2,13.0
nova gorica,Goriška,2007,Sep,NO2,19.0
vnajnarje,Osrednjeslovenska,2007,Sep,NO2,3.0
zavodnje,Savinjska,2007,Sep,NO2,2.0
skale,Savinjska,2007,Sep,NO2,2.0
kovk,Zasavska,2007,Sep,NO2,7.0
eis teb (sv.mohor),Savinjska,2007,Sep,NO2,5.0
ljubljana bezigrad,Osrednjeslovenska,2007,Sep,NOX,39.0
maribor,Podravska,2007,Sep,NOX,57.0
