Postaja,Regija,Leto,Mesec,Snov,Vrednost
iskrba,Jugovzhodna Slovenija,2020,Nov,PM10,9.0
koper,Obalno-kraška,2020,Nov,PM10,22.0
kranj,Gorenjska,2020,Nov,PM10,27.0
lj bezigrad,Osrednjeslovenska,2020,Nov,PM10,28.0
lj biotehniska,Osrednjeslovenska,2020,Nov,PM10,23.0
lj celovska,Osrednjeslovenska,2020,Nov,PM10,28.0
lj gospodarsko,Osrednjeslovenska,2020,Nov,PM10,
mb titova,Podravska,2020,Nov,PM10,25.0
mb vrbanski,Podravska,2020,Nov,PM10,20.0
ms cankarjeva,Pomurska,2020,Nov,PM10,35.0
ms rakican,Pomurska,2020,Nov,PM10,27.0
ng grcna,Goriška,2020,Nov,PM10,24.0
ng vojkova,Goriška,2020,Nov,PM10,25.0
novo mesto,Jugovzhodna Slovenija,2020,Nov,PM10,24.0
ptuj,Podravska,2020,Nov,PM10,28.0
trbovlje,Zasavska,2020,Nov,PM10,30.0
velenje,Savinjska,2020,Nov,PM10,20.0
zagorje,Zasavska,2020,Nov,PM10,36.0
zerjav,Koroška,2020,Nov,PM10,27.0
pesje,Posavska,2020,Nov,PM10,16.0
skale,Savinjska,2020,Nov,PM10,16.0
sostanj,Savinjska,2020,Nov,PM10,24.0
lj center,Osrednjeslovenska,2020,Nov,PM10,39.0
medvode,Osrednjeslovenska,2020,Nov,PM10,31.0
ce gaji,Savinjska,2020,Nov,PM10,26.0
mb tezno,Podravska,2020,Nov,PM10,29.0
miklavz,Podravska,2020,Nov,PM10,29.0
spuhlja,Podravska,2020,Nov,PM10,34.0
ruse,Podravska,2020,Nov,PM10,21.0
grosuplje,Osrednjeslovenska,2020,Nov,PM10,31.0
morsko,Goriška,2020,Nov,PM10,17.0
gorenje polje,Goriška,2020,Nov,PM10,19.0
lj bezigrad,Osrednjeslovenska,2020,Nov,SO2,3.0
ce bolnica,Savinjska,2020,Nov,SO2,3.0
trbovlje,Zasavska,2020,Nov,SO2,1.0
zagorje,Zasavska,2020,Nov,SO2,2.0
iskrba,Jugovzhodna Slovenija,2020,Nov,SO2,
sostanj,Savinjska,2020,Nov,SO2,2.0
topolsica,Savinjska,2020,Nov,SO2,2.0
zavodnje,Savinjska,2020,Nov,SO2,5.0
veliki vrh,Savinjska,2020,Nov,SO2,4.0
graska gora,Koroška,2020,Nov,SO2,2.0
velenje,Savinjska,2020,Nov,SO2,3.0
pesje,Posavska,2020,Nov,SO2,3.0
skale,Savinjska,2020,Nov,SO2,3.0
sv. mohor,Savinjska,2020,Nov,SO2,6.0
lj center,Osrednjeslovenska,2020,Nov,SO2,3.0
ce gaji,Savinjska,2020,Nov,SO2,6.0
lj bezigrad,Osrednjeslovenska,2020,Nov,NO2,24.0
lj celovska,Osrednjeslovenska,2020,Nov,NO2,29.0
mb titova,Podravska,2020,Nov,NO2,26.0
mb vrbanski,Podravska,2020,Nov,NO2,12.0
ce bolnica,Savinjska,2020,Nov,NO2,23.0
ms rakican,Pomurska,2020,Nov,NO2,13.0
ng grcna,Goriška,2020,Nov,NO2,28.0
trbovlje,Zasavska,2020,Nov,NO2,19.0
zagorje,Zasavska,2020,Nov,NO2,21.0
koper,Obalno-kraška,2020,Nov,NO2,18.0
iskrba,Jugovzhodna Slovenija,2020,Nov,NO2,
sostanj,Savinjska,2020,Nov,NO2,14.0
zavodnje,Savinjska,2020,Nov,NO2,10.0
skale,Savinjska,2020,Nov,NO2,12.0
sv. mohor,Savinjska,2020,Nov,NO2,8.0
lj center,Osrednjeslovenska,2020,Nov,NO2,40.0
ce gaji,Savinjska,2020,Nov,NO2,
mb tezno,Podravska,2020,Nov,NO2,24.0
lj bezigrad,Osrednjeslovenska,2020,Nov,NOX,54.0
lj celovska,Osrednjeslovenska,2020,Nov,NOX,70.0
mb titova,Podravska,2020,Nov,NOX,60.0
mb vrbanski,Podravska,2020,Nov,NOX,51.0
ce bolnica,Savinjska,2020,Nov,NOX,22.0
ms rakican,Pomurska,2020,Nov,NOX,63.0
ng grcna,Goriška,2020,Nov,NOX,40.0
trbovlje,Zasavska,2020,Nov,NOX,52.0
zagorje,Zasavska,2020,Nov,NOX,22.0
koper,Obalno-kraška,2020,Nov,NOX,24.0
sostanj,Savinjska,2020,Nov,NOX,13.0
skale,Savinjska,2020,Nov,NOX,19.0
sv. mohor,Savinjska,2020,Nov,NOX,9.0
lj center,Osrednjeslovenska,2020,Nov,NOX,98.0
ce gaji,Savinjska,2020,Nov,NOX,43.0
mb tezno,Podravska,2020,Nov,NOX,52.0
ce bolnica,Savinjska,2020,Dec,PM10,29.0
ce mariborska,Savinjska,2020,Dec,PM10,32.0
hrastnik,Zasavska,2020,Dec,PM10,21.0
iskrba,Jugovzhodna Slovenija,2020,Dec,PM10,6.0
koper,Obalno-kraška,2020,Dec,PM10,22.0
kranj,Gorenjska,2020,Dec,PM10,25.0
lj bezigrad,Osrednjeslovenska,2020,Dec,PM10,25.0
lj biotehniska,Osrednjeslovenska,2020,Dec,PM10,23.0
lj celovska,Osrednjeslovenska,2020,Dec,PM10,26.0
lj gospodarsko,Osrednjeslovenska,2020,Dec,PM10,
mb titova,Podravska,2020,Dec,PM10,22.0
mb vrbanski,Podravska,2020,Dec,PM10,18.0
ms cankarjeva,Pomurska,2020,Dec,PM10,29.0
ms rakican,Pomurska,2020,Dec,PM10,24.0
ng grcna,Goriška,2020,Dec,PM10,23.0
ng vojkova,Goriška,2020,Dec,PM10,24.0
novo mesto,Jugovzhodna Slovenija,2020,Dec,PM10,23.0
ptuj,Podravska,2020,Dec,PM10,29.0
trbovlje,Zasavska,2020,Dec,PM10,26.0
velenje,Savinjska,2020,Dec,PM10,18.0
zagorje,Zasavska,2020,Dec,PM10,26.0
zerjav,Koroška,2020,Dec,PM10,24.0
pesje,Posavska,2020,Dec,PM10,16.0
skale,Savinjska,2020,Dec,PM10,16.0
sostanj,Savinjska,2020,Dec,PM10,22.0
lj center,Osrednjeslovenska,2020,Dec,PM10,34.0
medvode,Osrednjeslovenska,2020,Dec,PM10,30.0
ce gaji,Savinjska,2020,Dec,PM10,29.0
mb tezno,Podravska,2020,Dec,PM10,24.0
miklavz,Podravska,2020,Dec,PM10,25.0
spuhlja,Podravska,2020,Dec,PM10,29.0
ruse,Podravska,2020,Dec,PM10,27.0
grosuplje,Osrednjeslovenska,2020,Dec,PM10,27.0
morsko,Goriška,2020,Dec,PM10,14.0
gorenje polje,Goriška,2020,Dec,PM10,15.0
lj bezigrad,Osrednjeslovenska,2020,Dec,SO2,4.0
ce bolnica,Savinjska,2020,Dec,SO2,3.0
trbovlje,Zasavska,2020,Dec,SO2,2.0
zagorje,Zasavska,2020,Dec,SO2,3.0
iskrba,Jugovzhodna Slovenija,2020,Dec,SO2,
sostanj,Savinjska,2020,Dec,SO2,2.0
topolsica,Savinjska,2020,Dec,SO2,3.0
zavodnje,Savinjska,2020,Dec,SO2,4.0
veliki vrh,Savinjska,2020,Dec,SO2,3.0
graska gora,Koroška,2020,Dec,SO2,3.0
velenje,Savinjska,2020,Dec,SO2,3.0
pesje,Posavska,2020,Dec,SO2,4.0
skale,Savinjska,2020,Dec,SO2,3.0
sv. mohor,Savinjska,2020,Dec,SO2,6.0
lj center,Osrednjeslovenska,2020,Dec,SO2,2.0
ce gaji,Savinjska,2020,Dec,SO2,2.0
lj bezigrad,Osrednjeslovenska,2020,Dec,NO2,27.0
lj celovska,Osrednjeslovenska,2020,Dec,NO2,34.0
mb titova,Podravska,2020,Dec,NO2,29.0
mb vrbanski,Podravska,2020,Dec,NO2,13.0
ce bolnica,Savinjska,2020,Dec,NO2,24.0
ms rakican,Pomurska,2020,Dec,NO2,13.0
ng grcna,Goriška,2020,Dec,NO2,26.0
trbovlje,Zasavska,2020,Dec,NO2,19.0
zagorje,Zasavska,2020,Dec,NO2,23.0
koper,Obalno-kraška,2020,Dec,NO2,21.0
iskrba,Jugovzhodna Slovenija,2020,Dec,NO2,
sostanj,Savinjska,2020,Dec,NO2,14.0
zavodnje,Savinjska,2020,Dec,NO2,7.0
skale,Savinjska,2020,Dec,NO2,13.0
sv. mohor,Savinjska,2020,Dec,NO2,9.0
lj center,Osrednjeslovenska,2020,Dec,NO2,52.0
ce gaji,Savinjska,2020,Dec,NO2,17.0
mb tezno,Podravska,2020,Dec,NO2,25.0
lj bezigrad,Osrednjeslovenska,2020,Dec,NOX,59.0
lj celovska,Osrednjeslovenska,2020,Dec,NOX,89.0
mb titova,Podravska,2020,Dec,NOX,67.0
mb vrbanski,Podravska,2020,Dec,NOX,49.0
ce bolnica,Savinjska,2020,Dec,NOX,20.0
ms rakican,Pomurska,2020,Dec,NOX,70.0
ng grcna,Goriška,2020,Dec,NOX,37.0
trbovlje,Zasavska,2020,Dec,NOX,53.0
zagorje,Zasavska,2020,Dec,NOX,30.0
koper,Obalno-kraška,2020,Dec,NOX,21.0
sostanj,Savinjska,2020,Dec,NOX,9.0
skale,Savinjska,2020,Dec,NOX,19.0
sv. mohor,Savinjska,2020,Dec,NOX,11.0
lj center,Osrednjeslovenska,2020,Dec,NOX,119.0
ce gaji,Savinjska,2020,Dec,NOX,43.0
mb tezno,Podravska,2020,Dec,NOX,45.0
ce bolnica,Savinjska,2021,Jan,PM10,30.0
ce mariborska,Savinjska,2021,Jan,PM10,35.0
ce ljubljanska,Savinjska,2021,Jan,PM10,
deskle,Goriška,2021,Jan,PM10,20.0
hrastnik,Zasavska,2021,Jan,PM10,22.0
iskrba,Jugovzhodna Slovenija,2021,Jan,PM10,5.0
koper,Obalno-kraška,2021,Jan,PM10,17.0
kranj,Gorenjska,2021,Jan,PM10,28.0
lj bezigrad,Osrednjeslovenska,2021,Jan,PM10,28.0
lj biotehniska,Osrednjeslovenska,2021,Jan,PM10,25.0
lj celovska,Osrednjeslovenska,2021,Jan,PM10,29.0
lj vic,Osrednjeslovenska,2021,Jan,PM10,
mb titova,Podravska,2021,Jan,PM10,
mb vrbanski,Podravska,2021,Jan,PM10,16.0
ms cankarjeva,Pomurska,2021,Jan,PM10,33.0
ms rakican,Pomurska,2021,Jan,PM10,24.0
ng grcna,Goriška,2021,Jan,PM10,23.0
ng vojkova,Goriška,2021,Jan,PM10,25.0
novo mesto,Jugovzhodna Slovenija,2021,Jan,PM10,27.0
ptuj,Podravska,2021,Jan,PM10,25.0
trbovlje nasipi,Zasavska,2021,Jan,PM10,30.0
trbovlje park,Zasavska,2021,Jan,PM10,
velenje,Savinjska,2021,Jan,PM10,14.0
zagorje,Zasavska,2021,Jan,PM10,32.0
zerjav,Koroška,2021,Jan,PM10,28.0
pesje,Posavska,2021,Jan,PM10,15.0
skale,Savinjska,2021,Jan,PM10,16.0
sostanj,Savinjska,2021,Jan,PM10,17.0
mobilna tes,Savinjska,2021,Jan,PM10,17.0
lj center,Osrednjeslovenska,2021,Jan,PM10,42.0
zadobrova,Osrednjeslovenska,2021,Jan,PM10,28.0
medvode,Osrednjeslovenska,2021,Jan,PM10,34.0
ce gaji,Savinjska,2021,Jan,PM10,28.0
mb tezno,Podravska,2021,Jan,PM10,25.0
miklavz,Podravska,2021,Jan,PM10,29.0
spuhlja,Podravska,2021,Jan,PM10,30.0
ruse,Podravska,2021,Jan,PM10,17.0
grosuplje,Osrednjeslovenska,2021,Jan,PM10,35.0
slovenj gradec,Koroška,2021,Jan,PM10,25.0
morsko,Goriška,2021,Jan,PM10,17.0
gorenje polje,Goriška,2021,Jan,PM10,19.0
lj bezigrad,Osrednjeslovenska,2021,Jan,SO2,5.0
ce bolnica,Savinjska,2021,Jan,SO2,5.0
trbovlje,Zasavska,2021,Jan,SO2,5.0
zagorje,Zasavska,2021,Jan,SO2,5.0
iskrba,Jugovzhodna Slovenija,2021,Jan,SO2,0.2
sostanj,Savinjska,2021,Jan,SO2,2.0
topolsica,Savinjska,2021,Jan,SO2,3.0
zavodnje,Savinjska,2021,Jan,SO2,3.0
veliki vrh,Savinjska,2021,Jan,SO2,2.0
graska gora,Koroška,2021,Jan,SO2,6.0
velenje,Savinjska,2021,Jan,SO2,3.0
pesje,Posavska,2021,Jan,SO2,2.0
skale,Savinjska,2021,Jan,SO2,2.0
sv. mohor,Savinjska,2021,Jan,SO2,5.0
lj center,Osrednjeslovenska,2021,Jan,SO2,3.0
ce gaji,Savinjska,2021,Jan,SO2,9.0
lj bezigrad,Osrednjeslovenska,2021,Jan,NO2,30.0
lj celovska,Osrednjeslovenska,2021,Jan,NO2,37.0
mb titova,Podravska,2021,Jan,NO2,31.0
mb vrbanski,Podravska,2021,Jan,NO2,11.0
ce bolnica,Savinjska,2021,Jan,NO2,29.0
ms rakican,Pomurska,2021,Jan,NO2,15.0
ng grcna,Goriška,2021,Jan,NO2,28.0
deskle,Goriška,2021,Jan,NO2,12.0
trbovlje,Zasavska,2021,Jan,NO2,24.0
zagorje,Zasavska,2021,Jan,NO2,26.0
novo mesto,Jugovzhodna Slovenija,2021,Jan,NO2,17.0
koper,Obalno-kraška,2021,Jan,NO2,21.0
iskrba,Jugovzhodna Slovenija,2021,Jan,NO2,2.0
sostanj,Savinjska,2021,Jan,NO2,13.0
zavodnje,Savinjska,2021,Jan,NO2,4.0
skale,Savinjska,2021,Jan,NO2,9.0
mobilna tes,Savinjska,2021,Jan,NO2,14.0
sv. mohor,Savinjska,2021,Jan,NO2,8.0
lj center,Osrednjeslovenska,2021,Jan,NO2,45.0
zadobrova,Osrednjeslovenska,2021,Jan,NO2,29.0
ce gaji,Savinjska,2021,Jan,NO2,24.0
mb tezno,Podravska,2021,Jan,NO2,28.0
lj bezigrad,Osrednjeslovenska,2021,Jan,NOX,50.0
lj celovska,Osrednjeslovenska,2021,Jan,NOX,83.0
mb titova,Podravska,2021,Jan,NOX,60.0
mb vrbanski,Podravska,2021,Jan,NOX,13.0
ce bolnica,Savinjska,2021,Jan,NOX,61.0
ms rakican,Pomurska,2021,Jan,NOX,23.0
ng grcna,Goriška,2021,Jan,NOX,64.0
deskle,Goriška,2021,Jan,NOX,16.0
trbovlje,Zasavska,2021,Jan,NOX,47.0
zagorje,Zasavska,2021,Jan,NOX,56.0
koper,Obalno-kraška,2021,Jan,NOX,28.0
novo mesto,Jugovzhodna Slovenija,2021,Jan,NOX,25.0
sostanj,Savinjska,2021,Jan,NOX,17.0
zavodnje,Savinjska,2021,Jan,NOX,6.0
skale,Savinjska,2021,Jan,NOX,11.0
mobilna tes,Savinjska,2021,Jan,NOX,22.0
sv. mohor,Savinjska,2021,Jan,NOX,10.0
lj center,Osrednjeslovenska,2021,Jan,NOX,96.0
zadobrova,Osrednjeslovenska,2021,Jan,NOX,50.0
ce gaji,Savinjska,2021,Jan,NOX,50.0
mb tezno,Podravska,2021,Jan,NOX,51.0
ce bolnica,Savinjska,2021,Feb,PM10,34.0
ce mariborska,Savinjska,2021,Feb,PM10,40.0
ce ljubljanska,Savinjska,2021,Feb,PM10,
deskle,Goriška,2021,Feb,PM10,28.0
hrastnik,Zasavska,2021,Feb,PM10,25.0
iskrba,Jugovzhodna Slovenija,2021,Feb,PM10,10.0
koper,Obalno-kraška,2021,Feb,PM10,28.0
kranj,Gorenjska,2021,Feb,PM10,29.0
lj bezigrad,Osrednjeslovenska,2021,Feb,PM10,27.0
lj biotehniska,Osrednjeslovenska,2021,Feb,PM10,24.0
lj celovska,Osrednjeslovenska,2021,Feb,PM10,29.0
lj vic,Osrednjeslovenska,2021,Feb,PM10,23.0
mb titova,Podravska,2021,Feb,PM10,36.0
mb vrbanski,Podravska,2021,Feb,PM10,29.0
ms cankarjeva,Pomurska,2021,Feb,PM10,43.0
ms rakican,Pomurska,2021,Feb,PM10,36.0
ng grcna,Goriška,2021,Feb,PM10,31.0
ng vojkova,Goriška,2021,Feb,PM10,37.0
novo mesto,Jugovzhodna Slovenija,2021,Feb,PM10,28.0
ptuj,Podravska,2021,Feb,PM10,34.0
trbovlje nasipi,Zasavska,2021,Feb,PM10,28.0
trbovlje park,Zasavska,2021,Feb,PM10,
velenje,Savinjska,2021,Feb,PM10,23.0
zagorje,Zasavska,2021,Feb,PM10,30.0
zerjav,Koroška,2021,Feb,PM10,26.0
pesje,Posavska,2021,Feb,PM10,23.0
skale,Savinjska,2021,Feb,PM10,24.0
sostanj,Savinjska,2021,Feb,PM10,23.0
mobilna tes,Savinjska,2021,Feb,PM10,21.0
lj center,Osrednjeslovenska,2021,Feb,PM10,40.0
zadobrova,Osrednjeslovenska,2021,Feb,PM10,31.0
medvode,Osrednjeslovenska,2021,Feb,PM10,29.0
ce gaji,Savinjska,2021,Feb,PM10,28.0
mb tezno,Podravska,2021,Feb,PM10,36.0
miklavz,Podravska,2021,Feb,PM10,36.0
spuhlja,Podravska,2021,Feb,PM10,38.0
ruse,Podravska,2021,Feb,PM10,26.0
grosuplje,Osrednjeslovenska,2021,Feb,PM10,34.0
slovenj gradec,Koroška,2021,Feb,PM10,25.0
morsko,Goriška,2021,Feb,PM10,27.0
gorenje polje,Goriška,2021,Feb,PM10,32.0
lj bezigrad,Osrednjeslovenska,2021,Feb,SO2,7.0
ce bolnica,Savinjska,2021,Feb,SO2,3.0
trbovlje,Zasavska,2021,Feb,SO2,4.0
zagorje,Zasavska,2021,Feb,SO2,3.0
iskrba,Jugovzhodna Slovenija,2021,Feb,SO2,0.7
sostanj,Savinjska,2021,Feb,SO2,3.0
topolsica,Savinjska,2021,Feb,SO2,3.0
zavodnje,Savinjska,2021,Feb,SO2,2.0
veliki vrh,Savinjska,2021,Feb,SO2,1.0
graska gora,Koroška,2021,Feb,SO2,4.0
velenje,Savinjska,2021,Feb,SO2,3.0
pesje,Posavska,2021,Feb,SO2,3.0
skale,Savinjska,2021,Feb,SO2,2.0
sv. mohor,Savinjska,2021,Feb,SO2,5.0
lj center,Osrednjeslovenska,2021,Feb,SO2,3.0
ce gaji,Savinjska,2021,Feb,SO2,10.0
lj bezigrad,Osrednjeslovenska,2021,Feb,NO2,25.0
lj celovska,Osrednjeslovenska,2021,Feb,NO2,33.0
mb titova,Podravska,2021,Feb,NO2,34.0
mb vrbanski,Podravska,2021,Feb,NO2,12.0
ce bolnica,Savinjska,2021,Feb,NO2,27.0
ms rakican,Pomurska,2021,Feb,NO2,14.0
ng grcna,Goriška,2021,Feb,NO2,29.0
deskle,Goriška,2021,Feb,NO2,12.0
trbovlje,Zasavska,2021,Feb,NO2,19.0
zagorje,Zasavska,2021,Feb,NO2,24.0
novo mesto,Jugovzhodna Slovenija,2021,Feb,NO2,16.0
koper,Obalno-kraška,2021,Feb,NO2,25.0
iskrba,Jugovzhodna Slovenija,2021,Feb,NO2,2.0
sostanj,Savinjska,2021,Feb,NO2,14.0
zavodnje,Savinjska,2021,Feb,NO2,6.0
skale,Savinjska,2021,Feb,NO2,9.0
mobilna tes,Savinjska,2021,Feb,NO2,15.0
sv. mohor,Savinjska,2021,Feb,NO2,7.0
lj center,Osrednjeslovenska,2021,Feb,NO2,34.0
zadobrova,Osrednjeslovenska,2021,Feb,NO2,21.0
ce gaji,Savinjska,2021,Feb,NO2,22.0
mb tezno,Podravska,2021,Feb,NO2,31.0
lj bezigrad,Osrednjeslovenska,2021,Feb,NOX,42.0
lj celovska,Osrednjeslovenska,2021,Feb,NOX,74.0
mb titova,Podravska,2021,Feb,NOX,75.0
mb vrbanski,Podravska,2021,Feb,NOX,16.0
ce bolnica,Savinjska,2021,Feb,NOX,55.0
ms rakican,Pomurska,2021,Feb,NOX,21.0
ng grcna,Goriška,2021,Feb,NOX,60.0
deskle,Goriška,2021,Feb,NOX,17.0
trbovlje,Zasavska,2021,Feb,NOX,30.0
zagorje,Zasavska,2021,Feb,NOX,49.0
koper,Obalno-kraška,2021,Feb,NOX,33.0
novo mesto,Jugovzhodna Slovenija,2021,Feb,NOX,25.0
sostanj,Savinjska,2021,Feb,NOX,20.0
zavodnje,Savinjska,2021,Feb,NOX,9.0
skale,Savinjska,2021,Feb,NOX,12.0
mobilna tes,Savinjska,2021,Feb,NOX,26.0
sv. mohor,Savinjska,2021,Feb,NOX,7.0
lj center,Osrednjeslovenska,2021,Feb,NOX,87.0
zadobrova,Osrednjeslovenska,2021,Feb,NOX,40.0
ce gaji,Savinjska,2021,Feb,NOX,36.0
mb tezno,Podravska,2021,Feb,NOX,63.0
ce bolnica,Savinjska,2021,Mar,PM10,28.0
ce mariborska,Savinjska,2021,Mar,PM10,31.0
ce ljubljanska,Savinjska,2021,Mar,PM10,
deskle,Goriška,2021,Mar,PM10,16.0
hrastnik,Zasavska,2021,Mar,PM10,21.0
iskrba,Jugovzhodna Slovenija,2021,Mar,PM10,8.0
koper,Obalno-kraška,2021,Mar,PM10,19.0
kranj,Gorenjska,2021,Mar,PM10,22.0
lj bezigrad,Osrednjeslovenska,2021,Mar,PM10,22.0
lj biotehniska,Osrednjeslovenska,2021,Mar,PM10,20.0
lj celovska,Osrednjeslovenska,2021,Mar,PM10,23.0
lj vic,Osrednjeslovenska,2021,Mar,PM10,16.0
mb titova,Podravska,2021,Mar,PM10,24.0
mb vrbanski,Podravska,2021,Mar,PM10,17.0
ms cankarjeva,Pomurska,2021,Mar,PM10,26.0
ms rakican,Pomurska,2021,Mar,PM10,22.0
ng grcna,Goriška,2021,Mar,PM10,20.0
ng vojkova,Goriška,2021,Mar,PM10,23.0
novo mesto,Jugovzhodna Slovenija,2021,Mar,PM10,19.0
ptuj,Podravska,2021,Mar,PM10,24.0
trbovlje nasipi,Zasavska,2021,Mar,PM10,22.0
trbovlje park,Zasavska,2021,Mar,PM10,
velenje,Savinjska,2021,Mar,PM10,18.0
zagorje,Zasavska,2021,Mar,PM10,24.0
zerjav,Koroška,2021,Mar,PM10,25.0
pesje,Posavska,2021,Mar,PM10,20.0
skale,Savinjska,2021,Mar,PM10,20.0
sostanj,Savinjska,2021,Mar,PM10,20.0
mobilna tes,Savinjska,2021,Mar,PM10,17.0
lj center,Osrednjeslovenska,2021,Mar,PM10,34.0
zadobrova,Osrednjeslovenska,2021,Mar,PM10,25.0
medvode,Osrednjeslovenska,2021,Mar,PM10,20.0
ce gaji,Savinjska,2021,Mar,PM10,21.0
mb tezno,Podravska,2021,Mar,PM10,22.0
miklavz,Podravska,2021,Mar,PM10,24.0
spuhlja,Podravska,2021,Mar,PM10,28.0
ruse,Podravska,2021,Mar,PM10,17.0
grosuplje,Osrednjeslovenska,2021,Mar,PM10,31.0
slovenj gradec,Koroška,2021,Mar,PM10,20.0
morsko,Goriška,2021,Mar,PM10,16.0
gorenje polje,Goriška,2021,Mar,PM10,22.0
lj bezigrad,Osrednjeslovenska,2021,Mar,SO2,4.0
ce bolnica,Savinjska,2021,Mar,SO2,2.0
trbovlje,Zasavska,2021,Mar,SO2,4.0
zagorje,Zasavska,2021,Mar,SO2,2.0
iskrba,Jugovzhodna Slovenija,2021,Mar,SO2,0.8
sostanj,Savinjska,2021,Mar,SO2,2.0
topolsica,Savinjska,2021,Mar,SO2,3.0
zavodnje,Savinjska,2021,Mar,SO2,1.0
veliki vrh,Savinjska,2021,Mar,SO2,2.0
graska gora,Koroška,2021,Mar,SO2,4.0
velenje,Savinjska,2021,Mar,SO2,3.0
pesje,Posavska,2021,Mar,SO2,3.0
skale,Savinjska,2021,Mar,SO2,3.0
sv. mohor,Savinjska,2021,Mar,SO2,7.0
lj center,Osrednjeslovenska,2021,Mar,SO2,4.0
ce gaji,Savinjska,2021,Mar,SO2,13.0
lj bezigrad,Osrednjeslovenska,2021,Mar,NO2,27.0
lj celovska,Osrednjeslovenska,2021,Mar,NO2,37.0
mb titova,Podravska,2021,Mar,NO2,31.0
mb vrbanski,Podravska,2021,Mar,NO2,8.0
ce bolnica,Savinjska,2021,Mar,NO2,26.0
ms rakican,Pomurska,2021,Mar,NO2,11.0
ng grcna,Goriška,2021,Mar,NO2,27.0
deskle,Goriška,2021,Mar,NO2,11.0
trbovlje,Zasavska,2021,Mar,NO2,22.0
zagorje,Zasavska,2021,Mar,NO2,24.0
novo mesto,Jugovzhodna Slovenija,2021,Mar,NO2,14.0
koper,Obalno-kraška,2021,Mar,NO2,18.0
iskrba,Jugovzhodna Slovenija,2021,Mar,NO2,2.0
sostanj,Savinjska,2021,Mar,NO2,11.0
zavodnje,Savinjska,2021,Mar,NO2,5.0
skale,Savinjska,2021,Mar,NO2,8.0
mobilna tes,Savinjska,2021,Mar,NO2,13.0
sv. mohor,Savinjska,2021,Mar,NO2,6.0
lj center,Osrednjeslovenska,2021,Mar,NO2,39.0
zadobrova,Osrednjeslovenska,2021,Mar,NO2,21.0
ce gaji,Savinjska,2021,Mar,NO2,21.0
mb tezno,Podravska,2021,Mar,NO2,27.0
lj bezigrad,Osrednjeslovenska,2021,Mar,NOX,39.0
lj celovska,Osrednjeslovenska,2021,Mar,NOX,70.0
mb titova,Podravska,2021,Mar,NOX,60.0
mb vrbanski,Podravska,2021,Mar,NOX,9.0
ce bolnica,Savinjska,2021,Mar,NOX,44.0
ms rakican,Pomurska,2021,Mar,NOX,17.0
ng grcna,Goriška,2021,Mar,NOX,45.0
deskle,Goriška,2021,Mar,NOX,14.0
trbovlje,Zasavska,2021,Mar,NOX,36.0
zagorje,Zasavska,2021,Mar,NOX,43.0
koper,Obalno-kraška,2021,Mar,NOX,22.0
novo mesto,Jugovzhodna Slovenija,2021,Mar,NOX,19.0
sostanj,Savinjska,2021,Mar,NOX,15.0
zavodnje,Savinjska,2021,Mar,NOX,6.0
skale,Savinjska,2021,Mar,NOX,11.0
mobilna tes,Savinjska,2021,Mar,NOX,21.0
sv. mohor,Savinjska,2021,Mar,NOX,6.0
lj center,Osrednjeslovenska,2021,Mar,NOX,88.0
zadobrova,Osrednjeslovenska,2021,Mar,NOX,29.0
ce gaji,Savinjska,2021,Mar,NOX,32.0
mb tezno,Podravska,2021,Mar,NOX,44.0
ce bolnica,Savinjska,2021,Apr,PM10,18.0
ce mariborska,Savinjska,2021,Apr,PM10,21.0
ce ljubljanska,Savinjska,2021,Apr,PM10,10.0
deskle,Goriška,2021,Apr,PM10,10.0
hrastnik,Zasavska,2021,Apr,PM10,14.0
iskrba,Jugovzhodna Slovenija,2021,Apr,PM10,6.0
koper,Obalno-kraška,2021,Apr,PM10,12.0
kranj,Gorenjska,2021,Apr,PM10,14.0
lj bezigrad,Osrednjeslovenska,2021,Apr,PM10,13.0
lj biotehniska,Osrednjeslovenska,2021,Apr,PM10,
lj celovska,Osrednjeslovenska,2021,Apr,PM10,15.0
lj vic,Osrednjeslovenska,2021,Apr,PM10,10.0
mb titova,Podravska,2021,Apr,PM10,18.0
mb vrbanski,Podravska,2021,Apr,PM10,12.0
ms cankarjeva,Pomurska,2021,Apr,PM10,17.0
ms rakican,Pomurska,2021,Apr,PM10,15.0
ng grcna,Goriška,2021,Apr,PM10,12.0
ng vojkova,Goriška,2021,Apr,PM10,14.0
novo mesto,Jugovzhodna Slovenija,2021,Apr,PM10,14.0
ptuj,Podravska,2021,Apr,PM10,16.0
trbovlje nasipi,Zasavska,2021,Apr,PM10,14.0
trbovlje park,Zasavska,2021,Apr,PM10,
velenje,Savinjska,2021,Apr,PM10,11.0
zagorje,Zasavska,2021,Apr,PM10,16.0
zerjav,Koroška,2021,Apr,PM10,21.0
pesje,Posavska,2021,Apr,PM10,14.0
skale,Savinjska,2021,Apr,PM10,14.0
sostanj,Savinjska,2021,Apr,PM10,14.0
mobilna tes,Savinjska,2021,Apr,PM10,12.0
lj center,Osrednjeslovenska,2021,Apr,PM10,24.0
zadobrova,Osrednjeslovenska,2021,Apr,PM10,19.0
medvode,Osrednjeslovenska,2021,Apr,PM10,12.0
ce gaji,Savinjska,2021,Apr,PM10,17.0
mb tezno,Podravska,2021,Apr,PM10,16.0
miklavz,Podravska,2021,Apr,PM10,17.0
spuhlja,Podravska,2021,Apr,PM10,20.0
