Postaja,Regija,Datum,SO2,NO2
dobovec,Zasavska,2002-08-31,91.0,
dobovec,Zasavska,2002-09-30,513.0,
dobovec,Zasavska,2002-10-31,835.0,
dobovec,Zasavska,2002-11-30,857.0,
dobovec,Zasavska,2002-12-31,853.0,
dobovec,Zasavska,2003-01-31,2197.0,
dobovec,Zasavska,2003-02-28,1806.0,
dobovec,Zasavska,2003-03-31,992.0,
dobovec,Zasavska,2003-04-30,617.0,
dobovec,Zasavska,2003-05-31,2910.0,
dobovec,Zasavska,2003-06-30,1370.0,
dobovec,Zasavska,2003-07-31,1246.0,
dobovec,Zasavska,2003-08-31,158.0,
dobovec,Zasavska,2003-09-30,1864.0,
dobovec,Zasavska,2003-10-31,883.0,
dobovec,Zasavska,2003-11-30,357.0,
dobovec,Zasavska,2003-12-31,1334.0,
dobovec,Zasavska,2004-01-31,710.0,
dobovec,Zasavska,2004-02-29,1771.0,
dobovec,Zasavska,2004-03-31,1133.0,
dobovec,Zasavska,2004-04-30,1078.0,
dobovec,Zasavska,2004-05-31,1166.0,
dobovec,Zasavska,2004-06-30,1652.0,
dobovec,Zasavska,2004-07-31,426.0,
dobovec,Zasavska,2004-08-31,1569.0,
dobovec,Zasavska,2004-09-30,1416.0,
dobovec,Zasavska,2004-10-31,553.0,
dobovec,Zasavska,2004-11-30,1939.0,
dobovec,Zasavska,2004-12-31,4056.0,
dobovec,Zasavska,2005-01-31,1662.0,
dobovec,Zasavska,2005-02-28,1284.0,
dobovec,Zasavska,2005-03-31,1056.0,
dobovec,Zasavska,2005-04-30,411.0,
dobovec,Zasavska,2005-05-31,66.0,
dobovec,Zasavska,2005-06-30,718.0,
dobovec,Zasavska,2005-07-31,1216.0,
dobovec,Zasavska,2005-08-31,1158.0,
dobovec,Zasavska,2005-09-30,1272.0,
dobovec,Zasavska,2005-10-31,1407.0,
dobovec,Zasavska,2005-11-30,96.0,
dobovec,Zasavska,2005-12-31,32.0,
dobovec,Zasavska,2006-01-31,161.0,
dobovec,Zasavska,2006-02-28,61.0,
dobovec,Zasavska,2006-03-31,173.0,
dobovec,Zasavska,2006-04-30,111.0,
dobovec,Zasavska,2006-05-31,169.0,
dobovec,Zasavska,2006-06-30,2290.0,
dobovec,Zasavska,2006-07-31,155.0,
dobovec,Zasavska,2006-08-31,40.0,
dobovec,Zasavska,2006-09-30,95.0,
dobovec,Zasavska,2006-10-31,79.0,
dobovec,Zasavska,2006-11-30,117.0,
dobovec,Zasavska,2006-12-31,57.0,
dobovec,Zasavska,2007-01-31,255.0,
dobovec,Zasavska,2007-02-28,129.0,
dobovec,Zasavska,2007-03-31,97.0,
dobovec,Zasavska,2007-04-30,39.0,
dobovec,Zasavska,2007-05-31,8.0,
dobovec,Zasavska,2007-06-30,97.0,
dobovec,Zasavska,2007-07-31,302.0,
dobovec,Zasavska,2007-08-31,2088.0,
dobovec,Zasavska,2007-09-30,261.0,
dobovec,Zasavska,2007-10-31,195.0,
dobovec,Zasavska,2007-11-30,209.0,
dobovec,Zasavska,2007-12-31,183.0,
dobovec,Zasavska,2008-01-31,88,
dobovec,Zasavska,2008-02-29,299,
dobovec,Zasavska,2008-03-31,298,
dobovec,Zasavska,2008-04-30,128,
dobovec,Zasavska,2008-05-31,45,
dobovec,Zasavska,2008-06-30,243,
dobovec,Zasavska,2008-07-31,171,
dobovec,Zasavska,2008-08-31,193,
dobovec,Zasavska,2008-09-30,141,
dobovec,Zasavska,2008-10-31,138,
dobovec,Zasavska,2008-11-30,64,
dobovec,Zasavska,2008-12-31,138,
dobovec,Zasavska,2009-01-31,456.0,
dobovec,Zasavska,2009-02-28,93.0,
dobovec,Zasavska,2009-03-31,85.0,
dobovec,Zasavska,2009-04-30,397.0,
dobovec,Zasavska,2009-05-31,29.0,
dobovec,Zasavska,2009-06-30,55.0,
dobovec,Zasavska,2009-07-31,138.0,
dobovec,Zasavska,2009-08-31,63.0,
dobovec,Zasavska,2009-09-30,75.0,
dobovec,Zasavska,2009-10-31,81.0,
dobovec,Zasavska,2009-11-30,81.0,
dobovec,Zasavska,2009-12-31,107.0,
dobovec,Zasavska,2010-01-31,178,51
dobovec,Zasavska,2010-02-28,109,53
dobovec,Zasavska,2010-03-31,209,122
dobovec,Zasavska,2010-04-30,8,92
dobovec,Zasavska,2010-05-31,6,28
dobovec,Zasavska,2010-06-30,5,23
dobovec,Zasavska,2010-07-31,74,18
dobovec,Zasavska,2010-08-31,55,29
dobovec,Zasavska,2010-09-30,91,33
dobovec,Zasavska,2010-10-31,86,43
dobovec,Zasavska,2010-11-30,154,42
dobovec,Zasavska,2010-12-31,88,39
dobovec,Zasavska,2011-01-31,58,27
dobovec,Zasavska,2011-02-28,91,40
dobovec,Zasavska,2011-03-31,78,32
dobovec,Zasavska,2011-04-30,133,39
dobovec,Zasavska,2011-05-31,272,52
dobovec,Zasavska,2011-06-30,83,30
dobovec,Zasavska,2011-07-31,130,106
dobovec,Zasavska,2011-08-31,1036,46
dobovec,Zasavska,2011-09-30,146,66
dobovec,Zasavska,2011-10-31,157,58
dobovec,Zasavska,2011-11-30,308,85
dobovec,Zasavska,2011-12-31,63,59
dobovec,Zasavska,2012-01-31,184,48.0
dobovec,Zasavska,2012-02-29,170,70.0
dobovec,Zasavska,2012-03-31,200,79.0
dobovec,Zasavska,2012-04-30,181,64.0
dobovec,Zasavska,2012-05-31,50,36.0
dobovec,Zasavska,2012-06-30,139,39.0
dobovec,Zasavska,2012-07-31,177,40.0
dobovec,Zasavska,2012-08-31,17,30.0
dobovec,Zasavska,2012-09-30,120,28.0
dobovec,Zasavska,2012-10-31,73,37.0
dobovec,Zasavska,2012-11-30,119,54.0
dobovec,Zasavska,2012-12-31,90,55.0
dobovec,Zasavska,2013-01-31,343,49
dobovec,Zasavska,2013-02-28,67,21
dobovec,Zasavska,2013-03-31,95,31
dobovec,Zasavska,2013-04-30,18,16
dobovec,Zasavska,2013-05-31,41,36
dobovec,Zasavska,2013-06-30,17,46
dobovec,Zasavska,2013-07-31,70,42
dobovec,Zasavska,2013-08-31,183,53
dobovec,Zasavska,2013-09-30,138,77
dobovec,Zasavska,2013-10-31,280,87
dobovec,Zasavska,2013-11-30,41,96
dobovec,Zasavska,2013-12-31,174,89
dobovec,Zasavska,2014-01-31,109,86
dobovec,Zasavska,2014-02-28,90,67
dobovec,Zasavska,2014-03-31,16,66
dobovec,Zasavska,2014-04-30,18,68
dobovec,Zasavska,2014-05-31,27,53
dobovec,Zasavska,2014-06-30,19,54
dobovec,Zasavska,2014-07-31,52,46
dobovec,Zasavska,2014-08-31,43,27
dobovec,Zasavska,2014-09-30,277,36
dobovec,Zasavska,2014-10-31,33,16
dobovec,Zasavska,2014-11-30,39,23
dobovec,Zasavska,2014-12-31,12,13
dobovec,Zasavska,2015-01-31,17,16
dobovec,Zasavska,2015-02-28,19,16
dobovec,Zasavska,2015-03-31,21,15
dobovec,Zasavska,2015-04-30,18,9
dobovec,Zasavska,2015-05-31,13,9
dobovec,Zasavska,2015-06-30,14,8
dobovec,Zasavska,2015-07-31,20,7
dobovec,Zasavska,2015-08-31,26,21
dobovec,Zasavska,2015-09-30,10,6
dobovec,Zasavska,2015-10-31,12,12
dobovec,Zasavska,2015-11-30,18,11
dobovec,Zasavska,2015-12-31,8,14
dobovec,Zasavska,2016-01-31,21.0,19.0
dobovec,Zasavska,2016-02-29,19.0,9.0
dobovec,Zasavska,2016-03-31,14.0,19.0
dobovec,Zasavska,2016-04-30,17.0,5.0
dobovec,Zasavska,2016-05-31,16.0,3.0
dobovec,Zasavska,2016-06-30,20.0,17.0
dobovec,Zasavska,2016-07-31,18.0,7.0
dobovec,Zasavska,2016-08-31,22.0,17.0
dobovec,Zasavska,2016-09-30,21.0,5.0
dobovec,Zasavska,2016-10-31,17.0,18.0
dobovec,Zasavska,2016-11-30,20.0,7.0
dobovec,Zasavska,2016-12-31,23.0,1.0
dobovec,Zasavska,2017-01-31,72.0,
dobovec,Zasavska,2017-02-28,18.0,
dobovec,Zasavska,2017-03-31,22.0,6.0
dobovec,Zasavska,2017-04-30,21.0,
dobovec,Zasavska,2017-05-31,21.0,
dobovec,Zasavska,2017-06-30,,
dobovec,Zasavska,2017-07-31,,
dobovec,Zasavska,2017-08-31,,
dobovec,Zasavska,2017-09-30,,
dobovec,Zasavska,2017-10-31,,
dobovec,Zasavska,2017-11-30,,
dobovec,Zasavska,2017-12-31,,
eis celje,Savinjska,1997-01-31,361.0,109.0
eis celje,Savinjska,1997-02-28,214,162
eis celje,Savinjska,1997-03-31,947,181
eis celje,Savinjska,1997-04-30,284,101
eis celje,Savinjska,1997-05-31,116,111.0
eis celje,Savinjska,1997-06-30,174.0,75.0
eis celje,Savinjska,1997-07-31,160.0,90.0
eis celje,Savinjska,1997-08-31,118.0,92.0
eis celje,Savinjska,1997-09-30,187.0,100.0
eis celje,Savinjska,1997-10-31,367.0,146.0
eis celje,Savinjska,1997-11-30,246.0,
eis celje,Savinjska,1997-12-31,178.0,
eis celje,Savinjska,1998-01-31,472.0,
eis celje,Savinjska,1998-02-28,603.0,178
eis celje,Savinjska,1998-03-31,205.0,150
eis celje,Savinjska,1998-04-30,131.0,110
eis celje,Savinjska,1998-05-31,234.0,104.0
eis celje,Savinjska,1998-06-30,157.0,99
eis celje,Savinjska,1998-07-31,98.0,80
eis celje,Savinjska,1998-08-31,103.0,
eis celje,Savinjska,1998-09-30,,
eis celje,Savinjska,1998-10-31,116.0,92
eis celje,Savinjska,1998-11-30,211.0,84
eis celje,Savinjska,1998-12-31,247.0,
eis celje,Savinjska,1999-01-31,262.0,
eis celje,Savinjska,1999-02-28,243.0,
eis celje,Savinjska,1999-03-31,167.0,133.0
eis celje,Savinjska,1999-04-30,339.0,123.0
eis celje,Savinjska,1999-05-31,167.0,102.0
eis celje,Savinjska,1999-06-30,,
eis celje,Savinjska,1999-07-31,50.0,95.0
eis celje,Savinjska,1999-08-31,53.0,76.0
eis celje,Savinjska,1999-09-30,157.0,71.0
eis celje,Savinjska,1999-10-31,113.0,
eis celje,Savinjska,1999-11-30,170.0,
eis celje,Savinjska,1999-12-31,252.0,
eis celje,Savinjska,2000-01-31,356.0,241.0
eis celje,Savinjska,2000-02-29,284.0,193.0
eis celje,Savinjska,2000-03-31,146.0,171.0
eis celje,Savinjska,2000-04-30,106.0,117.0
eis celje,Savinjska,2000-05-31,227.0,130.0
eis celje,Savinjska,2000-06-30,235.0,131.0
eis celje,Savinjska,2000-07-31,297.0,86.0
eis celje,Savinjska,2000-08-31,102.0,91.0
eis celje,Savinjska,2000-09-30,112.0,115.0
eis celje,Savinjska,2000-10-31,137.0,139.0
eis celje,Savinjska,2000-11-30,,
eis celje,Savinjska,2000-12-31,,
eis celje,Savinjska,2001-01-31,,
eis celje,Savinjska,2001-02-28,355.0,144.0
eis celje,Savinjska,2001-03-31,,123.0
eis celje,Savinjska,2001-04-30,32.0,124.0
eis celje,Savinjska,2001-05-31,29.0,189.0
eis celje,Savinjska,2001-06-30,28.0,97.0
eis celje,Savinjska,2001-07-31,11.0,82.0
eis celje,Savinjska,2001-08-31,25.0,237.0
eis celje,Savinjska,2001-09-30,,
eis celje,Savinjska,2001-10-31,80.0,
eis celje,Savinjska,2001-11-30,49.0,105.0
eis celje,Savinjska,2001-12-31,132.0,185.0
eis celje,Savinjska,2003-01-31,94.0,
eis celje,Savinjska,2003-02-28,72.0,
eis celje,Savinjska,2003-03-31,66.0,
eis celje,Savinjska,2003-04-30,38.0,
eis celje,Savinjska,2003-05-31,39.0,
eis celje,Savinjska,2003-06-30,45.0,
eis celje,Savinjska,2003-07-31,47.0,
eis celje,Savinjska,2003-08-31,27.0,
eis celje,Savinjska,2003-09-30,,
eis celje,Savinjska,2003-10-31,289.0,
eis celje,Savinjska,2003-11-30,,
eis celje,Savinjska,2003-12-31,67.0,
eis celje,Savinjska,2004-01-31,78.0,119.0
eis celje,Savinjska,2004-02-29,877.0,109.0
eis celje,Savinjska,2004-03-31,65.0,142.0
eis celje,Savinjska,2004-04-30,43.0,146.0
eis celje,Savinjska,2004-05-31,53.0,130.0
eis celje,Savinjska,2004-06-30,22.0,
eis celje,Savinjska,2004-07-31,28.0,66.0
eis celje,Savinjska,2004-08-31,46.0,61.0
eis celje,Savinjska,2004-09-30,,
eis celje,Savinjska,2004-10-31,,
eis celje,Savinjska,2004-11-30,101.0,101.0
eis celje,Savinjska,2004-12-31,226.0,
eis celje,Savinjska,2005-01-31,36.0,
eis celje,Savinjska,2005-02-28,56.0,
eis celje,Savinjska,2005-03-31,68.0,
eis celje,Savinjska,2005-04-30,6.0,
eis celje,Savinjska,2005-05-31,11.0,107.0
eis celje,Savinjska,2005-06-30,19.0,82.0
eis celje,Savinjska,2005-07-31,18.0,96.0
eis celje,Savinjska,2005-08-31,22.0,74.0
eis celje,Savinjska,2005-09-30,47.0,86.0
eis celje,Savinjska,2005-10-31,,
eis celje,Savinjska,2005-11-30,44.0,140.0
eis celje,Savinjska,2005-12-31,44.0,130.0
eis celje,Savinjska,2006-01-31,26.0,
eis celje,Savinjska,2006-02-28,21.0,
eis celje,Savinjska,2006-03-31,25.0,
eis celje,Savinjska,2006-04-30,7.0,
eis celje,Savinjska,2006-05-31,5.0,
eis celje,Savinjska,2006-06-30,3.0,
eis celje,Savinjska,2006-07-31,4.0,
eis celje,Savinjska,2006-08-31,4.0,
eis celje,Savinjska,2006-09-30,8.0,
eis celje,Savinjska,2006-10-31,9.0,
eis celje,Savinjska,2006-11-30,,
eis celje,Savinjska,2006-12-31,67.0,
eis celje,Savinjska,2007-01-31,,
eis celje,Savinjska,2007-02-28,,
eis celje,Savinjska,2007-03-31,,
eis celje,Savinjska,2007-04-30,,
eis celje,Savinjska,2007-05-31,,
eis celje,Savinjska,2007-06-30,,
eis celje,Savinjska,2007-07-31,,
eis celje,Savinjska,2007-08-31,,
eis celje,Savinjska,2007-09-30,,
eis celje,Savinjska,2007-10-31,,
eis celje,Savinjska,2007-11-30,,
eis celje,Savinjska,2007-12-31,,
eis krsko,Posavska,1997-01-31,766.0,
eis krsko,Posavska,1997-02-28,917,
eis krsko,Posavska,1997-03-31,828,
eis krsko,Posavska,1997-04-30,2687,
eis krsko,Posavska,1997-05-31,616,
eis krsko,Posavska,1997-06-30,529.0,
eis krsko,Posavska,1997-07-31,678.0,
eis krsko,Posavska,1997-08-31,156.0,
eis krsko,Posavska,1997-09-30,606.0,
eis krsko,Posavska,1997-10-31,288.0,
eis krsko,Posavska,1997-11-30,809.0,
eis krsko,Posavska,1997-12-31,613.0,
eis krsko,Posavska,1998-01-31,772.0,
eis krsko,Posavska,1998-02-28,1012.0,
eis krsko,Posavska,1998-03-31,808.0,
eis krsko,Posavska,1998-04-30,718.0,
eis krsko,Posavska,1998-05-31,854.0,
eis krsko,Posavska,1998-06-30,956.0,
eis krsko,Posavska,1998-07-31,466.0,
eis krsko,Posavska,1998-08-31,362.0,
eis krsko,Posavska,1998-09-30,243.0,
eis krsko,Posavska,1998-10-31,365.0,
eis krsko,Posavska,1998-11-30,192.0,
eis krsko,Posavska,1998-12-31,363.0,
eis krsko,Posavska,1999-01-31,394.0,
eis krsko,Posavska,1999-02-28,661.0,
eis krsko,Posavska,1999-03-31,396.0,
eis krsko,Posavska,1999-04-30,451.0,
eis krsko,Posavska,1999-05-31,732.0,
eis krsko,Posavska,1999-06-30,394.0,
eis krsko,Posavska,1999-07-31,637.0,
eis krsko,Posavska,1999-08-31,364.0,
eis krsko,Posavska,1999-09-30,692.0,
eis krsko,Posavska,1999-10-31,647.0,
eis krsko,Posavska,1999-11-30,378.0,
eis krsko,Posavska,1999-12-31,420.0,
eis krsko,Posavska,2000-01-31,483.0,
eis krsko,Posavska,2000-02-29,1085.0,
eis krsko,Posavska,2000-03-31,628.0,
eis krsko,Posavska,2000-04-30,617.0,
eis krsko,Posavska,2000-05-31,644.0,
eis krsko,Posavska,2000-06-30,754.0,
eis krsko,Posavska,2000-07-31,582.0,
eis krsko,Posavska,2000-08-31,693.0,
eis krsko,Posavska,2000-09-30,644.0,
eis krsko,Posavska,2000-10-31,655.0,
eis krsko,Posavska,2000-11-30,415.0,
eis krsko,Posavska,2000-12-31,436.0,
eis krsko,Posavska,2001-01-31,492.0,
eis krsko,Posavska,2001-02-28,1151.0,
eis krsko,Posavska,2001-03-31,851.0,
eis krsko,Posavska,2001-04-30,1473.0,
eis krsko,Posavska,2001-05-31,990.0,
eis krsko,Posavska,2001-06-30,530.0,
eis krsko,Posavska,2001-07-31,942.0,
eis krsko,Posavska,2001-08-31,750.0,
eis krsko,Posavska,2001-09-30,483.0,
eis krsko,Posavska,2001-10-31,413.0,
eis krsko,Posavska,2001-11-30,359.0,
eis krsko,Posavska,2001-12-31,452.0,
eis krsko,Posavska,2002-01-31,1040.0,
eis krsko,Posavska,2002-02-28,555.0,
eis krsko,Posavska,2002-03-31,770.0,
eis krsko,Posavska,2002-04-30,1223.0,
eis krsko,Posavska,2002-05-31,688.0,
eis krsko,Posavska,2002-06-30,1404.0,
eis krsko,Posavska,2002-07-31,439.0,
eis krsko,Posavska,2002-08-31,648.0,
eis krsko,Posavska,2002-09-30,323.0,
eis krsko,Posavska,2002-10-31,664.0,
eis krsko,Posavska,2002-11-30,1080.0,
eis krsko,Posavska,2002-12-31,695.0,
eis krsko,Posavska,2003-01-31,781.0,
eis krsko,Posavska,2003-02-28,211.0,
eis krsko,Posavska,2003-03-31,1002.0,
eis krsko,Posavska,2003-04-30,596.0,
eis krsko,Posavska,2003-05-31,1010.0,
eis krsko,Posavska,2003-06-30,587.0,
eis krsko,Posavska,2003-07-31,1051.0,
eis krsko,Posavska,2003-08-31,785.0,
eis krsko,Posavska,2003-09-30,681.0,
eis krsko,Posavska,2003-10-31,938.0,
eis krsko,Posavska,2003-11-30,880.0,
eis krsko,Posavska,2003-12-31,1427.0,
eis krsko,Posavska,2004-01-31,763.0,
eis krsko,Posavska,2004-02-29,877.0,
eis krsko,Posavska,2004-03-31,637.0,
eis krsko,Posavska,2004-04-30,857.0,
eis krsko,Posavska,2004-05-31,656.0,
eis krsko,Posavska,2004-06-30,466.0,
eis krsko,Posavska,2004-07-31,380.0,
eis krsko,Posavska,2004-08-31,541.0,
eis krsko,Posavska,2004-09-30,733.0,
eis krsko,Posavska,2004-10-31,399.0,
eis krsko,Posavska,2004-11-30,527.0,
eis krsko,Posavska,2004-12-31,355.0,
eis krsko,Posavska,2005-01-31,587.0,
eis krsko,Posavska,2005-02-28,344.0,
eis krsko,Posavska,2005-03-31,836.0,
eis krsko,Posavska,2005-04-30,440.0,
eis krsko,Posavska,2005-05-31,671.0,
eis krsko,Posavska,2005-06-30,367.0,
eis krsko,Posavska,2005-07-31,209.0,
eis krsko,Posavska,2005-08-31,219.0,
eis krsko,Posavska,2005-09-30,401.0,
eis krsko,Posavska,2005-10-31,526.0,
eis krsko,Posavska,2005-11-30,,
eis krsko,Posavska,2005-12-31,460.0,
eis krsko,Posavska,2006-01-31,289.0,
eis krsko,Posavska,2006-02-28,680.0,
eis krsko,Posavska,2006-03-31,382.0,
eis krsko,Posavska,2006-04-30,1108.0,
eis krsko,Posavska,2006-05-31,480.0,
eis krsko,Posavska,2006-06-30,648.0,
eis krsko,Posavska,2006-07-31,931.0,
eis krsko,Posavska,2006-08-31,421.0,
eis krsko,Posavska,2006-09-30,15.0,
eis krsko,Posavska,2006-10-31,48.0,
eis krsko,Posavska,2006-11-30,22.0,
eis krsko,Posavska,2006-12-31,21.0,
eis teb,Savinjska,2004-01-31,1385.0,
eis teb,Savinjska,2004-02-29,114.0,
eis teb,Savinjska,2004-03-31,100.0,
eis teb,Savinjska,2004-04-30,94.0,
eis teb,Savinjska,2004-05-31,97.0,
eis teb,Savinjska,2004-06-30,,
eis teb,Savinjska,2004-07-31,98.0,
eis teb,Savinjska,2004-08-31,94.0,
eis teb,Savinjska,2004-09-30,133.0,
eis teb,Savinjska,2004-10-31,287.0,
eis teb,Savinjska,2004-11-30,63.0,
eis teb,Savinjska,2004-12-31,657.0,
eis teb,Savinjska,2005-01-31,143.0,83.0
eis teb,Savinjska,2005-02-28,189.0,
eis teb,Savinjska,2005-03-31,233.0,
eis teb,Savinjska,2005-04-30,254.0,30.0
eis teb,Savinjska,2005-05-31,173.0,31.0
eis teb,Savinjska,2005-06-30,,38.0
eis teb,Savinjska,2005-07-31,,
eis teb,Savinjska,2005-08-31,416.0,23.0
eis teb,Savinjska,2005-09-30,,22.0
eis teb,Savinjska,2005-10-31,,
eis teb,Savinjska,2005-11-30,,
eis teb,Savinjska,2005-12-31,,
eis teb (sv.mohor),Savinjska,2006-01-31,455.0,59
eis teb (sv.mohor),Savinjska,2006-02-28,90.0,32
eis teb (sv.mohor),Savinjska,2006-03-31,230.0,19
eis teb (sv.mohor),Savinjska,2006-04-30,39.0,32
eis teb (sv.mohor),Savinjska,2006-05-31,19.0,18
eis teb (sv.mohor),Savinjska,2006-06-30,73.0,35
eis teb (sv.mohor),Savinjska,2006-07-31,97.0,42
eis teb (sv.mohor),Savinjska,2006-08-31,113.0,50
eis teb (sv.mohor),Savinjska,2006-09-30,23.0,42
eis teb (sv.mohor),Savinjska,2006-10-31,25.0,50
eis teb (sv.mohor),Savinjska,2006-11-30,41.0,44
eis teb (sv.mohor),Savinjska,2006-12-31,50.0,55
eis teb (sv.mohor),Savinjska,2007-01-31,38.0,59
eis teb (sv.mohor),Savinjska,2007-02-28,55.0,32
eis teb (sv.mohor),Savinjska,2007-03-31,74.0,19
eis teb (sv.mohor),Savinjska,2007-04-30,34.0,32
eis teb (sv.mohor),Savinjska,2007-05-31,36.0,18
eis teb (sv.mohor),Savinjska,2007-06-30,24.0,35
eis teb (sv.mohor),Savinjska,2007-07-31,43.0,42
eis teb (sv.mohor),Savinjska,2007-08-31,25.0,50
eis teb (sv.mohor),Savinjska,2007-09-30,28.0,42
eis teb (sv.mohor),Savinjska,2007-10-31,71.0,50
eis teb (sv.mohor),Savinjska,2007-11-30,40.0,44
eis teb (sv.mohor),Savinjska,2007-12-31,44.0,55
eis teb (sv.mohor),Savinjska,2008-01-31,,59
eis teb (sv.mohor),Savinjska,2008-02-29,,32
eis teb (sv.mohor),Savinjska,2008-03-31,,19
eis teb (sv.mohor),Savinjska,2008-04-30,,32
eis teb (sv.mohor),Savinjska,2008-05-31,,18
eis teb (sv.mohor),Savinjska,2008-06-30,,35
eis teb (sv.mohor),Savinjska,2008-07-31,,42
eis teb (sv.mohor),Savinjska,2008-08-31,,50
eis teb (sv.mohor),Savinjska,2008-09-30,,42
eis teb (sv.mohor),Savinjska,2008-10-31,,50
eis teb (sv.mohor),Savinjska,2008-11-30,,44
eis teb (sv.mohor),Savinjska,2008-12-31,,55
eis teb (sv.mohor),Savinjska,2009-01-31,,49
eis teb (sv.mohor),Savinjska,2009-02-28,,12
eis teb (sv.mohor),Savinjska,2009-03-31,,27
eis teb (sv.mohor),Savinjska,2009-04-30,,35
eis teb (sv.mohor),Savinjska,2009-05-31,,29
eis teb (sv.mohor),Savinjska,2009-06-30,,35
eis teb (sv.mohor),Savinjska,2009-07-31,,58
eis teb (sv.mohor),Savinjska,2009-08-31,,33
eis teb (sv.mohor),Savinjska,2009-09-30,,27
eis teb (sv.mohor),Savinjska,2009-10-31,,75
eis teb (sv.mohor),Savinjska,2009-11-30,,46
eis teb (sv.mohor),Savinjska,2009-12-31,,43
graska gora,Koroška,1997-01-31,1579.0,
graska gora,Koroška,1997-02-28,638,
graska gora,Koroška,1997-03-31,872,
graska gora,Koroška,1997-04-30,1431,
graska gora,Koroška,1997-05-31,977,
graska gora,Koroška,1997-06-30,375.0,
graska gora,Koroška,1997-07-31,788.0,
graska gora,Koroška,1997-08-31,433.0,
graska gora,Koroška,1997-09-30,694.0,
graska gora,Koroška,1997-10-31,779.0,
graska gora,Koroška,1997-11-30,801.0,
graska gora,Koroška,1997-12-31,656.0,
graska gora,Koroška,1998-01-31,610.0,
graska gora,Koroška,1998-02-28,820.0,
graska gora,Koroška,1998-03-31,758.0,
graska gora,Koroška,1998-04-30,825.0,
graska gora,Koroška,1998-05-31,846.0,
graska gora,Koroška,1998-06-30,340.0,
graska gora,Koroška,1998-07-31,711.0,
graska gora,Koroška,1998-08-31,320.0,
graska gora,Koroška,1998-09-30,466.0,
graska gora,Koroška,1998-10-31,1076.0,
graska gora,Koroška,1998-11-30,495.0,
graska gora,Koroška,1998-12-31,790.0,
graska gora,Koroška,1999-01-31,1844.0,
graska gora,Koroška,1999-02-28,1298.0,
graska gora,Koroška,1999-03-31,823.0,
graska gora,Koroška,1999-04-30,755.0,
graska gora,Koroška,1999-05-31,516.0,
graska gora,Koroška,1999-06-30,275.0,
graska gora,Koroška,1999-07-31,404.0,
graska gora,Koroška,1999-08-31,252.0,
graska gora,Koroška,1999-09-30,701.0,
graska gora,Koroška,1999-10-31,316.0,
graska gora,Koroška,1999-11-30,1068.0,
graska gora,Koroška,1999-12-31,864.0,
graska gora,Koroška,2000-01-31,1505.0,
graska gora,Koroška,2000-02-29,922.0,
graska gora,Koroška,2000-03-31,1454.0,
graska gora,Koroška,2000-04-30,724.0,
graska gora,Koroška,2000-05-31,923.0,
graska gora,Koroška,2000-06-30,1043.0,
graska gora,Koroška,2000-07-31,551.0,
graska gora,Koroška,2000-08-31,911.0,
graska gora,Koroška,2000-09-30,599.0,
graska gora,Koroška,2000-10-31,214.0,
graska gora,Koroška,2000-11-30,315.0,
graska gora,Koroška,2000-12-31,130.0,
graska gora,Koroška,2001-01-31,140.0,
graska gora,Koroška,2001-02-28,190.0,
graska gora,Koroška,2001-03-31,260.0,
graska gora,Koroška,2001-04-30,614.0,
graska gora,Koroška,2001-05-31,386.0,
graska gora,Koroška,2001-06-30,436.0,
graska gora,Koroška,2001-07-31,235.0,
graska gora,Koroška,2001-08-31,553.0,
graska gora,Koroška,2001-09-30,311.0,
graska gora,Koroška,2001-10-31,639.0,
graska gora,Koroška,2001-11-30,255.0,
graska gora,Koroška,2001-12-31,990.0,
graska gora,Koroška,2002-01-31,1024.0,
graska gora,Koroška,2002-02-28,948.0,
graska gora,Koroška,2002-03-31,382.0,
graska gora,Koroška,2002-04-30,541.0,
graska gora,Koroška,2002-05-31,676.0,
graska gora,Koroška,2002-06-30,947.0,
graska gora,Koroška,2002-07-31,408.0,
graska gora,Koroška,2002-08-31,763.0,
graska gora,Koroška,2002-09-30,896.0,
graska gora,Koroška,2002-10-31,288.0,
graska gora,Koroška,2002-11-30,156.0,
graska gora,Koroška,2002-12-31,138.0,
graska gora,Koroška,2003-01-31,141.0,
graska gora,Koroška,2003-02-28,132.0,
graska gora,Koroška,2003-03-31,205.0,
graska gora,Koroška,2003-04-30,410.0,
graska gora,Koroška,2003-05-31,407.0,
graska gora,Koroška,2003-06-30,229.0,
graska gora,Koroška,2003-07-31,439.0,
graska gora,Koroška,2003-08-31,242.0,
graska gora,Koroška,2003-09-30,226.0,
graska gora,Koroška,2003-10-31,824.0,
graska gora,Koroška,2003-11-30,168.0,
graska gora,Koroška,2003-12-31,123.0,
graska gora,Koroška,2004-01-31,113.0,
graska gora,Koroška,2004-02-29,170.0,
graska gora,Koroška,2004-03-31,147.0,
graska gora,Koroška,2004-04-30,216.0,
graska gora,Koroška,2004-05-31,238.0,
graska gora,Koroška,2004-06-30,78.0,
graska gora,Koroška,2004-07-31,121.0,
graska gora,Koroška,2004-08-31,102.0,
graska gora,Koroška,2004-09-30,101.0,
graska gora,Koroška,2004-10-31,99.0,
graska gora,Koroška,2004-11-30,144.0,
graska gora,Koroška,2004-12-31,463.0,
graska gora,Koroška,2005-01-31,184.0,
graska gora,Koroška,2005-02-28,208.0,
graska gora,Koroška,2005-03-31,250.0,
