Postaja,Regija,Leto,Mesec,NO2
ce gaji,Savinjska,2019,Mar,59.0
mb vrbanski,Podravska,2019,Mar,105.0
lj bezigrad,Osrednjeslovenska,2019,Apr,107.0
maribor,Podravska,2019,Apr,91.0
celje,Savinjska,2019,Apr,82.0
ms rakican,Pomurska,2019,Apr,57.0
nova gorica,Goriška,2019,Apr,120.0
trbovlje,Zasavska,2019,Apr,96.0
zagorje,Zasavska,2019,Apr,59.0
koper,Obalno-kraška,2019,Apr,78.0
iskrba,Jugovzhodna Slovenija,2019,Apr,7.0
sostanj,Savinjska,2019,Apr,31.0
zavodnje,Savinjska,2019,Apr,22.0
skale,Savinjska,2019,Apr,26.0
sv. mohor,Savinjska,2019,Apr,19.0
lj center,Osrednjeslovenska,2019,Apr,125.0
ce gaji,Savinjska,2019,Apr,56.0
mb vrbanski,Podravska,2019,Apr,73.0
lj bezigrad,Osrednjeslovenska,2019,Maj,61.0
maribor,Podravska,2019,Maj,69.0
celje,Savinjska,2019,Maj,65.0
ms rakican,Pomurska,2019,Maj,33.0
nova gorica,Goriška,2019,Maj,71.0
trbovlje,Zasavska,2019,Maj,52.0
zagorje,Zasavska,2019,Maj,45.0
koper,Obalno-kraška,2019,Maj,67.0
iskrba,Jugovzhodna Slovenija,2019,Maj,6.0
sostanj,Savinjska,2019,Maj,26.0
zavodnje,Savinjska,2019,Maj,15.0
skale,Savinjska,2019,Maj,12.0
sv. mohor,Savinjska,2019,Maj,20.0
lj center,Osrednjeslovenska,2019,Maj,79.0
ce gaji,Savinjska,2019,Maj,32.0
mb vrbanski,Podravska,2019,Maj,57.0
lj bezigrad,Osrednjeslovenska,2019,Jun,59.0
maribor,Podravska,2019,Jun,62.0
celje,Savinjska,2019,Jun,68.0
ms rakican,Pomurska,2019,Jun,24.0
nova gorica,Goriška,2019,Jun,88.0
trbovlje,Zasavska,2019,Jun,47.0
zagorje,Zasavska,2019,Jun,41.0
koper,Obalno-kraška,2019,Jun,53.0
iskrba,Jugovzhodna Slovenija,2019,Jun,6.0
sostanj,Savinjska,2019,Jun,38.0
zavodnje,Savinjska,2019,Jun,18.0
skale,Savinjska,2019,Jun,12.0
sv. mohor,Savinjska,2019,Jun,14.0
lj center,Osrednjeslovenska,2019,Jun,105.0
ce gaji,Savinjska,2019,Jun,27.0
mb vrbanski,Podravska,2019,Jun,49.0
lj bezigrad,Osrednjeslovenska,2019,Jul,50.0
maribor,Podravska,2019,Jul,60.0
celje,Savinjska,2019,Jul,54.0
ms rakican,Pomurska,2019,Jul,23.0
nova gorica,Goriška,2019,Jul,70.0
trbovlje,Zasavska,2019,Jul,32.0
zagorje,Zasavska,2019,Jul,40.0
koper,Obalno-kraška,2019,Jul,55.0
iskrba,Jugovzhodna Slovenija,2019,Jul,7.0
sostanj,Savinjska,2019,Jul,40.0
zavodnje,Savinjska,2019,Jul,31.0
skale,Savinjska,2019,Jul,22.0
sv. mohor,Savinjska,2019,Jul,16.0
lj center,Osrednjeslovenska,2019,Jul,96.0
ce gaji,Savinjska,2019,Jul,28.0
mb vrbanski,Podravska,2019,Jul,50.0
lj bezigrad,Osrednjeslovenska,2019,Avg,50.0
maribor,Podravska,2019,Avg,62.0
celje,Savinjska,2019,Avg,66.0
ms rakican,Pomurska,2019,Avg,33.0
nova gorica,Goriška,2019,Avg,88.0
trbovlje,Zasavska,2019,Avg,39.0
zagorje,Zasavska,2019,Avg,37.0
koper,Obalno-kraška,2019,Avg,49.0
iskrba,Jugovzhodna Slovenija,2019,Avg,4.0
sostanj,Savinjska,2019,Avg,27.0
zavodnje,Savinjska,2019,Avg,43.0
skale,Savinjska,2019,Avg,19.0
sv. mohor,Savinjska,2019,Avg,12.0
lj center,Osrednjeslovenska,2019,Avg,105.0
ce gaji,Savinjska,2019,Avg,37.0
mb vrbanski,Podravska,2019,Avg,29.0
lj bezigrad,Osrednjeslovenska,2019,Sep,60.0
maribor,Podravska,2019,Sep,75.0
celje,Savinjska,2019,Sep,69.0
ms rakican,Pomurska,2019,Sep,38.0
nova gorica,Goriška,2019,Sep,90.0
trbovlje,Zasavska,2019,Sep,41.0
zagorje,Zasavska,2019,Sep,43.0
koper,Obalno-kraška,2019,Sep,57.0
iskrba,Jugovzhodna Slovenija,2019,Sep,12.0
sostanj,Savinjska,2019,Sep,35.0
zavodnje,Savinjska,2019,Sep,44.0
skale,Savinjska,2019,Sep,14.0
sv. mohor,Savinjska,2019,Sep,22.0
lj center,Osrednjeslovenska,2019,Sep,114.0
ce gaji,Savinjska,2019,Sep,39.0
mb vrbanski,Podravska,2019,Sep,39.0
lj bezigrad,Osrednjeslovenska,2019,Okt,70.0
maribor,Podravska,2019,Okt,65.0
celje,Savinjska,2019,Okt,90.0
ms rakican,Pomurska,2019,Okt,62.0
nova gorica,Goriška,2019,Okt,84.0
trbovlje,Zasavska,2019,Okt,47.0
zagorje,Zasavska,2019,Okt,58.0
koper,Obalno-kraška,2019,Okt,46.0
iskrba,Jugovzhodna Slovenija,2019,Okt,8.0
sostanj,Savinjska,2019,Okt,35.0
zavodnje,Savinjska,2019,Okt,34.0
skale,Savinjska,2019,Okt,28.0
sv. mohor,Savinjska,2019,Okt,30.0
lj center,Osrednjeslovenska,2019,Okt,106.0
ce gaji,Savinjska,2019,Okt,47.0
mb vrbanski,Podravska,2019,Okt,66.0
lj bezigrad,Osrednjeslovenska,2019,Nov,72.0
maribor,Podravska,2019,Nov,82.0
celje,Savinjska,2019,Nov,74.0
ms rakican,Pomurska,2019,Nov,47.0
nova gorica,Goriška,2019,Nov,68.0
trbovlje,Zasavska,2019,Nov,61.0
zagorje,Zasavska,2019,Nov,54.0
koper,Obalno-kraška,2019,Nov,38.0
iskrba,Jugovzhodna Slovenija,2019,Nov,7.0
sostanj,Savinjska,2019,Nov,36.0
zavodnje,Savinjska,2019,Nov,18.0
skale,Savinjska,2019,Nov,27.0
sv. mohor,Savinjska,2019,Nov,55.0
lj center,Osrednjeslovenska,2019,Nov,
ce gaji,Savinjska,2019,Nov,46.0
mb vrbanski,Podravska,2019,Nov,88.0
lj bezigrad,Osrednjeslovenska,2019,Dec,96.0
maribor,Podravska,2019,Dec,106.0
celje,Savinjska,2019,Dec,86.0
ms rakican,Pomurska,2019,Dec,64.0
nova gorica,Goriška,2019,Dec,97.0
trbovlje,Zasavska,2019,Dec,59.0
zagorje,Zasavska,2019,Dec,63.0
koper,Obalno-kraška,2019,Dec,71.0
iskrba,Jugovzhodna Slovenija,2019,Dec,10.0
sostanj,Savinjska,2019,Dec,48.0
zavodnje,Savinjska,2019,Dec,44.0
skale,Savinjska,2019,Dec,38.0
sv. mohor,Savinjska,2019,Dec,55.0
lj center,Osrednjeslovenska,2019,Dec,124.0
ce gaji,Savinjska,2019,Dec,56.0
mb vrbanski,Podravska,2019,Dec,84.0
lj bezigrad,Osrednjeslovenska,2020,Jan,42.0
lj celovska,Osrednjeslovenska,2020,Jan,
mb titova,Podravska,2020,Jan,34.0
mb vrbanski,Podravska,2020,Jan,
ce bolnica,Savinjska,2020,Jan,37.0
ms rakican,Pomurska,2020,Jan,21.0
ng grcna,Goriška,2020,Jan,40.0
trbovlje,Zasavska,2020,Jan,26.0
zagorje,Zasavska,2020,Jan,29.0
koper,Obalno-kraška,2020,Jan,32.0
iskrba,Jugovzhodna Slovenija,2020,Jan,3.0
sostanj,Savinjska,2020,Jan,21.0
zavodnje,Savinjska,2020,Jan,10.0
skale,Savinjska,2020,Jan,14.0
sv. mohor,Savinjska,2020,Jan,12.0
lj center,Osrednjeslovenska,2020,Jan,57.0
ce gaji,Savinjska,2020,Jan,22.0
mb tezno,Podravska,2020,Jan,45.0
lj bezigrad,Osrednjeslovenska,2020,Feb,27.0
lj celovska,Osrednjeslovenska,2020,Feb,
mb titova,Podravska,2020,Feb,30.0
mb vrbanski,Podravska,2020,Feb,
ce bolnica,Savinjska,2020,Feb,28.0
ms rakican,Pomurska,2020,Feb,16.0
ng grcna,Goriška,2020,Feb,32.0
trbovlje,Zasavska,2020,Feb,19.0
zagorje,Zasavska,2020,Feb,22.0
koper,Obalno-kraška,2020,Feb,25.0
iskrba,Jugovzhodna Slovenija,2020,Feb,3.0
sostanj,Savinjska,2020,Feb,14.0
zavodnje,Savinjska,2020,Feb,6.0
skale,Savinjska,2020,Feb,8.0
sv. mohor,Savinjska,2020,Feb,4.0
lj center,Osrednjeslovenska,2020,Feb,45.0
ce gaji,Savinjska,2020,Feb,16.0
mb tezno,Podravska,2020,Feb,34.0
lj bezigrad,Osrednjeslovenska,2020,Mar,15.0
lj celovska,Osrednjeslovenska,2020,Mar,
mb titova,Podravska,2020,Mar,23.0
mb vrbanski,Podravska,2020,Mar,
ce bolnica,Savinjska,2020,Mar,21.0
ms rakican,Pomurska,2020,Mar,11.0
ng grcna,Goriška,2020,Mar,18.0
trbovlje,Zasavska,2020,Mar,16.0
zagorje,Zasavska,2020,Mar,17.0
koper,Obalno-kraška,2020,Mar,17.0
iskrba,Jugovzhodna Slovenija,2020,Mar,3.0
sostanj,Savinjska,2020,Mar,10.0
zavodnje,Savinjska,2020,Mar,5.0
skale,Savinjska,2020,Mar,6.0
sv. mohor,Savinjska,2020,Mar,4.0
lj center,Osrednjeslovenska,2020,Mar,31.0
ce gaji,Savinjska,2020,Mar,10.0
mb tezno,Podravska,2020,Mar,23.0
lj bezigrad,Osrednjeslovenska,2020,Apr,13.0
lj celovska,Osrednjeslovenska,2020,Apr,
mb titova,Podravska,2020,Apr,17.0
mb vrbanski,Podravska,2020,Apr,
ce bolnica,Savinjska,2020,Apr,18.0
ms rakican,Pomurska,2020,Apr,11.0
ng grcna,Goriška,2020,Apr,12.0
trbovlje,Zasavska,2020,Apr,15.0
zagorje,Zasavska,2020,Apr,13.0
koper,Obalno-kraška,2020,Apr,11.0
iskrba,Jugovzhodna Slovenija,2020,Apr,3.0
sostanj,Savinjska,2020,Apr,9.0
zavodnje,Savinjska,2020,Apr,5.0
skale,Savinjska,2020,Apr,5.0
sv. mohor,Savinjska,2020,Apr,4.0
lj center,Osrednjeslovenska,2020,Apr,24.0
ce gaji,Savinjska,2020,Apr,7.0
mb tezno,Podravska,2020,Apr,20.0
lj bezigrad,Osrednjeslovenska,2020,Maj,12.0
lj celovska,Osrednjeslovenska,2020,Maj,
mb titova,Podravska,2020,Maj,20.0
mb vrbanski,Podravska,2020,Maj,
ce bolnica,Savinjska,2020,Maj,14.0
ms rakican,Pomurska,2020,Maj,10.0
ng grcna,Goriška,2020,Maj,11.0
trbovlje,Zasavska,2020,Maj,10.0
zagorje,Zasavska,2020,Maj,10.0
koper,Obalno-kraška,2020,Maj,10.0
iskrba,Jugovzhodna Slovenija,2020,Maj,2.0
sostanj,Savinjska,2020,Maj,8.0
zavodnje,Savinjska,2020,Maj,4.0
skale,Savinjska,2020,Maj,4.0
sv. mohor,Savinjska,2020,Maj,3.0
lj center,Osrednjeslovenska,2020,Maj,24.0
ce gaji,Savinjska,2020,Maj,8.0
mb tezno,Podravska,2020,Maj,14.0
lj bezigrad,Osrednjeslovenska,2020,Jun,12.0
lj celovska,Osrednjeslovenska,2020,Jun,19.0
mb titova,Podravska,2020,Jun,21.0
mb vrbanski,Podravska,2020,Jun,
ce bolnica,Savinjska,2020,Jun,13.0
ms rakican,Pomurska,2020,Jun,10.0
ng grcna,Goriška,2020,Jun,14.0
trbovlje,Zasavska,2020,Jun,9.0
zagorje,Zasavska,2020,Jun,8.0
koper,Obalno-kraška,2020,Jun,10.0
iskrba,Jugovzhodna Slovenija,2020,Jun,
sostanj,Savinjska,2020,Jun,6.0
zavodnje,Savinjska,2020,Jun,3.0
skale,Savinjska,2020,Jun,4.0
sv. mohor,Savinjska,2020,Jun,3.0
lj center,Osrednjeslovenska,2020,Jun,28.0
ce gaji,Savinjska,2020,Jun,6.0
mb tezno,Podravska,2020,Jun,13.0
lj bezigrad,Osrednjeslovenska,2020,Jul,12.0
lj celovska,Osrednjeslovenska,2020,Jul,20.0
mb titova,Podravska,2020,Jul,21.0
mb vrbanski,Podravska,2020,Jul,4.0
ce bolnica,Savinjska,2020,Jul,12.0
ms rakican,Pomurska,2020,Jul,7.0
ng grcna,Goriška,2020,Jul,15.0
trbovlje,Zasavska,2020,Jul,9.0
zagorje,Zasavska,2020,Jul,12.0
koper,Obalno-kraška,2020,Jul,14.0
iskrba,Jugovzhodna Slovenija,2020,Jul,
sostanj,Savinjska,2020,Jul,6.0
zavodnje,Savinjska,2020,Jul,3.0
skale,Savinjska,2020,Jul,3.0
sv. mohor,Savinjska,2020,Jul,4.0
lj center,Osrednjeslovenska,2020,Jul,29.0
ce gaji,Savinjska,2020,Jul,
mb tezno,Podravska,2020,Jul,10.0
lj bezigrad,Osrednjeslovenska,2020,Avg,13.0
lj celovska,Osrednjeslovenska,2020,Avg,20.0
mb titova,Podravska,2020,Avg,21.0
mb vrbanski,Podravska,2020,Avg,4.0
ce bolnica,Savinjska,2020,Avg,15.0
ms rakican,Pomurska,2020,Avg,6.0
ng grcna,Goriška,2020,Avg,16.0
trbovlje,Zasavska,2020,Avg,10.0
zagorje,Zasavska,2020,Avg,12.0
koper,Obalno-kraška,2020,Avg,12.0
iskrba,Jugovzhodna Slovenija,2020,Avg,
sostanj,Savinjska,2020,Avg,7.0
zavodnje,Savinjska,2020,Avg,3.0
skale,Savinjska,2020,Avg,3.0
sv. mohor,Savinjska,2020,Avg,3.0
lj center,Osrednjeslovenska,2020,Avg,30.0
ce gaji,Savinjska,2020,Avg,
mb tezno,Podravska,2020,Avg,11.0
lj bezigrad,Osrednjeslovenska,2020,Sep,18.0
lj celovska,Osrednjeslovenska,2020,Sep,25.0
mb titova,Podravska,2020,Sep,27.0
mb vrbanski,Podravska,2020,Sep,5.0
ce bolnica,Savinjska,2020,Sep,19.0
ms rakican,Pomurska,2020,Sep,7.0
ng grcna,Goriška,2020,Sep,22.0
trbovlje,Zasavska,2020,Sep,12.0
zagorje,Zasavska,2020,Sep,15.0
koper,Obalno-kraška,2020,Sep,10.0
iskrba,Jugovzhodna Slovenija,2020,Sep,
sostanj,Savinjska,2020,Sep,8.0
zavodnje,Savinjska,2020,Sep,4.0
skale,Savinjska,2020,Sep,5.0
sv. mohor,Savinjska,2020,Sep,4.0
lj center,Osrednjeslovenska,2020,Sep,31.0
ce gaji,Savinjska,2020,Sep,
mb tezno,Podravska,2020,Sep,15.0
lj bezigrad,Osrednjeslovenska,2020,Okt,21.0
lj celovska,Osrednjeslovenska,2020,Okt,25.0
mb titova,Podravska,2020,Okt,27.0
mb vrbanski,Podravska,2020,Okt,8.0
ce bolnica,Savinjska,2020,Okt,19.0
ms rakican,Pomurska,2020,Okt,9.0
ng grcna,Goriška,2020,Okt,21.0
trbovlje,Zasavska,2020,Okt,12.0
zagorje,Zasavska,2020,Okt,17.0
koper,Obalno-kraška,2020,Okt,12.0
iskrba,Jugovzhodna Slovenija,2020,Okt,
sostanj,Savinjska,2020,Okt,8.0
zavodnje,Savinjska,2020,Okt,4.0
skale,Savinjska,2020,Okt,7.0
sv. mohor,Savinjska,2020,Okt,4.0
lj center,Osrednjeslovenska,2020,Okt,31.0
ce gaji,Savinjska,2020,Okt,
mb tezno,Podravska,2020,Okt,20.0
lj bezigrad,Osrednjeslovenska,2020,Nov,24.0
lj celovska,Osrednjeslovenska,2020,Nov,29.0
mb titova,Podravska,2020,Nov,26.0
mb vrbanski,Podravska,2020,Nov,12.0
ce bolnica,Savinjska,2020,Nov,23.0
ms rakican,Pomurska,2020,Nov,13.0
ng grcna,Goriška,2020,Nov,28.0
trbovlje,Zasavska,2020,Nov,19.0
zagorje,Zasavska,2020,Nov,21.0
koper,Obalno-kraška,2020,Nov,18.0
iskrba,Jugovzhodna Slovenija,2020,Nov,
sostanj,Savinjska,2020,Nov,14.0
zavodnje,Savinjska,2020,Nov,10.0
skale,Savinjska,2020,Nov,12.0
sv. mohor,Savinjska,2020,Nov,8.0
lj center,Osrednjeslovenska,2020,Nov,40.0
ce gaji,Savinjska,2020,Nov,
mb tezno,Podravska,2020,Nov,24.0
lj bezigrad,Osrednjeslovenska,2020,Dec,27.0
lj celovska,Osrednjeslovenska,2020,Dec,34.0
mb titova,Podravska,2020,Dec,29.0
mb vrbanski,Podravska,2020,Dec,13.0
ce bolnica,Savinjska,2020,Dec,24.0
ms rakican,Pomurska,2020,Dec,13.0
ng grcna,Goriška,2020,Dec,26.0
trbovlje,Zasavska,2020,Dec,19.0
zagorje,Zasavska,2020,Dec,23.0
koper,Obalno-kraška,2020,Dec,21.0
iskrba,Jugovzhodna Slovenija,2020,Dec,
sostanj,Savinjska,2020,Dec,14.0
zavodnje,Savinjska,2020,Dec,7.0
skale,Savinjska,2020,Dec,13.0
sv. mohor,Savinjska,2020,Dec,9.0
lj center,Osrednjeslovenska,2020,Dec,52.0
ce gaji,Savinjska,2020,Dec,17.0
mb tezno,Podravska,2020,Dec,25.0
lj bezigrad,Osrednjeslovenska,2021,Jan,30.0
lj celovska,Osrednjeslovenska,2021,Jan,37.0
mb titova,Podravska,2021,Jan,31.0
mb vrbanski,Podravska,2021,Jan,11.0
ce bolnica,Savinjska,2021,Jan,29.0
ms rakican,Pomurska,2021,Jan,15.0
ng grcna,Goriška,2021,Jan,28.0
deskle,Goriška,2021,Jan,12.0
trbovlje,Zasavska,2021,Jan,24.0
zagorje,Zasavska,2021,Jan,26.0
novo mesto,Jugovzhodna Slovenija,2021,Jan,17.0
koper,Obalno-kraška,2021,Jan,21.0
iskrba,Jugovzhodna Slovenija,2021,Jan,2.0
sostanj,Savinjska,2021,Jan,13.0
zavodnje,Savinjska,2021,Jan,4.0
skale,Savinjska,2021,Jan,9.0
mobilna tes,Savinjska,2021,Jan,14.0
sv. mohor,Savinjska,2021,Jan,8.0
lj center,Osrednjeslovenska,2021,Jan,45.0
zadobrova,Osrednjeslovenska,2021,Jan,29.0
ce gaji,Savinjska,2021,Jan,24.0
mb tezno,Podravska,2021,Jan,28.0
lj bezigrad,Osrednjeslovenska,2021,Feb,25.0
lj celovska,Osrednjeslovenska,2021,Feb,33.0
mb titova,Podravska,2021,Feb,34.0
mb vrbanski,Podravska,2021,Feb,12.0
ce bolnica,Savinjska,2021,Feb,27.0
ms rakican,Pomurska,2021,Feb,14.0
ng grcna,Goriška,2021,Feb,29.0
deskle,Goriška,2021,Feb,12.0
trbovlje,Zasavska,2021,Feb,19.0
zagorje,Zasavska,2021,Feb,24.0
novo mesto,Jugovzhodna Slovenija,2021,Feb,16.0
koper,Obalno-kraška,2021,Feb,25.0
iskrba,Jugovzhodna Slovenija,2021,Feb,2.0
sostanj,Savinjska,2021,Feb,14.0
zavodnje,Savinjska,2021,Feb,6.0
skale,Savinjska,2021,Feb,9.0
mobilna tes,Savinjska,2021,Feb,15.0
sv. mohor,Savinjska,2021,Feb,7.0
lj center,Osrednjeslovenska,2021,Feb,34.0
zadobrova,Osrednjeslovenska,2021,Feb,21.0
ce gaji,Savinjska,2021,Feb,22.0
mb tezno,Podravska,2021,Feb,31.0
lj bezigrad,Osrednjeslovenska,2021,Mar,27.0
lj celovska,Osrednjeslovenska,2021,Mar,37.0
mb titova,Podravska,2021,Mar,31.0
mb vrbanski,Podravska,2021,Mar,8.0
ce bolnica,Savinjska,2021,Mar,26.0
ms rakican,Pomurska,2021,Mar,11.0
ng grcna,Goriška,2021,Mar,27.0
deskle,Goriška,2021,Mar,11.0
trbovlje,Zasavska,2021,Mar,22.0
zagorje,Zasavska,2021,Mar,24.0
novo mesto,Jugovzhodna Slovenija,2021,Mar,14.0
koper,Obalno-kraška,2021,Mar,18.0
iskrba,Jugovzhodna Slovenija,2021,Mar,2.0
sostanj,Savinjska,2021,Mar,11.0
zavodnje,Savinjska,2021,Mar,5.0
skale,Savinjska,2021,Mar,8.0
mobilna tes,Savinjska,2021,Mar,13.0
sv. mohor,Savinjska,2021,Mar,6.0
lj center,Osrednjeslovenska,2021,Mar,39.0
zadobrova,Osrednjeslovenska,2021,Mar,21.0
ce gaji,Savinjska,2021,Mar,21.0
mb tezno,Podravska,2021,Mar,27.0
lj bezigrad,Osrednjeslovenska,2021,Apr,18.0
lj celovska,Osrednjeslovenska,2021,Apr,26.0
mb titova,Podravska,2021,Apr,23.0
mb vrbanski,Podravska,2021,Apr,4.0
ce bolnica,Savinjska,2021,Apr,18.0
ms rakican,Pomurska,2021,Apr,8.0
ng grcna,Goriška,2021,Apr,18.0
deskle,Goriška,2021,Apr,9.0
trbovlje,Zasavska,2021,Apr,15.0
zagorje,Zasavska,2021,Apr,17.0
novo mesto,Jugovzhodna Slovenija,2021,Apr,10.0
koper,Obalno-kraška,2021,Apr,13.0
iskrba,Jugovzhodna Slovenija,2021,Apr,1.0
sostanj,Savinjska,2021,Apr,7.0
zavodnje,Savinjska,2021,Apr,4.0
skale,Savinjska,2021,Apr,5.0
mobilna tes,Savinjska,2021,Apr,9.0
sv. mohor,Savinjska,2021,Apr,4.0
lj center,Osrednjeslovenska,2021,Apr,27.0
zadobrova,Osrednjeslovenska,2021,Apr,14.0
ce gaji,Savinjska,2021,Apr,13.0
mb tezno,Podravska,2021,Apr,18.0
lj bezigrad,Osrednjeslovenska,2021,Maj,14.0
lj celovska,Osrednjeslovenska,2021,Maj,22.0
mb titova,Podravska,2021,Maj,21.0
mb vrbanski,Podravska,2021,Maj,5.0
ce bolnica,Savinjska,2021,Maj,12.0
ms rakican,Pomurska,2021,Maj,6.0
ng grcna,Goriška,2021,Maj,14.0
deskle,Goriška,2021,Maj,8.0
trbovlje,Zasavska,2021,Maj,11.0
zagorje,Zasavska,2021,Maj,14.0
novo mesto,Jugovzhodna Slovenija,2021,Maj,7.0
koper,Obalno-kraška,2021,Maj,9.0
iskrba,Jugovzhodna Slovenija,2021,Maj,1.0
sostanj,Savinjska,2021,Maj,6.0
zavodnje,Savinjska,2021,Maj,2.0
skale,Savinjska,2021,Maj,4.0
mobilna tes,Savinjska,2021,Maj,6.0
sv. mohor,Savinjska,2021,Maj,2.0
lj center,Osrednjeslovenska,2021,Maj,23.0
zadobrova,Osrednjeslovenska,2021,Maj,11.0
ce gaji,Savinjska,2021,Maj,12.0
mb tezno,Podravska,2021,Maj,13.0
lj bezigrad,Osrednjeslovenska,2021,Jun,15.0
lj celovska,Osrednjeslovenska,2021,Jun,24.0
mb titova,Podravska,2021,Jun,25.0
mb vrbanski,Podravska,2021,Jun,5.0
ce bolnica,Savinjska,2021,Jun,13.0
ms rakican,Pomurska,2021,Jun,7.0
ng grcna,Goriška,2021,Jun,15.0
deskle,Goriška,2021,Jun,7.0
trbovlje,Zasavska,2021,Jun,
zagorje,Zasavska,2021,Jun,14.0
novo mesto,Jugovzhodna Slovenija,2021,Jun,8.0
koper,Obalno-kraška,2021,Jun,13.0
iskrba,Jugovzhodna Slovenija,2021,Jun,1.0
sostanj,Savinjska,2021,Jun,6.0
zavodnje,Savinjska,2021,Jun,2.0
skale,Savinjska,2021,Jun,4.0
mobilna tes,Savinjska,2021,Jun,7.0
sv. mohor,Savinjska,2021,Jun,2.0
lj center,Osrednjeslovenska,2021,Jun,24.0
zadobrova,Osrednjeslovenska,2021,Jun,12.0
ce gaji,Savinjska,2021,Jun,11.0
mb tezno,Podravska,2021,Jun,14.0
lj bezigrad,Osrednjeslovenska,2021,Jul,14.0
lj celovska,Osrednjeslovenska,2021,Jul,23.0
mb titova,Podravska,2021,Jul,24.0
mb vrbanski,Podravska,2021,Jul,5.0
ce bolnica,Savinjska,2021,Jul,14.0
ms rakican,Pomurska,2021,Jul,6.0
ng grcna,Goriška,2021,Jul,16.0
deskle,Goriška,2021,Jul,9.0
trbovlje,Zasavska,2021,Jul,
zagorje,Zasavska,2021,Jul,13.0
novo mesto,Jugovzhodna Slovenija,2021,Jul,7.0
koper,Obalno-kraška,2021,Jul,10.0
iskrba,Jugovzhodna Slovenija,2021,Jul,1.0
sostanj,Savinjska,2021,Jul,8.0
zavodnje,Savinjska,2021,Jul,2.0
skale,Savinjska,2021,Jul,5.0
mobilna tes,Savinjska,2021,Jul,6.0
sv. mohor,Savinjska,2021,Jul,2.0
lj center,Osrednjeslovenska,2021,Jul,32.0
zadobrova,Osrednjeslovenska,2021,Jul,13.0
ce gaji,Savinjska,2021,Jul,10.0
mb tezno,Podravska,2021,Jul,13.0
lj bezigrad,Osrednjeslovenska,2021,Avg,15.0
lj celovska,Osrednjeslovenska,2021,Avg,25.0
mb titova,Podravska,2021,Avg,20.0
mb vrbanski,Podravska,2021,Avg,5.0
ce bolnica,Savinjska,2021,Avg,13.0
ms rakican,Pomurska,2021,Avg,5.0
ng grcna,Goriška,2021,Avg,16.0
deskle,Goriška,2021,Avg,7.0
trbovlje,Zasavska,2021,Avg,
zagorje,Zasavska,2021,Avg,14.0
novo mesto,Jugovzhodna Slovenija,2021,Avg,7.0
koper,Obalno-kraška,2021,Avg,11.0
iskrba,Jugovzhodna Slovenija,2021,Avg,1.0
sostanj,Savinjska,2021,Avg,6.0
zavodnje,Savinjska,2021,Avg,3.0
skale,Savinjska,2021,Avg,4.0
mobilna tes,Savinjska,2021,Avg,6.0
sv. mohor,Savinjska,2021,Avg,3.0
lj center,Osrednjeslovenska,2021,Avg,32.0
zadobrova,Osrednjeslovenska,2021,Avg,11.0
ce gaji,Savinjska,2021,Avg,9.0
mb tezno,Podravska,2021,Avg,12.0
lj bezigrad,Osrednjeslovenska,2021,Sep,21.0
lj celovska,Osrednjeslovenska,2021,Sep,31.0
mb titova,Podravska,2021,Sep,28.0
mb vrbanski,Podravska,2021,Sep,6.0
ce bolnica,Savinjska,2021,Sep,21.0
ms rakican,Pomurska,2021,Sep,7.0
ng grcna,Goriška,2021,Sep,25.0
deskle,Goriška,2021,Sep,8.0
trbovlje,Zasavska,2021,Sep,
zagorje,Zasavska,2021,Sep,18.0
novo mesto,Jugovzhodna Slovenija,2021,Sep,10.0
koper,Obalno-kraška,2021,Sep,12.0
iskrba,Jugovzhodna Slovenija,2021,Sep,1.0
sostanj,Savinjska,2021,Sep,9.0
zavodnje,Savinjska,2021,Sep,3.0
skale,Savinjska,2021,Sep,5.0
mobilna tes,Savinjska,2021,Sep,10.0
sv. mohor,Savinjska,2021,Sep,5.0
lj center,Osrednjeslovenska,2021,Sep,39.0
zadobrova,Osrednjeslovenska,2021,Sep,13.0
ce gaji,Savinjska,2021,Sep,15.0
mb tezno,Podravska,2021,Sep,19.0
lj bezigrad,Osrednjeslovenska,2021,Okt,25.0
lj celovska,Osrednjeslovenska,2021,Okt,33.0
mb titova,Podravska,2021,Okt,26.0
mb vrbanski,Podravska,2021,Okt,9.0
ce bolnica,Savinjska,2021,Okt,22.0
ms rakican,Pomurska,2021,Okt,9.0
ng grcna,Goriška,2021,Okt,27.0
deskle,Goriška,2021,Okt,9.0
trbovlje,Zasavska,2021,Okt,
zagorje,Zasavska,2021,Okt,17.0
novo mesto,Jugovzhodna Slovenija,2021,Okt,12.0
koper,Obalno-kraška,2021,Okt,12.0
iskrba,Jugovzhodna Slovenija,2021,Okt,1.0
sostanj,Savinjska,2021,Okt,19.0
zavodnje,Savinjska,2021,Okt,4.0
skale,Savinjska,2021,Okt,7.0
mobilna tes,Savinjska,2021,Okt,9.0
sv. mohor,Savinjska,2021,Okt,7.0
lj center,Osrednjeslovenska,2021,Okt,29.0
zadobrova,Osrednjeslovenska,2021,Okt,16.0
ce gaji,Savinjska,2021,Okt,10.0
mb tezno,Podravska,2021,Okt,19.0
lj bezigrad,Osrednjeslovenska,2021,Nov,28.0
lj celovska,Osrednjeslovenska,2021,Nov,36.0
mb titova,Podravska,2021,Nov,28.0
mb vrbanski,Podravska,2021,Nov,13.0
ce bolnica,Savinjska,2021,Nov,24.0
ms rakican,Pomurska,2021,Nov,14.0
