Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,100,110,159,89,71,73,85,76,84,72,95,125
Maribor,86,90,95,106,92,73,89,92,68,71,89,102
Celje,104,122,104,79,89,56,55,58,72,61,119,83
Trbovlje,53,69,69,73,68,74,67,70,73,76,42,76
Nova Gorica,72,85,95,80,65,80,66,65,60,51,99,101
Murska S.-Rakičan,81,84,65,48,53,46,40,41,39,45,54,45
Zavodnje,67,72,90,84,73,70,90,46,87,51,55,90
Škale,63,53,50,44,50,36,31,52,69,29,54,45
Kovk,278,39,70,112,71,131,89,107,45,62,88,203
Sv.Mohor,44,41,34,32,44,/,16,28,23,27,46,26
Vnajnarje,48,54,37,22,15,14,16,23,/,/,/,36
EIS Celje,119,109,142,146,130,/,66,61,/,/,101,/
