Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,192,136,130,92,91,84,69,85,108,77,76,99
Maribor,140,136,157,109,124,124,102,90,92,81,104,89
Celje,143,118,107,88,99,66,68,102,82,66,65,90
Trbovlje,124,128,118,88,87,68,76,77,80,65,56,75
Nova Gorica,115,100,125,111,87,71,63,68,114,69,63,97
Murska S.-Rakičan,112,91,80,57,56,46,55,56,64,49,44,39
Zavodnje,62,110,121,69,112,71,40,66,113,68,63,62
Škale,75,82,81,77,94,97,44,81,37,38,59,48
Kovk,207,22,31,22,28,21,22,18,21,34,49,199
Vnajnarje,72,27,52,32,18,33,17,22,44,35,39,40
