Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana F.,324,164,111,83,/,87,76,91,94,143,137,205
Maribor,117,117,182,108,63,90,74,74,94,86,82,129
Celje,/,/ ,198,109,101,78,72,/,64,63,87,164
Trbovlje,85,131,88,80,70,63,56,59,81,78,84,90
Zavodnje,57,67,54,82,58,49,47,76,52,62,58,91
Škale,49,53,85,58,51,69,67,55,66,41,33,50
Kovk,37,32,51,41,56,52,28,30,26,34,29,48
Vnajnarje,4,6,6,3,3,13,23,8,59,52,40,50
EIS Celje,/,178,150,110,104,99,80,/,/,92,84,/
Škale,104,180,134,123,126,93,68,78,160,110,104,295
