Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
ljubljana bež.,51,44,47,38,30,31,37,38,39,36,45,52
maribor,58,50,67,48,38,32,39,43,43,45,44,49
celje,60,51,54,40,34,30,36,38,38,36,25,34
trbovlje,43,44,55,45,31,29,30,32,40,37,34,82
zagorje,49,50,62,43,31,35,37,37,40,45,50,63
nova gorica,36,42,38,31,25,31,33,34,34,33,38,36
murska s.-rakičan,41,29,36,30,25,26,32,27,29,29,29,41
eis-celje,48,48,43,35,17,27,28,27,30,31,36,40
mo maribor,35,38,45,37,37,33,32,31,33,35,44,49
pesje,25,28,35,28,22,19,24,24,24,24,21,29
škale,25,26,30,25,19,18,21,21,22,22,22,31
prapretno,31,26,37,32,25,26,35,29,28,25,28,37
