Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,112.0,41.0,20.0,16.0,15.0,13,17,18,29,41,54,59
LJ Celovška,,,,,,33,32,33,46,57,70,89
MB Titova,90.0,58.0,36.0,23.0,32.0,37,36,34,49,58,60,67
MB Vrbanski,108.0,53.0,31.0,26.0,19.0,18,17,20,28,35,51,49
CE bolnica,33.0,23.0,14.0,14.0,14.0,13,8,7,10,16,22,20
MS Rakičan,109.0,65.0,30.0,16.0,17.0,20,21,22,34,46,63,70
NG Grčna,66.0,32.0,22.0,21.0,15.0,14,14,15,22,27,40,37
Trbovlje,69.0,37.0,24.0,16.0,14.0,12,20,21,29,39,52,53
Zagorje,38.0,28.0,19.0,13.0,11.0,11,16,13,12,15,22,30
Koper,36.0,20.0,11.0,10.0,9.0,7,8,10,12,13,24,21
Šoštanj,11.0,6.0,5.0,5.0,4.0,3,3,4,5,6,13,9
Skale,18.0,10.0,7.0,6.0,4.0,5,4,5,10,12,19,19
Sv. Mohor,15.0,6.0,5.0,5.0,4.0,4,2,4,4,6,9,11
LJ Center,222.0,114.0,62.0,39.0,41.0,48,49,52,69,86,98,119
CE Gaji,69.0,39.0,28.0,29.0,20.0,33,70,67,22,51,43,43
MB Tezno,103.0,53.0,31.0,24.0,16.0,18,13,15,23,42,52,45
