Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,72,89,37,33,24,22,20,20,27,43,50,92.0
Maribor,83,81,54,43,38,35,29,28,34,52,56,67.0
Celje,88,92,55,40,22,21,19,19,34,47,53,82.0
MS Rakičan,26,26,17,12,8,9,10,10,14,19,19,29.0
Nova Gorica,102,79,50,35,27,25,23,24,36,59,56,74.0
Trbovlje,41,55,41,38,21,17,14,17,20,23,40,58.0
Zagorje,49,58,37,30,21,18,18,17,27,38,44,57.0
Koper,24,28,21,18,15,15,15,13,13,13,11,25.0
Šoštanj,21,21,15,9,6,10,12,10,11,16,15,16.0
Zavodnje,8,9,6,6,4,4,3,4,5,7,6,6.0
Škale,12,12,6,7,9,5,7,5,5,7,9,9.0
Sv. Mohor,10,10,5,5,4,4,4,3,5,5,9,7.0
LJ Center,148,168,101,92,64,57,75,72,102,123,144,
CE Gaji,71,65,42,43,45,50,48,23,25,32,41,38.0
MB Vrbanski,35,31,18,17,13,11,9,7,7,11,21,45.0
