Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,106.0,47.0,42.0,28.0,22.0,31.0,26.0,25.0,35.0,45.0,66.0,96.0
Maribor,67.0,66.0,65.0,42.0,46.0,39.0,37.0,39.0,50.0,59.0,100.0,96.0
Celje,88.0,67.0,61.0,24.0,22.0,18.0,17.0,18.0,26.0,49.0,60.0,82.0
Trbovlje,52.0,40.0,46.0,29.0,32.0,33.0,27.0,30.0,32.0,57.0,50.0,56.0
Nova Gorica,69.0,53.0,50.0,31.0,27.0,22.0,20.0,19.0,33.0,45.0,52.0,75.0
Murska S.-Rakičan,26.0,33.0,20.0,16.0,12.0,14.0,12.0,12.0,14.0,22.0,28.0,38.0
Zavodnje,17.0,12.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0
Škale,8.0,10.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,8.0,18.0,17.0
Kovk,11.0,10.0,16.0,10.0,10.0,11.0,11.0,10.0,10.0,11.0,20.0,12.0
EIS TEB,9.0,4.0,5.0,4.0,6.0,3.0,2.0,2.0,4.0,4.0,7.0,6.0
Vnajnarje,9.0,7.0,6.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,13.0
EIS Celje,,,,,,,,,,,,
