Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,87,54,36,37,25,21,28,30,44,80,100,79.0
Maribor,102,91,58,50,42,41,36,36,44,67,88,98.0
Celje,72,67,37,36,22,17,17,16,27,47,59,58.0
Trbovlje,58,44,36,30,22,40,37,28,35,48,55,47.0
Murska S.-Rakičan,43,34,20,17,12,12,12,12,14,22,33,35.0
Nova Gorica,72,69,40,45,33,31,26,28,38,61,70,81.0
Koper,51,51,27,24,19,19,16,16,16,24,30,37.0
Vnajnarje,9,8,6,4,3,2,2,3,3,4,6,11.0
Zavodnje,13,12,5,5,4,2,3,3,2,9,6,10.0
Škale,16,14,10,9,7,5,5,7,12,13,18,
Kovk,15,13,11,13,8,9,7,5,6,10,16,14.0
EIS TEB (Sv.Mohor),15,6,8,6,6,8,9,7,7,5,10,15.0
