Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana F.,119,113,51,85,38,42,25,16,58,66,125,86
Maribor,129,84,82,59,60,50,41,43,66,76,86,80
Celje,116,77,38,26,24,26,25,28,33,33,68,60
Trbovlje,83,70,50,39,36,39,33,42,49,49,60,53
Zavodnje,18,11,11,5,9,9,5,6,9,5,6,10
Škale,19,14,13,8,8,7,6,6,6,7,9,11
Kovk,12,10,13,8,7,7,2,5,8,5,9,14
Vnajnarje,8,6,3,3,2,3,3,3,3,4,6,11
