Postaja,Leto,Mesec,SO2
brestanica-sv.mohor,2009,Avg,25.0
ljubljana b.,2009,Sep,6.0
ljubljana center,2009,Sep,7.0
maribor center,2009,Sep,4.0
celje,2009,Sep,5.0
trbovlje,2009,Sep,7.0
hrastnik,2009,Sep,6.0
zagorje,2009,Sep,
nova gorica,2009,Sep,5.0
vnajnarje,2009,Sep,
sostanj,2009,Sep,12.0
topolsica,2009,Sep,15.0
veliki vrh,2009,Sep,28.0
zavodnje,2009,Sep,28.0
velenje,2009,Sep,5.0
graska gora,2009,Sep,13.0
pesje,2009,Sep,4.0
skale,2009,Sep,11.0
kovk,2009,Sep,25.0
dobovec,2009,Sep,12.0
kum,2009,Sep,10.0
ravenska vas,2009,Sep,16.0
brestanica-sv.mohor,2009,Sep,32.0
ljubljana b.,2009,Okt,3.0
ljubljana center,2009,Okt,7.0
maribor center,2009,Okt,10.0
celje,2009,Okt,6.0
trbovlje,2009,Okt,9.0
hrastnik,2009,Okt,8.0
zagorje,2009,Okt,
nova gorica,2009,Okt,8.0
vnajnarje,2009,Okt,
sostanj,2009,Okt,7.0
topolsica,2009,Okt,9.0
veliki vrh,2009,Okt,15.0
zavodnje,2009,Okt,69.0
velenje,2009,Okt,5.0
graska gora,2009,Okt,9.0
pesje,2009,Okt,5.0
skale,2009,Okt,10.0
kovk,2009,Okt,28.0
dobovec,2009,Okt,14.0
kum,2009,Okt,12.0
ravenska vas,2009,Okt,15.0
brestanica-sv.mohor,2009,Okt,25.0
ljubljana b.,2009,Nov,4.0
ljubljana center,2009,Nov,2.0
maribor center,2009,Nov,24.0
celje,2009,Nov,13.0
trbovlje,2009,Nov,6.0
hrastnik,2009,Nov,12.0
zagorje,2009,Nov,
nova gorica,2009,Nov,5.0
vnajnarje,2009,Nov,
sostanj,2009,Nov,31.0
topolsica,2009,Nov,11.0
veliki vrh,2009,Nov,36.0
zavodnje,2009,Nov,27.0
velenje,2009,Nov,5.0
graska gora,2009,Nov,7.0
pesje,2009,Nov,11.0
skale,2009,Nov,15.0
kovk,2009,Nov,33.0
dobovec,2009,Nov,28.0
kum,2009,Nov,11.0
ravenska vas,2009,Nov,12.0
brestanica-sv.mohor,2009,Nov,33.0
ljubljana b.,2009,Dec,5.0
ljubljana center,2009,Dec,7.0
maribor center,2009,Dec,18.0
celje,2009,Dec,10.0
trbovlje,2009,Dec,6.0
hrastnik,2009,Dec,10.0
zagorje,2009,Dec,
nova gorica,2009,Dec,9.0
vnajnarje,2009,Dec,
sostanj,2009,Dec,8.0
topolsica,2009,Dec,12.0
veliki vrh,2009,Dec,42.0
zavodnje,2009,Dec,14.0
velenje,2009,Dec,3.0
graska gora,2009,Dec,4.0
pesje,2009,Dec,14.0
skale,2009,Dec,20.0
kovk,2009,Dec,30.0
dobovec,2009,Dec,19.0
kum,2009,Dec,12.0
ravenska vas,2009,Dec,25.0
brestanica-sv.mohor,2009,Dec,36.0
ljubljana bezigrad,2010,Jan,14.0
ljubljana center,2010,Jan,9.0
celje,2010,Jan,26.0
trbovlje,2010,Jan,7.0
hrastnik,2010,Jan,21.0
zagorje,2010,Jan,29.0
iskrba,2010,Jan,20.0
vnajnarje,2010,Jan,20.0
sostanj,2010,Jan,12.0
topolsica,2010,Jan,10.0
veliki vrh,2010,Jan,25.0
zavodnje,2010,Jan,22.0
velenje,2010,Jan,14.0
graska gora,2010,Jan,11.0
pesje,2010,Jan,19.0
skale,2010,Jan,10.0
kovk,2010,Jan,21.0
dobovec,2010,Jan,19.0
kum,2010,Jan,16.0
ravenska vas,2010,Jan,30.0
brestanica-sv.mohor,2010,Jan,28.0
ljubljana bezigrad,2010,Feb,9.0
ljubljana center,2010,Feb,10.0
celje,2010,Feb,15.0
trbovlje,2010,Feb,5.0
hrastnik,2010,Feb,15.0
zagorje,2010,Feb,18.0
iskrba,2010,Feb,12.4
vnajnarje,2010,Feb,14.0
sostanj,2010,Feb,11.0
topolsica,2010,Feb,8.0
veliki vrh,2010,Feb,20.0
zavodnje,2010,Feb,16.0
velenje,2010,Feb,11.0
graska gora,2010,Feb,17.0
pesje,2010,Feb,14.0
skale,2010,Feb,14.0
kovk,2010,Feb,26.0
dobovec,2010,Feb,20.0
kum,2010,Feb,19.0
ravenska vas,2010,Feb,26.0
brestanica-sv.mohor,2010,Feb,35.0
ljubljana bezigrad,2010,Mar,5.0
ljubljana center,2010,Mar,10.0
celje,2010,Mar,13.0
trbovlje,2010,Mar,4.0
hrastnik,2010,Mar,12.0
zagorje,2010,Mar,10.0
iskrba,2010,Mar,2.7
vnajnarje,2010,Mar,12.0
sostanj,2010,Mar,24.0
topolsica,2010,Mar,6.0
veliki vrh,2010,Mar,20.0
zavodnje,2010,Mar,18.0
velenje,2010,Mar,3.0
graska gora,2010,Mar,12.0
pesje,2010,Mar,8.0
skale,2010,Mar,9.0
kovk,2010,Mar,29.0
dobovec,2010,Mar,20.0
kum,2010,Mar,25.0
ravenska vas,2010,Mar,24.0
brestanica-sv.mohor,2010,Mar,28.0
ljubljana bezigrad,2010,Apr,4.0
ljubljana center,2010,Apr,11.0
celje,2010,Apr,8.0
trbovlje,2010,Apr,12.0
hrastnik,2010,Apr,2.0
zagorje,2010,Apr,8.0
iskrba,2010,Apr,2.4
vnajnarje,2010,Apr,10.0
sostanj,2010,Apr,29.0
topolsica,2010,Apr,4.0
veliki vrh,2010,Apr,17.0
zavodnje,2010,Apr,13.0
velenje,2010,Apr,4.0
graska gora,2010,Apr,4.0
pesje,2010,Apr,11.0
skale,2010,Apr,5.0
kovk,2010,Apr,9.0
dobovec,2010,Apr,4.0
kum,2010,Apr,31.0
ravenska vas,2010,Apr,15.0
brestanica-sv.mohor,2010,Apr,22.0
ljubljana bezigrad,2010,Maj,3.0
ljubljana center,2010,Maj,6.0
celje,2010,Maj,11.0
trbovlje,2010,Maj,11.0
hrastnik,2010,Maj,2.0
zagorje,2010,Maj,10.0
iskrba,2010,Maj,2.5
vnajnarje,2010,Maj,6.0
sostanj,2010,Maj,35.0
topolsica,2010,Maj,6.0
veliki vrh,2010,Maj,17.0
zavodnje,2010,Maj,19.0
velenje,2010,Maj,6.0
graska gora,2010,Maj,10.0
pesje,2010,Maj,13.0
skale,2010,Maj,26.0
kovk,2010,Maj,8.0
dobovec,2010,Maj,4.0
kum,2010,Maj,37.0
ravenska vas,2010,Maj,9.0
brestanica-sv.mohor,2010,Maj,29.0
ljubljana bezigrad,2010,Jun,2.0
ljubljana center,2010,Jun,7.0
celje,2010,Jun,6.0
trbovlje,2010,Jun,1.0
hrastnik,2010,Jun,3.0
zagorje,2010,Jun,11.0
iskrba,2010,Jun,7.2
vnajnarje,2010,Jun,8.0
sostanj,2010,Jun,12.0
topolsica,2010,Jun,7.0
veliki vrh,2010,Jun,14.0
zavodnje,2010,Jun,19.0
velenje,2010,Jun,6.0
graska gora,2010,Jun,9.0
pesje,2010,Jun,10.0
skale,2010,Jun,18.0
kovk,2010,Jun,7.0
dobovec,2010,Jun,3.0
kum,2010,Jun,13.0
ravenska vas,2010,Jun,7.0
brestanica-sv.mohor,2010,Jun,41.0
ljubljana bezigrad,2010,Jul,2.0
ljubljana center,2010,Jul,7.0
celje,2010,Jul,7.0
trbovlje,2010,Jul,2.0
hrastnik,2010,Jul,3.0
zagorje,2010,Jul,7.0
iskrba,2010,Jul,2.3
vnajnarje,2010,Jul,7.0
sostanj,2010,Jul,35.0
topolsica,2010,Jul,5.0
veliki vrh,2010,Jul,28.0
zavodnje,2010,Jul,10.0
velenje,2010,Jul,5.0
graska gora,2010,Jul,4.0
pesje,2010,Jul,13.0
skale,2010,Jul,15.0
kovk,2010,Jul,9.0
dobovec,2010,Jul,8.0
kum,2010,Jul,15.0
ravenska vas,2010,Jul,9.0
brestanica-sv.mohor,2010,Jul,25.0
ljubljana bezigrad,2010,Avg,2.0
ljubljana center,2010,Avg,8.0
celje,2010,Avg,3.0
trbovlje,2010,Avg,4.0
hrastnik,2010,Avg,6.0
zagorje,2010,Avg,8.0
iskrba,2010,Avg,6.2
vnajnarje,2010,Avg,8.0
sostanj,2010,Avg,15.0
topolsica,2010,Avg,8.0
veliki vrh,2010,Avg,15.0
zavodnje,2010,Avg,20.0
velenje,2010,Avg,7.0
graska gora,2010,Avg,6.0
pesje,2010,Avg,17.0
skale,2010,Avg,17.0
kovk,2010,Avg,27.0
dobovec,2010,Avg,17.0
kum,2010,Avg,8.0
ravenska vas,2010,Avg,21.0
brestanica-sv.mohor,2010,Avg,30.0
ljubljana bezigrad,2010,Sep,2.0
ljubljana center,2010,Sep,5.0
celje,2010,Sep,6.0
trbovlje,2010,Sep,6.0
hrastnik,2010,Sep,10.0
zagorje,2010,Sep,12.0
iskrba,2010,Sep,3.7
vnajnarje,2010,Sep,9.0
sostanj,2010,Sep,15.0
topolsica,2010,Sep,4.0
veliki vrh,2010,Sep,24.0
zavodnje,2010,Sep,12.0
velenje,2010,Sep,3.0
graska gora,2010,Sep,4.0
pesje,2010,Sep,15.0
skale,2010,Sep,16.0
kovk,2010,Sep,14.0
dobovec,2010,Sep,35.0
kum,2010,Sep,11.0
ravenska vas,2010,Sep,38.0
brestanica-sv.mohor,2010,Sep,20.0
ljubljana bezigrad,2010,Okt,4.0
ljubljana center,2010,Okt,5.0
celje,2010,Okt,10.0
trbovlje,2010,Okt,5.0
hrastnik,2010,Okt,8.0
zagorje,2010,Okt,10.0
iskrba,2010,Okt,3.0
vnajnarje,2010,Okt,7.0
sostanj,2010,Okt,13.0
topolsica,2010,Okt,5.0
veliki vrh,2010,Okt,15.0
zavodnje,2010,Okt,13.0
velenje,2010,Okt,6.0
graska gora,2010,Okt,7.0
pesje,2010,Okt,25.0
skale,2010,Okt,9.0
kovk,2010,Okt,10.0
dobovec,2010,Okt,26.0
kum,2010,Okt,10.0
ravenska vas,2010,Okt,21.0
brestanica-sv.mohor,2010,Okt,19.0
ljubljana bezigrad,2010,Nov,7.0
ljubljana center,2010,Nov,5.0
celje,2010,Nov,11.0
trbovlje,2010,Nov,6.0
hrastnik,2010,Nov,7.0
zagorje,2010,Nov,12.0
iskrba,2010,Nov,2.3
vnajnarje,2010,Nov,6.0
sostanj,2010,Nov,15.0
topolsica,2010,Nov,6.0
veliki vrh,2010,Nov,8.0
zavodnje,2010,Nov,19.0
velenje,2010,Nov,7.0
graska gora,2010,Nov,8.0
pesje,2010,Nov,22.0
skale,2010,Nov,18.0
kovk,2010,Nov,17.0
dobovec,2010,Nov,20.0
kum,2010,Nov,9.0
ravenska vas,2010,Nov,25.0
brestanica-sv.mohor,2010,Nov,22.0
ljubljana bezigrad,2010,Dec,5.0
ljubljana center,2010,Dec,12.0
celje,2010,Dec,14.0
trbovlje,2010,Dec,18.0
hrastnik,2010,Dec,14.0
zagorje,2010,Dec,13.0
iskrba,2010,Dec,
vnajnarje,2010,Dec,9.0
sostanj,2010,Dec,85.0
topolsica,2010,Dec,8.0
veliki vrh,2010,Dec,9.0
zavodnje,2010,Dec,13.0
velenje,2010,Dec,5.0
graska gora,2010,Dec,9.0
pesje,2010,Dec,7.0
skale,2010,Dec,14.0
kovk,2010,Dec,26.0
dobovec,2010,Dec,22.0
kum,2010,Dec,9.0
ravenska vas,2010,Dec,12.0
brestanica-sv.mohor,2010,Dec,28.0
ljubljana bezigrad,2011,Jan,10.0
ljubljana center,2011,Jan,12.0
maribor center,2011,Jan,8.0
celje,2011,Jan,10.0
trbovlje,2011,Jan,17.0
hrastnik,2011,Jan,8.0
zagorje,2011,Jan,15.0
vnajnarje,2011,Jan,14.0
sostanj,2011,Jan,12.0
topolsica,2011,Jan,10.0
veliki vrh,2011,Jan,35.0
zavodnje,2011,Jan,32.0
velenje,2011,Jan,9.0
graska gora,2011,Jan,19.0
pesje,2011,Jan,13.0
skale,2011,Jan,24.0
kovk,2011,Jan,23.0
dobovec,2011,Jan,17.0
kum,2011,Jan,9.0
ravenska vas,2011,Jan,16.0
brestanica-sv.mohor,2011,Jan,16.0
ljubljana bezigrad,2011,Feb,12.0
ljubljana center,2011,Feb,11.0
maribor center,2011,Feb,17.0
celje,2011,Feb,17.0
trbovlje,2011,Feb,22.0
hrastnik,2011,Feb,14.0
zagorje,2011,Feb,37.0
vnajnarje,2011,Feb,19.0
sostanj,2011,Feb,13.0
topolsica,2011,Feb,12.0
veliki vrh,2011,Feb,42.0
zavodnje,2011,Feb,18.0
velenje,2011,Feb,12.0
graska gora,2011,Feb,17.0
pesje,2011,Feb,14.0
skale,2011,Feb,20.0
kovk,2011,Feb,32.0
dobovec,2011,Feb,26.0
kum,2011,Feb,11.0
ravenska vas,2011,Feb,46.0
brestanica-sv.mohor,2011,Feb,31.0
ljubljana bezigrad,2011,Mar,16.0
ljubljana center,2011,Mar,14.0
maribor center,2011,Mar,19.0
celje,2011,Mar,22.0
trbovlje,2011,Mar,24.0
hrastnik,2011,Mar,19.0
zagorje,2011,Mar,21.0
vnajnarje,2011,Mar,18.0
sostanj,2011,Mar,19.0
topolsica,2011,Mar,13.0
veliki vrh,2011,Mar,36.0
zavodnje,2011,Mar,20.0
velenje,2011,Mar,15.0
graska gora,2011,Mar,13.0
pesje,2011,Mar,19.0
skale,2011,Mar,19.0
kovk,2011,Mar,27.0
dobovec,2011,Mar,14.0
kum,2011,Mar,11.0
ravenska vas,2011,Mar,29.0
brestanica-sv.mohor,2011,Mar,24.0
ljubljana bezigrad,2011,Apr,3.0
ljubljana center,2011,Apr,7.0
maribor center,2011,Apr,3.0
celje,2011,Apr,5.0
trbovlje,2011,Apr,11.0
hrastnik,2011,Apr,7.0
zagorje,2011,Apr,11.0
vnajnarje,2011,Apr,8.0
sostanj,2011,Apr,13.0
topolsica,2011,Apr,10.0
veliki vrh,2011,Apr,30.0
zavodnje,2011,Apr,11.0
velenje,2011,Apr,3.0
graska gora,2011,Apr,6.0
pesje,2011,Apr,10.0
skale,2011,Apr,6.0
kovk,2011,Apr,26.0
dobovec,2011,Apr,15.0
kum,2011,Apr,7.0
ravenska vas,2011,Apr,15.0
brestanica-sv.mohor,2011,Apr,5.0
ljubljana bezigrad,2011,Maj,3.0
ljubljana center,2011,Maj,9.0
maribor center,2011,Maj,6.0
celje,2011,Maj,10.0
trbovlje,2011,Maj,11.0
hrastnik,2011,Maj,8.0
zagorje,2011,Maj,8.0
vnajnarje,2011,Maj,11.0
sostanj,2011,Maj,6.0
topolsica,2011,Maj,5.0
veliki vrh,2011,Maj,21.0
zavodnje,2011,Maj,8.0
velenje,2011,Maj,5.0
graska gora,2011,Maj,6.0
pesje,2011,Maj,9.0
skale,2011,Maj,7.0
kovk,2011,Maj,14.0
dobovec,2011,Maj,21.0
kum,2011,Maj,18.0
ravenska vas,2011,Maj,19.0
brestanica-sv.mohor,2011,Maj,5.0
ljubljana bezigrad,2011,Jun,2.0
ljubljana center,2011,Jun,5.0
maribor center,2011,Jun,2.0
celje,2011,Jun,8.0
trbovlje,2011,Jun,9.0
hrastnik,2011,Jun,6.0
zagorje,2011,Jun,9.0
vnajnarje,2011,Jun,5.0
sostanj,2011,Jun,7.0
topolsica,2011,Jun,3.0
veliki vrh,2011,Jun,22.0
zavodnje,2011,Jun,6.0
velenje,2011,Jun,5.0
graska gora,2011,Jun,3.0
pesje,2011,Jun,8.0
skale,2011,Jun,12.0
kovk,2011,Jun,22.0
dobovec,2011,Jun,14.0
kum,2011,Jun,8.0
ravenska vas,2011,Jun,16.0
brestanica-sv.mohor,2011,Jun,3.0
ljubljana bezigrad,2011,Jul,5.0
ljubljana center,2011,Jul,7.0
maribor center,2011,Jul,3.0
celje,2011,Jul,7.0
trbovlje,2011,Jul,8.0
hrastnik,2011,Jul,8.0
zagorje,2011,Jul,7.0
vnajnarje,2011,Jul,8.0
sostanj,2011,Jul,9.0
topolsica,2011,Jul,12.0
veliki vrh,2011,Jul,21.0
zavodnje,2011,Jul,12.0
velenje,2011,Jul,3.0
graska gora,2011,Jul,8.0
pesje,2011,Jul,9.0
skale,2011,Jul,14.0
kovk,2011,Jul,22.0
dobovec,2011,Jul,21.0
kum,2011,Jul,7.0
ravenska vas,2011,Jul,17.0
brestanica-sv.mohor,2011,Jul,3.0
ljubljana bezigrad,2011,Avg,3.0
ljubljana center,2011,Avg,5.0
maribor center,2011,Avg,4.0
celje,2011,Avg,7.0
trbovlje,2011,Avg,19.0
hrastnik,2011,Avg,8.0
zagorje,2011,Avg,36.0
vnajnarje,2011,Avg,7.0
sostanj,2011,Avg,13.0
topolsica,2011,Avg,9.0
veliki vrh,2011,Avg,28.0
zavodnje,2011,Avg,18.0
velenje,2011,Avg,12.0
graska gora,2011,Avg,5.0
pesje,2011,Avg,12.0
skale,2011,Avg,11.0
kovk,2011,Avg,21.0
dobovec,2011,Avg,109.0
kum,2011,Avg,4.0
ravenska vas,2011,Avg,72.0
brestanica-sv.mohor,2011,Avg,4.0
ljubljana bezigrad,2011,Sep,4.0
ljubljana center,2011,Sep,6.0
maribor center,2011,Sep,6.0
celje,2011,Sep,7.0
trbovlje,2011,Sep,8.0
hrastnik,2011,Sep,8.0
zagorje,2011,Sep,37.0
vnajnarje,2011,Sep,9.0
sostanj,2011,Sep,13.0
topolsica,2011,Sep,10.0
veliki vrh,2011,Sep,10.0
zavodnje,2011,Sep,11.0
velenje,2011,Sep,12.0
graska gora,2011,Sep,2.0
pesje,2011,Sep,9.0
skale,2011,Sep,16.0
kovk,2011,Sep,31.0
dobovec,2011,Sep,26.0
kum,2011,Sep,7.0
ravenska vas,2011,Sep,50.0
brestanica-sv.mohor,2011,Sep,6.0
ljubljana bezigrad,2011,Okt,3.0
ljubljana center,2011,Okt,4.0
maribor center,2011,Okt,6.0
celje,2011,Okt,8.0
trbovlje,2011,Okt,12.0
hrastnik,2011,Okt,7.0
zagorje,2011,Okt,14.0
vnajnarje,2011,Okt,6.0
sostanj,2011,Okt,12.0
topolsica,2011,Okt,6.0
veliki vrh,2011,Okt,14.0
zavodnje,2011,Okt,17.0
velenje,2011,Okt,4.0
graska gora,2011,Okt,4.0
pesje,2011,Okt,11.0
skale,2011,Okt,10.0
kovk,2011,Okt,28.0
dobovec,2011,Okt,24.0
kum,2011,Okt,14.0
ravenska vas,2011,Okt,25.0
brestanica-sv.mohor,2011,Okt,5.0
ljubljana bezigrad,2011,Nov,19.0
ljubljana center,2011,Nov,6.0
maribor center,2011,Nov,9.0
celje,2011,Nov,14.0
trbovlje,2011,Nov,29.0
hrastnik,2011,Nov,39.0
zagorje,2011,Nov,16.0
vnajnarje,2011,Nov,28.0
sostanj,2011,Nov,9.0
topolsica,2011,Nov,6.0
veliki vrh,2011,Nov,23.0
zavodnje,2011,Nov,31.0
velenje,2011,Nov,5.0
graska gora,2011,Nov,5.0
pesje,2011,Nov,11.0
skale,2011,Nov,12.0
kovk,2011,Nov,56.0
dobovec,2011,Nov,110.0
kum,2011,Nov,15.0
ravenska vas,2011,Nov,37.0
brestanica-sv.mohor,2011,Nov,18.0
ljubljana bezigrad,2011,Dec,7.0
ljubljana center,2011,Dec,6.0
maribor center,2011,Dec,6.0
celje,2011,Dec,16.0
trbovlje,2011,Dec,11.0
hrastnik,2011,Dec,9.0
zagorje,2011,Dec,3.0
vnajnarje,2011,Dec,5.0
sostanj,2011,Dec,28.0
topolsica,2011,Dec,9.0
veliki vrh,2011,Dec,16.0
zavodnje,2011,Dec,16.0
velenje,2011,Dec,6.0
graska gora,2011,Dec,10.0
pesje,2011,Dec,15.0
skale,2011,Dec,15.0
kovk,2011,Dec,24.0
dobovec,2011,Dec,11.0
kum,2011,Dec,18.0
ravenska vas,2011,Dec,14.0
brestanica-sv.mohor,2011,Dec,5.0
ljubljana bezigrad,2012,Jan,15.0
ljubljana center,2012,Jan,9.0
maribor center,2012,Jan,10.0
celje,2012,Jan,15.0
trbovlje,2012,Jan,19.0
hrastnik,2012,Jan,11.0
zagorje,2012,Jan,14.0
zelena trava,2012,Jan,7.0
vnajnarje,2012,Jan,4.0
sostanj,2012,Jan,16.0
topolsica,2012,Jan,4.0
veliki vrh,2012,Jan,16.0
zavodnje,2012,Jan,13.0
velenje,2012,Jan,8.0
graska gora,2012,Jan,10.0
pesje,2012,Jan,13.0
skale,2012,Jan,19.0
kovk,2012,Jan,18.0
dobovec,2012,Jan,25.0
kum,2012,Jan,20.0
ravenska vas,2012,Jan,21.0
brestanica-sv.mohor,2012,Jan,11.0
ljubljana bezigrad,2012,Feb,25.0
ljubljana center,2012,Feb,20.0
maribor center,2012,Feb,27.0
celje,2012,Feb,34.0
trbovlje,2012,Feb,35.0
hrastnik,2012,Feb,27.0
zagorje,2012,Feb,26.0
zelena trava,2012,Feb,28.0
vnajnarje,2012,Feb,16.0
sostanj,2012,Feb,19.0
topolsica,2012,Feb,11.0
veliki vrh,2012,Feb,24.0
zavodnje,2012,Feb,16.0
velenje,2012,Feb,11.0
graska gora,2012,Feb,15.0
pesje,2012,Feb,24.0
skale,2012,Feb,17.0
kovk,2012,Feb,32.0
dobovec,2012,Feb,36.0
kum,2012,Feb,30.0
ravenska vas,2012,Feb,36.0
brestanica-sv.mohor,2012,Feb,28.0
ljubljana bezigrad,2012,Mar,13.0
ljubljana center,2012,Mar,8.0
maribor center,2012,Mar,6.0
celje,2012,Mar,12.0
trbovlje,2012,Mar,19.0
hrastnik,2012,Mar,11.0
zagorje,2012,Mar,9.0
zelena trava,2012,Mar,16.0
vnajnarje,2012,Mar,15.0
sostanj,2012,Mar,44.0
topolsica,2012,Mar,11.0
veliki vrh,2012,Mar,51.0
zavodnje,2012,Mar,14.0
velenje,2012,Mar,9.0
graska gora,2012,Mar,9.0
pesje,2012,Mar,18.0
skale,2012,Mar,12.0
kovk,2012,Mar,18.0
dobovec,2012,Mar,31.0
kum,2012,Mar,19.0
ravenska vas,2012,Mar,21.0
brestanica-sv.mohor,2012,Mar,11.0
ljubljana bezigrad,2012,Apr,9.0
ljubljana center,2012,Apr,7.0
maribor center,2012,Apr,5.0
celje,2012,Apr,11.0
trbovlje,2012,Apr,8.0
hrastnik,2012,Apr,8.0
zagorje,2012,Apr,6.0
zelena trava,2012,Apr,10.0
vnajnarje,2012,Apr,12.0
sostanj,2012,Apr,31.0
topolsica,2012,Apr,4.0
veliki vrh,2012,Apr,15.0
zavodnje,2012,Apr,13.0
velenje,2012,Apr,12.0
graska gora,2012,Apr,13.0
pesje,2012,Apr,7.0
skale,2012,Apr,15.0
kovk,2012,Apr,49.0
dobovec,2012,Apr,30.0
kum,2012,Apr,9.0
ravenska vas,2012,Apr,12.0
brestanica-sv.mohor,2012,Apr,6.0
ljubljana bezigrad,2012,Maj,8.0
ljubljana center,2012,Maj,5.0
maribor center,2012,Maj,5.0
celje,2012,Maj,11.0
trbovlje,2012,Maj,6.0
hrastnik,2012,Maj,6.0
zagorje,2012,Maj,9.0
zelena trava,2012,Maj,13.0
vnajnarje,2012,Maj,9.0
sostanj,2012,Maj,28.0
topolsica,2012,Maj,8.0
veliki vrh,2012,Maj,24.0
zavodnje,2012,Maj,11.0
velenje,2012,Maj,4.0
graska gora,2012,Maj,2.0
pesje,2012,Maj,7.0
skale,2012,Maj,10.0
kovk,2012,Maj,17.0
dobovec,2012,Maj,15.0
kum,2012,Maj,16.0
ravenska vas,2012,Maj,16.0
brestanica-sv.mohor,2012,Maj,5.0
ljubljana bezigrad,2012,Jun,9.0
ljubljana center,2012,Jun,6.0
maribor center,2012,Jun,4.0
celje,2012,Jun,7.0
trbovlje,2012,Jun,6.0
hrastnik,2012,Jun,6.0
zagorje,2012,Jun,5.0
zelena trava,2012,Jun,25.0
vnajnarje,2012,Jun,1.0
sostanj,2012,Jun,25.0
topolsica,2012,Jun,9.0
veliki vrh,2012,Jun,13.0
zavodnje,2012,Jun,16.0
velenje,2012,Jun,6.0
graska gora,2012,Jun,2.0
pesje,2012,Jun,8.0
skale,2012,Jun,18.0
kovk,2012,Jun,30.0
dobovec,2012,Jun,21.0
kum,2012,Jun,11.0
ravenska vas,2012,Jun,24.0
brestanica-sv.mohor,2012,Jun,6.0
ljubljana bezigrad,2012,Jul,15.0
ljubljana center,2012,Jul,7.0
maribor center,2012,Jul,7.0
celje,2012,Jul,11.0
trbovlje,2012,Jul,4.0
hrastnik,2012,Jul,9.0
zagorje,2012,Jul,8.0
zelena trava,2012,Jul,19.0
vnajnarje,2012,Jul,11.0
sostanj,2012,Jul,27.0
topolsica,2012,Jul,5.0
veliki vrh,2012,Jul,25.0
zavodnje,2012,Jul,11.0
velenje,2012,Jul,5.0
graska gora,2012,Jul,3.0
pesje,2012,Jul,5.0
skale,2012,Jul,19.0
kovk,2012,Jul,41.0
dobovec,2012,Jul,21.0
kum,2012,Jul,12.0
ravenska vas,2012,Jul,38.0
brestanica-sv.mohor,2012,Jul,5.0
ljubljana bezigrad,2012,Avg,10.0
ljubljana center,2012,Avg,6.0
maribor center,2012,Avg,3.0
celje,2012,Avg,8.0
trbovlje,2012,Avg,7.0
hrastnik,2012,Avg,9.0
zagorje,2012,Avg,5.0
zelena trava,2012,Avg,15.0
vnajnarje,2012,Avg,9.0
sostanj,2012,Avg,20.0
topolsica,2012,Avg,12.0
veliki vrh,2012,Avg,13.0
zavodnje,2012,Avg,8.0
velenje,2012,Avg,7.0
graska gora,2012,Avg,6.0
pesje,2012,Avg,7.0
skale,2012,Avg,29.0
kovk,2012,Avg,12.0
dobovec,2012,Avg,10.0
kum,2012,Avg,7.0
ravenska vas,2012,Avg,23.0
brestanica-sv.mohor,2012,Avg,6.0
ljubljana bezigrad,2012,Sep,5.0
ljubljana center,2012,Sep,5.0
maribor center,2012,Sep,4.0
celje,2012,Sep,8.0
trbovlje,2012,Sep,6.0
hrastnik,2012,Sep,11.0
zagorje,2012,Sep,7.0
zelena trava,2012,Sep,9.0
vnajnarje,2012,Sep,8.0
sostanj,2012,Sep,23.0
topolsica,2012,Sep,7.0
veliki vrh,2012,Sep,40.0
zavodnje,2012,Sep,17.0
velenje,2012,Sep,9.0
graska gora,2012,Sep,5.0
pesje,2012,Sep,9.0
skale,2012,Sep,12.0
kovk,2012,Sep,41.0
dobovec,2012,Sep,28.0
kum,2012,Sep,11.0
ravenska vas,2012,Sep,29.0
brestanica-sv.mohor,2012,Sep,5.0
ljubljana bezigrad,2012,Okt,7.0
ljubljana center,2012,Okt,5.0
maribor center,2012,Okt,8.0
celje,2012,Okt,11.0
trbovlje,2012,Okt,22.0
hrastnik,2012,Okt,7.0
zagorje,2012,Okt,7.0
zelena trava,2012,Okt,6.0
vnajnarje,2012,Okt,9.0
sostanj,2012,Okt,7.0
topolsica,2012,Okt,9.0
veliki vrh,2012,Okt,23.0
zavodnje,2012,Okt,18.0
velenje,2012,Okt,7.0
graska gora,2012,Okt,4.0
pesje,2012,Okt,10.0
skale,2012,Okt,15.0
kovk,2012,Okt,18.0
dobovec,2012,Okt,14.0
kum,2012,Okt,25.0
ravenska vas,2012,Okt,14.0
brestanica-sv.mohor,2012,Okt,4.0
ljubljana bezigrad,2012,Nov,9.0
ljubljana center,2012,Nov,3.0
maribor center,2012,Nov,8.0
celje,2012,Nov,10.0
trbovlje,2012,Nov,0.0
hrastnik,2012,Nov,11.0
zagorje,2012,Nov,4.0
zelena trava,2012,Nov,4.0
vnajnarje,2012,Nov,6.0
sostanj,2012,Nov,12.0
topolsica,2012,Nov,6.0
veliki vrh,2012,Nov,11.0
zavodnje,2012,Nov,8.0
velenje,2012,Nov,13.0
graska gora,2012,Nov,4.0
pesje,2012,Nov,8.0
skale,2012,Nov,15.0
kovk,2012,Nov,52.0
dobovec,2012,Nov,20.0
kum,2012,Nov,11.0
ravenska vas,2012,Nov,17.0
brestanica-sv.mohor,2012,Nov,15.0
ljubljana bezigrad,2012,Dec,8.0
ljubljana center,2012,Dec,4.0
