Postaja,Leto,Mesec,SO2
maribor center,2012,Dec,5.0
celje,2012,Dec,17.0
trbovlje,2012,Dec,3.0
hrastnik,2012,Dec,16.0
zagorje,2012,Dec,5.0
zelena trava,2012,Dec,5.0
vnajnarje,2012,Dec,13.0
sostanj,2012,Dec,14.0
topolsica,2012,Dec,5.0
veliki vrh,2012,Dec,43.0
zavodnje,2012,Dec,14.0
velenje,2012,Dec,9.0
graska gora,2012,Dec,9.0
pesje,2012,Dec,7.0
skale,2012,Dec,15.0
kovk,2012,Dec,42.0
dobovec,2012,Dec,15.0
kum,2012,Dec,10.0
ravenska vas,2012,Dec,16.0
brestanica-sv.mohor,2012,Dec,7.0
lj bezigrad,2013,Jan,7.0
celje,2013,Jan,12.0
trbovlje,2013,Jan,14.0
zagorje,2013,Jan,9.0
hrastnik,2013,Jan,12.0
vnajnarje,2013,Jan,14.0
sostanj,2013,Jan,7.0
topolsica,2013,Jan,8.0
zavodnje,2013,Jan,17.0
veliki vrh,2013,Jan,37.0
graska gora,2013,Jan,8.0
velenje,2013,Jan,2.0
pesje,2013,Jan,8.0
skale,2013,Jan,16.0
kovk,2013,Jan,50.0
dobovec,2013,Jan,37.0
kum,2013,Jan,15.0
ravenska vas,2013,Jan,16.0
sv. mohor,2013,Jan,9.0
lj center,2013,Jan,4.0
amp gaji,2013,Jan,20.0
zelena trava,2013,Jan,8.0
lj bezigrad,2013,Feb,10.0
celje,2013,Feb,15.0
trbovlje,2013,Feb,15.0
zagorje,2013,Feb,11.0
hrastnik,2013,Feb,19.0
vnajnarje,2013,Feb,10.0
sostanj,2013,Feb,14.0
topolsica,2013,Feb,4.0
zavodnje,2013,Feb,10.0
veliki vrh,2013,Feb,16.0
graska gora,2013,Feb,8.0
velenje,2013,Feb,2.0
pesje,2013,Feb,7.0
skale,2013,Feb,18.0
kovk,2013,Feb,18.0
dobovec,2013,Feb,17.0
kum,2013,Feb,14.0
ravenska vas,2013,Feb,24.0
sv. mohor,2013,Feb,14.0
lj center,2013,Feb,2.0
amp gaji,2013,Feb,10.0
zelena trava,2013,Feb,7.0
lj bezigrad,2013,Mar,10.0
celje,2013,Mar,7.0
trbovlje,2013,Mar,12.0
zagorje,2013,Mar,9.0
hrastnik,2013,Mar,14.0
vnajnarje,2013,Mar,7.0
sostanj,2013,Mar,13.0
topolsica,2013,Mar,9.0
zavodnje,2013,Mar,11.0
veliki vrh,2013,Mar,13.0
graska gora,2013,Mar,7.0
velenje,2013,Mar,2.0
pesje,2013,Mar,9.0
skale,2013,Mar,13.0
kovk,2013,Mar,24.0
dobovec,2013,Mar,19.0
kum,2013,Mar,19.0
ravenska vas,2013,Mar,15.0
sv. mohor,2013,Mar,7.0
lj center,2013,Mar,4.0
amp gaji,2013,Mar,9.0
zelena trava,2013,Mar,8.0
lj bezigrad,2013,Apr,7.0
celje,2013,Apr,5.0
trbovlje,2013,Apr,6.0
zagorje,2013,Apr,8.0
hrastnik,2013,Apr,13.0
vnajnarje,2013,Apr,4.0
sostanj,2013,Apr,6.0
topolsica,2013,Apr,5.0
zavodnje,2013,Apr,5.0
veliki vrh,2013,Apr,6.0
graska gora,2013,Apr,7.0
velenje,2013,Apr,4.0
pesje,2013,Apr,6.0
skale,2013,Apr,16.0
kovk,2013,Apr,65.0
dobovec,2013,Apr,8.0
kum,2013,Apr,7.0
ravenska vas,2013,Apr,18.0
sv. mohor,2013,Apr,10.0
lj center,2013,Apr,5.0
amp gaji,2013,Apr,10.0
zelena trava,2013,Apr,8.0
lj bezigrad,2013,Maj,4.0
celje,2013,Maj,4.0
trbovlje,2013,Maj,4.0
zagorje,2013,Maj,4.0
hrastnik,2013,Maj,5.0
vnajnarje,2013,Maj,4.0
sostanj,2013,Maj,3.0
topolsica,2013,Maj,3.0
zavodnje,2013,Maj,7.0
veliki vrh,2013,Maj,1.0
graska gora,2013,Maj,9.0
velenje,2013,Maj,3.0
pesje,2013,Maj,7.0
skale,2013,Maj,15.0
kovk,2013,Maj,14.0
dobovec,2013,Maj,10.0
kum,2013,Maj,10.0
ravenska vas,2013,Maj,12.0
sv. mohor,2013,Maj,5.0
lj center,2013,Maj,5.0
amp gaji,2013,Maj,9.0
zelena trava,2013,Maj,6.0
lj bezigrad,2013,Jun,7.0
celje,2013,Jun,4.0
trbovlje,2013,Jun,3.0
zagorje,2013,Jun,4.0
hrastnik,2013,Jun,6.0
vnajnarje,2013,Jun,11.0
sostanj,2013,Jun,13.0
topolsica,2013,Jun,4.0
zavodnje,2013,Jun,51.0
veliki vrh,2013,Jun,20.0
graska gora,2013,Jun,2.0
velenje,2013,Jun,2.0
pesje,2013,Jun,6.0
skale,2013,Jun,11.0
kovk,2013,Jun,9.0
dobovec,2013,Jun,12.0
kum,2013,Jun,4.0
ravenska vas,2013,Jun,6.0
sv. mohor,2013,Jun,6.0
lj center,2013,Jun,4.0
amp gaji,2013,Jun,5.0
zelena trava,2013,Jun,7.0
lj bezigrad,2013,Jul,5.0
celje,2013,Jul,5.0
trbovlje,2013,Jul,7.0
zagorje,2013,Jul,5.0
hrastnik,2013,Jul,8.0
vnajnarje,2013,Jul,6.0
sostanj,2013,Jul,22.0
topolsica,2013,Jul,12.0
zavodnje,2013,Jul,16.0
veliki vrh,2013,Jul,11.0
graska gora,2013,Jul,4.0
velenje,2013,Jul,4.0
pesje,2013,Jul,13.0
skale,2013,Jul,19.0
kovk,2013,Jul,16.0
dobovec,2013,Jul,20.0
kum,2013,Jul,9.0
ravenska vas,2013,Jul,21.0
sv. mohor,2013,Jul,6.0
lj center,2013,Jul,5.0
amp gaji,2013,Jul,5.0
zelena trava,2013,Jul,17.0
lj bezigrad,2013,Avg,8.0
celje,2013,Avg,5.0
trbovlje,2013,Avg,7.0
zagorje,2013,Avg,12.0
hrastnik,2013,Avg,10.0
vnajnarje,2013,Avg,8.0
sostanj,2013,Avg,41.0
topolsica,2013,Avg,10.0
zavodnje,2013,Avg,18.0
veliki vrh,2013,Avg,22.0
graska gora,2013,Avg,8.0
velenje,2013,Avg,5.0
pesje,2013,Avg,18.0
skale,2013,Avg,20.0
kovk,2013,Avg,9.0
dobovec,2013,Avg,19.0
kum,2013,Avg,9.0
ravenska vas,2013,Avg,30.0
sv. mohor,2013,Avg,10.0
lj center,2013,Avg,5.0
amp gaji,2013,Avg,7.0
zelena trava,2013,Avg,24.0
lj bezigrad,2013,Sep,10.0
celje,2013,Sep,6.0
trbovlje,2013,Sep,6.0
zagorje,2013,Sep,9.0
hrastnik,2013,Sep,6.0
vnajnarje,2013,Sep,9.0
sostanj,2013,Sep,13.0
topolsica,2013,Sep,7.0
zavodnje,2013,Sep,12.0
veliki vrh,2013,Sep,11.0
graska gora,2013,Sep,8.0
velenje,2013,Sep,2.0
pesje,2013,Sep,8.0
skale,2013,Sep,11.0
kovk,2013,Sep,23.0
dobovec,2013,Sep,21.0
kum,2013,Sep,8.0
ravenska vas,2013,Sep,20.0
sv. mohor,2013,Sep,8.0
lj center,2013,Sep,4.0
amp gaji,2013,Sep,3.0
zelena trava,2013,Sep,18.0
lj bezigrad,2013,Okt,10.0
celje,2013,Okt,5.0
trbovlje,2013,Okt,9.0
zagorje,2013,Okt,10.0
hrastnik,2013,Okt,7.0
vnajnarje,2013,Okt,16.0
sostanj,2013,Okt,18.0
topolsica,2013,Okt,5.0
zavodnje,2013,Okt,9.0
veliki vrh,2013,Okt,14.0
graska gora,2013,Okt,3.0
velenje,2013,Okt,4.0
pesje,2013,Okt,6.0
skale,2013,Okt,25.0
kovk,2013,Okt,15.0
dobovec,2013,Okt,32.0
kum,2013,Okt,11.0
ravenska vas,2013,Okt,26.0
sv. mohor,2013,Okt,8.0
lj center,2013,Okt,6.0
amp gaji,2013,Okt,4.0
zelena trava,2013,Okt,24.0
lj bezigrad,2013,Nov,6.0
celje,2013,Nov,9.0
trbovlje,2013,Nov,8.0
zagorje,2013,Nov,13.0
hrastnik,2013,Nov,13.0
vnajnarje,2013,Nov,5.0
sostanj,2013,Nov,7.0
topolsica,2013,Nov,4.0
zavodnje,2013,Nov,8.0
veliki vrh,2013,Nov,22.0
graska gora,2013,Nov,10.0
velenje,2013,Nov,3.0
pesje,2013,Nov,6.0
skale,2013,Nov,15.0
kovk,2013,Nov,13.0
dobovec,2013,Nov,15.0
kum,2013,Nov,14.0
ravenska vas,2013,Nov,20.0
sv. mohor,2013,Nov,10.0
lj center,2013,Nov,4.0
amp gaji,2013,Nov,7.0
zelena trava,2013,Nov,12.0
lj bezigrad,2013,Dec,13.0
celje,2013,Dec,9.0
trbovlje,2013,Dec,10.0
zagorje,2013,Dec,12.0
hrastnik,2013,Dec,10.0
vnajnarje,2013,Dec,14.0
sostanj,2013,Dec,21.0
topolsica,2013,Dec,7.0
zavodnje,2013,Dec,15.0
veliki vrh,2013,Dec,13.0
graska gora,2013,Dec,14.0
velenje,2013,Dec,5.0
pesje,2013,Dec,11.0
skale,2013,Dec,22.0
kovk,2013,Dec,23.0
dobovec,2013,Dec,58.0
kum,2013,Dec,10.0
ravenska vas,2013,Dec,19.0
sv. mohor,2013,Dec,5.0
lj center,2013,Dec,5.0
amp gaji,2013,Dec,8.0
zelena trava,2013,Dec,26.0
ljubljana bezigrad,2014,Jan,9.0
celje,2014,Jan,16.0
trbovlje,2014,Jan,10.0
zagorje,2014,Jan,11.0
hrastnik,2014,Jan,14.0
vnajnarje,2014,Jan,15.0
sostanj,2014,Jan,11.0
topolsica,2014,Jan,9.0
zavodnje,2014,Jan,13.0
veliki vrh,2014,Jan,26.0
graska gora,2014,Jan,12.0
velenje,2014,Jan,4.0
pesje,2014,Jan,12.0
skale,2014,Jan,19.0
kovk,2014,Jan,20.0
dobovec,2014,Jan,14.0
kum,2014,Jan,14.0
ravenska vas,2014,Jan,16.0
sv. mohor,2014,Jan,15.0
lj center,2014,Jan,4.0
amp gaji,2014,Jan,15.0
zelena trava,2014,Jan,22.0
ljubljana bezigrad,2014,Feb,12.0
celje,2014,Feb,13.0
trbovlje,2014,Feb,16.0
zagorje,2014,Feb,21.0
hrastnik,2014,Feb,17.0
vnajnarje,2014,Feb,6.0
sostanj,2014,Feb,16.0
topolsica,2014,Feb,1.0
zavodnje,2014,Feb,6.0
veliki vrh,2014,Feb,9.0
graska gora,2014,Feb,10.0
velenje,2014,Feb,6.0
pesje,2014,Feb,8.0
skale,2014,Feb,14.0
kovk,2014,Feb,23.0
dobovec,2014,Feb,19.0
kum,2014,Feb,11.0
ravenska vas,2014,Feb,25.0
sv. mohor,2014,Feb,16.0
lj center,2014,Feb,4.0
amp gaji,2014,Feb,17.0
zelena trava,2014,Feb,31.0
ljubljana bezigrad,2014,Mar,6.0
celje,2014,Mar,7.0
trbovlje,2014,Mar,7.0
zagorje,2014,Mar,10.0
hrastnik,2014,Mar,6.0
vnajnarje,2014,Mar,13.0
sostanj,2014,Mar,22.0
topolsica,2014,Mar,7.0
zavodnje,2014,Mar,12.0
veliki vrh,2014,Mar,25.0
graska gora,2014,Mar,8.0
velenje,2014,Mar,7.0
pesje,2014,Mar,9.0
skale,2014,Mar,11.0
kovk,2014,Mar,17.0
dobovec,2014,Mar,10.0
kum,2014,Mar,7.0
ravenska vas,2014,Mar,12.0
sv. mohor,2014,Mar,8.0
lj center,2014,Mar,5.0
amp gaji,2014,Mar,7.0
zelena trava,2014,Mar,8.0
ljubljana bezigrad,2014,Apr,4.0
celje,2014,Apr,4.0
trbovlje,2014,Apr,5.0
zagorje,2014,Apr,9.0
hrastnik,2014,Apr,6.0
vnajnarje,2014,Apr,10.0
sostanj,2014,Apr,25.0
topolsica,2014,Apr,7.0
zavodnje,2014,Apr,6.0
veliki vrh,2014,Apr,29.0
graska gora,2014,Apr,10.0
velenje,2014,Apr,9.0
pesje,2014,Apr,11.0
skale,2014,Apr,10.0
kovk,2014,Apr,9.0
dobovec,2014,Apr,12.0
kum,2014,Apr,7.0
ravenska vas,2014,Apr,15.0
sv. mohor,2014,Apr,8.0
lj center,2014,Apr,4.0
amp gaji,2014,Apr,7.0
zelena trava,2014,Apr,3.0
ljubljana bezigrad,2014,Maj,3.0
celje,2014,Maj,5.0
trbovlje,2014,Maj,5.0
zagorje,2014,Maj,6.0
hrastnik,2014,Maj,8.0
vnajnarje,2014,Maj,11.0
sostanj,2014,Maj,22.0
topolsica,2014,Maj,2.0
zavodnje,2014,Maj,5.0
veliki vrh,2014,Maj,11.0
graska gora,2014,Maj,6.0
velenje,2014,Maj,3.0
pesje,2014,Maj,6.0
skale,2014,Maj,16.0
kovk,2014,Maj,11.0
dobovec,2014,Maj,9.0
kum,2014,Maj,9.0
ravenska vas,2014,Maj,15.0
sv. mohor,2014,Maj,7.0
lj center,2014,Maj,7.0
amp gaji,2014,Maj,8.0
zelena trava,2014,Maj,9.0
ljubljana bezigrad,2014,Jun,4.0
celje,2014,Jun,3.0
trbovlje,2014,Jun,4.0
zagorje,2014,Jun,7.0
hrastnik,2014,Jun,5.0
vnajnarje,2014,Jun,9.0
sostanj,2014,Jun,7.0
topolsica,2014,Jun,6.0
zavodnje,2014,Jun,8.0
veliki vrh,2014,Jun,7.0
graska gora,2014,Jun,6.0
velenje,2014,Jun,3.0
pesje,2014,Jun,6.0
skale,2014,Jun,14.0
kovk,2014,Jun,11.0
dobovec,2014,Jun,13.0
kum,2014,Jun,5.0
ravenska vas,2014,Jun,8.0
sv. mohor,2014,Jun,6.0
lj center,2014,Jun,3.0
amp gaji,2014,Jun,8.0
zelena trava,2014,Jun,6.0
ljubljana bezigrad,2014,Jul,5.0
celje,2014,Jul,4.0
trbovlje,2014,Jul,5.0
zagorje,2014,Jul,6.0
hrastnik,2014,Jul,8.0
vnajnarje,2014,Jul,8.0
sostanj,2014,Jul,11.0
topolsica,2014,Jul,10.0
zavodnje,2014,Jul,6.0
veliki vrh,2014,Jul,16.0
graska gora,2014,Jul,6.0
velenje,2014,Jul,4.0
pesje,2014,Jul,5.0
skale,2014,Jul,12.0
kovk,2014,Jul,14.0
dobovec,2014,Jul,14.0
kum,2014,Jul,9.0
ravenska vas,2014,Jul,13.0
sv. mohor,2014,Jul,6.0
lj center,2014,Jul,2.0
amp gaji,2014,Jul,7.0
zelena trava,2014,Jul,7.0
ljubljana bezigrad,2014,Avg,4.0
celje,2014,Avg,4.0
trbovlje,2014,Avg,6.0
zagorje,2014,Avg,9.0
hrastnik,2014,Avg,5.0
vnajnarje,2014,Avg,7.0
sostanj,2014,Avg,6.0
topolsica,2014,Avg,15.0
zavodnje,2014,Avg,14.0
veliki vrh,2014,Avg,7.0
graska gora,2014,Avg,5.0
velenje,2014,Avg,4.0
pesje,2014,Avg,6.0
skale,2014,Avg,15.0
kovk,2014,Avg,12.0
dobovec,2014,Avg,11.0
kum,2014,Avg,5.0
ravenska vas,2014,Avg,18.0
sv. mohor,2014,Avg,9.0
lj center,2014,Avg,3.0
amp gaji,2014,Avg,7.0
zelena trava,2014,Avg,12.0
ljubljana bezigrad,2014,Sep,6.0
celje,2014,Sep,8.0
trbovlje,2014,Sep,6.0
zagorje,2014,Sep,9.0
hrastnik,2014,Sep,8.0
vnajnarje,2014,Sep,8.0
sostanj,2014,Sep,9.0
topolsica,2014,Sep,3.0
zavodnje,2014,Sep,9.0
veliki vrh,2014,Sep,13.0
graska gora,2014,Sep,5.0
velenje,2014,Sep,5.0
pesje,2014,Sep,11.0
skale,2014,Sep,11.0
kovk,2014,Sep,22.0
dobovec,2014,Sep,32.0
kum,2014,Sep,10.0
ravenska vas,2014,Sep,17.0
sv. mohor,2014,Sep,10.0
lj center,2014,Sep,4.0
amp gaji,2014,Sep,30.0
zelena trava,2014,Sep,14.0
ljubljana bezigrad,2014,Okt,7.0
celje,2014,Okt,9.0
trbovlje,2014,Okt,5.0
zagorje,2014,Okt,8.0
hrastnik,2014,Okt,4.0
vnajnarje,2014,Okt,12.0
sostanj,2014,Okt,13.0
topolsica,2014,Okt,11.0
zavodnje,2014,Okt,12.0
veliki vrh,2014,Okt,5.0
graska gora,2014,Okt,6.0
velenje,2014,Okt,7.0
pesje,2014,Okt,8.0
skale,2014,Okt,16.0
kovk,2014,Okt,11.0
dobovec,2014,Okt,15.0
kum,2014,Okt,10.0
ravenska vas,2014,Okt,12.0
sv. mohor,2014,Okt,10.0
lj center,2014,Okt,4.0
amp gaji,2014,Okt,21.0
zelena trava,2014,Okt,8.0
ljubljana bezigrad,2014,Nov,19.0
celje,2014,Nov,23.0
trbovlje,2014,Nov,14.0
zagorje,2014,Nov,18.0
hrastnik,2014,Nov,23.0
vnajnarje,2014,Nov,21.0
sostanj,2014,Nov,13.0
topolsica,2014,Nov,7.0
zavodnje,2014,Nov,10.0
veliki vrh,2014,Nov,12.0
graska gora,2014,Nov,13.0
velenje,2014,Nov,9.0
pesje,2014,Nov,17.0
skale,2014,Nov,17.0
kovk,2014,Nov,23.0
dobovec,2014,Nov,15.0
kum,2014,Nov,10.0
ravenska vas,2014,Nov,20.0
sv. mohor,2014,Nov,29.0
lj center,2014,Nov,11.0
amp gaji,2014,Nov,7.0
zelena trava,2014,Nov,24.0
ljubljana bezigrad,2014,Dec,7.0
celje,2014,Dec,6.0
trbovlje,2014,Dec,14.0
zagorje,2014,Dec,14.0
hrastnik,2014,Dec,8.0
vnajnarje,2014,Dec,12.0
sostanj,2014,Dec,8.0
topolsica,2014,Dec,6.0
zavodnje,2014,Dec,14.0
veliki vrh,2014,Dec,8.0
graska gora,2014,Dec,6.0
velenje,2014,Dec,9.0
pesje,2014,Dec,11.0
skale,2014,Dec,10.0
kovk,2014,Dec,11.0
dobovec,2014,Dec,8.0
kum,2014,Dec,7.0
ravenska vas,2014,Dec,12.0
sv. mohor,2014,Dec,6.0
lj center,2014,Dec,4.0
amp gaji,2014,Dec,
zelena trava,2014,Dec,11.0
lj bezigrad,2015,Jan,6.0
celje,2015,Jan,6.0
trbovlje,2015,Jan,6.0
zagorje,2015,Jan,9.0
hrastnik,2015,Jan,5.0
vnajnarje,2015,Jan,7.0
sostanj,2015,Jan,21.0
topolsica,2015,Jan,12.0
zavodnje,2015,Jan,22.0
veliki vrh,2015,Jan,17.0
graska gora,2015,Jan,7.0
velenje,2015,Jan,10.0
pesje,2015,Jan,12.0
skale,2015,Jan,8.0
kovk,2015,Jan,11.0
dobovec,2015,Jan,10.0
kum,2015,Jan,11.0
ravenska vas,2015,Jan,12.0
sv. mohor,2015,Jan,8.0
lj center,2015,Jan,4.0
amp gaji,2015,Jan,8.0
zelena trava,2015,Jan,8.0
lj bezigrad,2015,Feb,7.0
celje,2015,Feb,8.0
trbovlje,2015,Feb,7.0
zagorje,2015,Feb,6.0
hrastnik,2015,Feb,7.0
vnajnarje,2015,Feb,7.0
sostanj,2015,Feb,6.0
topolsica,2015,Feb,8.0
zavodnje,2015,Feb,14.0
veliki vrh,2015,Feb,9.0
graska gora,2015,Feb,6.0
velenje,2015,Feb,5.0
pesje,2015,Feb,9.0
skale,2015,Feb,7.0
kovk,2015,Feb,15.0
dobovec,2015,Feb,9.0
kum,2015,Feb,11.0
ravenska vas,2015,Feb,18.0
sv. mohor,2015,Feb,15.0
lj center,2015,Feb,3.0
amp gaji,2015,Feb,11.0
zelena trava,2015,Feb,12.0
lj bezigrad,2015,Mar,8.0
celje,2015,Mar,4.0
trbovlje,2015,Mar,10.0
zagorje,2015,Mar,7.0
hrastnik,2015,Mar,9.0
vnajnarje,2015,Mar,10.0
sostanj,2015,Mar,9.0
topolsica,2015,Mar,9.0
zavodnje,2015,Mar,7.0
veliki vrh,2015,Mar,25.0
graska gora,2015,Mar,11.0
velenje,2015,Mar,5.0
pesje,2015,Mar,10.0
skale,2015,Mar,8.0
kovk,2015,Mar,11.0
dobovec,2015,Mar,11.0
kum,2015,Mar,9.0
ravenska vas,2015,Mar,12.0
sv. mohor,2015,Mar,12.0
lj center,2015,Mar,4.0
amp gaji,2015,Mar,11.0
zelena trava,2015,Mar,12.0
lj bezigrad,2015,Apr,6.0
celje,2015,Apr,3.0
trbovlje,2015,Apr,11.0
zagorje,2015,Apr,7.0
hrastnik,2015,Apr,5.0
vnajnarje,2015,Apr,3.0
sostanj,2015,Apr,11.0
topolsica,2015,Apr,9.0
zavodnje,2015,Apr,5.0
veliki vrh,2015,Apr,9.0
graska gora,2015,Apr,6.0
velenje,2015,Apr,6.0
pesje,2015,Apr,12.0
skale,2015,Apr,8.0
kovk,2015,Apr,8.0
dobovec,2015,Apr,12.0
kum,2015,Apr,13.0
ravenska vas,2015,Apr,14.0
sv. mohor,2015,Apr,7.0
lj center,2015,Apr,4.0
amp gaji,2015,Apr,8.0
zelena trava,2015,Apr,10.0
lj bezigrad,2015,Maj,5.0
celje,2015,Maj,5.0
trbovlje,2015,Maj,10.0
zagorje,2015,Maj,8.0
hrastnik,2015,Maj,7.0
vnajnarje,2015,Maj,3.0
sostanj,2015,Maj,16.0
topolsica,2015,Maj,14.0
zavodnje,2015,Maj,7.0
veliki vrh,2015,Maj,7.0
graska gora,2015,Maj,8.0
velenje,2015,Maj,4.0
pesje,2015,Maj,9.0
skale,2015,Maj,10.0
kovk,2015,Maj,10.0
dobovec,2015,Maj,8.0
kum,2015,Maj,12.0
ravenska vas,2015,Maj,15.0
sv. mohor,2015,Maj,7.0
lj center,2015,Maj,5.0
amp gaji,2015,Maj,5.0
zelena trava,2015,Maj,11.0
lj bezigrad,2015,Jun,7.0
celje,2015,Jun,4.0
trbovlje,2015,Jun,7.0
zagorje,2015,Jun,2.0
hrastnik,2015,Jun,6.0
vnajnarje,2015,Jun,15.0
sostanj,2015,Jun,4.0
topolsica,2015,Jun,11.0
zavodnje,2015,Jun,4.0
veliki vrh,2015,Jun,5.0
graska gora,2015,Jun,9.0
velenje,2015,Jun,4.0
pesje,2015,Jun,7.0
skale,2015,Jun,8.0
kovk,2015,Jun,10.0
dobovec,2015,Jun,10.0
kum,2015,Jun,8.0
ravenska vas,2015,Jun,15.0
sv. mohor,2015,Jun,7.0
lj center,2015,Jun,4.0
amp gaji,2015,Jun,2.0
zelena trava,2015,Jun,12.0
lj bezigrad,2015,Jul,5.0
celje,2015,Jul,2.0
trbovlje,2015,Jul,6.0
zagorje,2015,Jul,2.0
hrastnik,2015,Jul,4.0
vnajnarje,2015,Jul,6.0
sostanj,2015,Jul,18.0
topolsica,2015,Jul,8.0
zavodnje,2015,Jul,5.0
veliki vrh,2015,Jul,13.0
graska gora,2015,Jul,13.0
velenje,2015,Jul,5.0
pesje,2015,Jul,7.0
skale,2015,Jul,9.0
kovk,2015,Jul,10.0
dobovec,2015,Jul,15.0
kum,2015,Jul,15.0
ravenska vas,2015,Jul,15.0
sv. mohor,2015,Jul,10.0
lj center,2015,Jul,3.0
amp gaji,2015,Jul,4.0
zelena trava,2015,Jul,10.0
lj bezigrad,2015,Avg,6.0
celje,2015,Avg,3.0
trbovlje,2015,Avg,6.0
zagorje,2015,Avg,4.0
hrastnik,2015,Avg,6.0
vnajnarje,2015,Avg,9.0
sostanj,2015,Avg,6.0
topolsica,2015,Avg,17.0
zavodnje,2015,Avg,7.0
veliki vrh,2015,Avg,20.0
graska gora,2015,Avg,12.0
velenje,2015,Avg,10.0
pesje,2015,Avg,6.0
skale,2015,Avg,15.0
kovk,2015,Avg,14.0
dobovec,2015,Avg,17.0
kum,2015,Avg,11.0
ravenska vas,2015,Avg,19.0
sv. mohor,2015,Avg,8.0
lj center,2015,Avg,3.0
amp gaji,2015,Avg,7.0
zelena trava,2015,Avg,7.0
lj bezigrad,2015,Sep,5.0
celje,2015,Sep,3.0
trbovlje,2015,Sep,6.0
zagorje,2015,Sep,3.0
hrastnik,2015,Sep,3.0
vnajnarje,2015,Sep,12.0
sostanj,2015,Sep,6.0
topolsica,2015,Sep,10.0
zavodnje,2015,Sep,5.0
veliki vrh,2015,Sep,8.0
graska gora,2015,Sep,4.0
velenje,2015,Sep,4.0
pesje,2015,Sep,5.0
skale,2015,Sep,9.0
kovk,2015,Sep,11.0
dobovec,2015,Sep,8.0
kum,2015,Sep,24.0
ravenska vas,2015,Sep,15.0
sv. mohor,2015,Sep,8.0
lj center,2015,Sep,2.0
amp gaji,2015,Sep,5.0
zelena trava,2015,Sep,6.0
lj bezigrad,2015,Okt,7.0
celje,2015,Okt,5.0
trbovlje,2015,Okt,9.0
zagorje,2015,Okt,6.0
hrastnik,2015,Okt,5.0
vnajnarje,2015,Okt,12.0
sostanj,2015,Okt,33.0
topolsica,2015,Okt,8.0
zavodnje,2015,Okt,5.0
veliki vrh,2015,Okt,10.0
graska gora,2015,Okt,8.0
velenje,2015,Okt,14.0
pesje,2015,Okt,34.0
skale,2015,Okt,28.0
kovk,2015,Okt,11.0
dobovec,2015,Okt,9.0
kum,2015,Okt,16.0
ravenska vas,2015,Okt,12.0
sv. mohor,2015,Okt,7.0
lj center,2015,Okt,3.0
amp gaji,2015,Okt,9.0
zelena trava,2015,Okt,7.0
lj bezigrad,2015,Nov,14.0
celje,2015,Nov,9.0
trbovlje,2015,Nov,16.0
zagorje,2015,Nov,5.0
hrastnik,2015,Nov,10.0
vnajnarje,2015,Nov,8.0
sostanj,2015,Nov,8.0
topolsica,2015,Nov,10.0
zavodnje,2015,Nov,4.0
veliki vrh,2015,Nov,6.0
graska gora,2015,Nov,15.0
velenje,2015,Nov,5.0
pesje,2015,Nov,8.0
skale,2015,Nov,6.0
kovk,2015,Nov,12.0
dobovec,2015,Nov,15.0
kum,2015,Nov,7.0
ravenska vas,2015,Nov,15.0
sv. mohor,2015,Nov,11.0
lj center,2015,Nov,4.0
amp gaji,2015,Nov,9.0
zelena trava,2015,Nov,4.0
lj bezigrad,2015,Dec,11.0
celje,2015,Dec,8.0
trbovlje,2015,Dec,9.0
zagorje,2015,Dec,5.0
hrastnik,2015,Dec,12.0
vnajnarje,2015,Dec,9.0
sostanj,2015,Dec,5.0
topolsica,2015,Dec,3.0
zavodnje,2015,Dec,14.0
veliki vrh,2015,Dec,16.0
graska gora,2015,Dec,7.0
velenje,2015,Dec,3.0
pesje,2015,Dec,11.0
skale,2015,Dec,6.0
kovk,2015,Dec,4.0
dobovec,2015,Dec,5.0
kum,2015,Dec,6.0
ravenska vas,2015,Dec,12.0
sv. mohor,2015,Dec,6.0
lj center,2015,Dec,5.0
amp gaji,2015,Dec,11.0
zelena trava,2015,Dec,3.0
lj bezigrad,2016,Jan,12.0
celje,2016,Jan,15.0
trbovlje,2016,Jan,16.0
zagorje,2016,Jan,8.0
hrastnik,2016,Jan,11.0
vnajnarje,2016,Jan,10.0
sostanj,2016,Jan,9.0
topolsica,2016,Jan,6.0
zavodnje,2016,Jan,8.0
veliki vrh,2016,Jan,8.0
graska gora,2016,Jan,7.0
velenje,2016,Jan,6.0
pesje,2016,Jan,15.0
skale,2016,Jan,9.0
kovk,2016,Jan,11.0
dobovec,2016,Jan,10.0
kum,2016,Jan,15.0
ravenska vas,2016,Jan,13.0
sv. mohor,2016,Jan,9.0
lj center,2016,Jan,3.0
amp gaji,2016,Jan,12.0
lj bezigrad,2016,Feb,14.0
celje,2016,Feb,9.0
trbovlje,2016,Feb,14.0
zagorje,2016,Feb,8.0
hrastnik,2016,Feb,10.0
vnajnarje,2016,Feb,5.0
sostanj,2016,Feb,1.0
topolsica,2016,Feb,6.0
zavodnje,2016,Feb,1.0
veliki vrh,2016,Feb,6.0
graska gora,2016,Feb,5.0
velenje,2016,Feb,6.0
pesje,2016,Feb,10.0
skale,2016,Feb,6.0
kovk,2016,Feb,8.0
dobovec,2016,Feb,15.0
kum,2016,Feb,15.0
ravenska vas,2016,Feb,13.0
sv. mohor,2016,Feb,10.0
lj center,2016,Feb,2.0
amp gaji,2016,Feb,6.0
lj bezigrad,2016,Mar,13.0
celje,2016,Mar,10.0
trbovlje,2016,Mar,15.0
